time_s,H_VV_out_alpha,H_VV_out_beta
3.100000000000000089e+00,4.499999998537289048e-01,4.499999998377797739e-01
3.200000000000000178e+00,4.499999998569535475e-01,4.499999998410496027e-01
3.300000000000000266e+00,4.499999998596741491e-01,4.499999998446916893e-01
3.400000000000000355e+00,4.499999998627629560e-01,4.499999998478346752e-01
3.500000000000000000e+00,4.499999998654402589e-01,4.499999998512650423e-01
3.600000000000000089e+00,4.499999998685049185e-01,4.499999998541791557e-01
3.700000000000000178e+00,4.499999998710754734e-01,4.499999998574665816e-01
3.800000000000000266e+00,4.499999998744709795e-01,4.499999998598052664e-01
3.900000000000000355e+00,4.499999998765147891e-01,4.499999998633761877e-01
4.000000000000000000e+00,4.499999998789198097e-01,4.499999998664729883e-01
4.100000000000000533e+00,4.499999998816547331e-01,4.499999998691183167e-01
4.200000000000000178e+00,4.499999998843718374e-01,4.499999998716677774e-01
4.299999999999999822e+00,4.499999998866301421e-01,4.499999998745687901e-01
4.400000000000000355e+00,4.499999998892865172e-01,4.499999998769603771e-01
4.500000000000000000e+00,4.499999998910340082e-01,4.499999998801544887e-01
4.600000000000000533e+00,4.499999998935403922e-01,4.499999998824872338e-01
4.700000000000000178e+00,4.499999998951464963e-01,4.499999998856164529e-01
4.800000000000000711e+00,4.499999998975279802e-01,4.499999998878722596e-01
4.900000000000000355e+00,4.499999998998766571e-01,4.499999998900605092e-01
5.000000000000000000e+00,4.499999999021681019e-01,4.499999998922110667e-01
5.100000000000000533e+00,4.499999999039548948e-01,4.499999998947721291e-01
5.200000000000000178e+00,4.499999999614069379e-01,4.499999998870617413e-01
5.300000000000000711e+00,4.499999992019607098e-01,4.499999984561782740e-01
5.400000000000000355e+00,4.499999996532216273e-01,4.499999995820979648e-01
5.500000000000000000e+00,4.500000029153274350e-01,4.500000009460569106e-01
5.600000000000000533e+00,4.499999999688443775e-01,4.499999995053072799e-01
5.700000000000000178e+00,4.500000003250958502e-01,4.499999998050770444e-01
5.800000000000000711e+00,4.500000033602495342e-01,4.500000022536137512e-01
5.900000000000000355e+00,4.499999973380525708e-01,4.499999969649570164e-01
6.000000000000000000e+00,4.500000002141866240e-01,4.499999976535415391e-01
6.100000000000000533e+00,4.500000013175086133e-01,4.500000006619010451e-01
6.200000000000000178e+00,4.499999969967483637e-01,4.499999966539281471e-01
6.300000000000000711e+00,4.499999979351489987e-01,4.499999975271056218e-01
6.400000000000000355e+00,4.499999998580327398e-01,4.499999985936641300e-01
6.500000000000000000e+00,4.499999996283015613e-01,4.499999992246405678e-01
6.600000000000000533e+00,4.499999968240220860e-01,4.499999967299012638e-01
6.700000000000000178e+00,4.499999996135243818e-01,4.499999992988892861e-01
6.800000000000000711e+00,4.499999992337628818e-01,4.499999989968865854e-01
6.900000000000000355e+00,4.500000001384675263e-01,4.500000001315733744e-01
7.000000000000000000e+00,4.500000005803835856e-01,4.500000005156168381e-01
7.100000000000000533e+00,4.500000001167160923e-01,4.499999993814617905e-01
7.200000000000000178e+00,4.499999999029926090e-01,4.499999995646564721e-01
7.300000000000000711e+00,4.500000000571190983e-01,4.499999999261041217e-01
7.400000000000000355e+00,4.499999997842591415e-01,4.499999995409769693e-01
7.500000000000000000e+00,4.500000002920640507e-01,4.500000000481813589e-01
7.600000000000000533e+00,4.500000001991235066e-01,4.500000001739218880e-01
7.700000000000000178e+00,4.499999998355913022e-01,4.499999997185021861e-01
7.800000000000000711e+00,4.500000004580841928e-01,4.500000002106382402e-01
7.900000000000000355e+00,4.500000000170268910e-01,4.499999998334867080e-01
8.000000000000000000e+00,4.500000001116962189e-01,4.499999998489181974e-01
8.099999999999999645e+00,4.499999999772216763e-01,4.499999998501149068e-01
8.200000000000001066e+00,4.500000003833716233e-01,4.500000002804722676e-01
8.300000000000000711e+00,4.500000001348599121e-01,4.500000000353851504e-01
8.400000000000000355e+00,4.499999999499295078e-01,4.499999999043637344e-01
8.500000000000000000e+00,4.499999999957520203e-01,4.499999999461486988e-01
8.599999999999999645e+00,4.499999999939690021e-01,4.499999999457210409e-01
8.700000000000001066e+00,4.499999999937519535e-01,4.499999999467234613e-01
8.800000000000000711e+00,4.499999999938570361e-01,4.499999999480019386e-01
8.900000000000000355e+00,4.499999999935493378e-01,4.499999999495161163e-01
9.000000000000000000e+00,4.499999999939138795e-01,4.499999999503818127e-01
9.099999999999999645e+00,4.499999999938112949e-01,4.499999999516542393e-01
9.200000000000001066e+00,4.499999999937008277e-01,4.499999999528173089e-01
9.300000000000000711e+00,4.499999999933512740e-01,4.499999999543344842e-01
9.400000000000000355e+00,4.499999999931291739e-01,4.499999999556470454e-01
9.500000000000000000e+00,4.499999999935516692e-01,4.499999999562852571e-01
9.600000000000001421e+00,4.499999999933527728e-01,4.499999999575198806e-01
9.700000000000001066e+00,4.499999999928300798e-01,4.499999999587557808e-01
9.800000000000000711e+00,4.499999999909676807e-01,4.499999999580385768e-01
9.900000000000000355e+00,4.499999999938785744e-01,4.499999999588051858e-01
1.000000000000000000e+01,4.499999999943744555e-01,4.499999999622872338e-01
1.010000000000000142e+01,4.499999999933995687e-01,4.499999999619962443e-01
1.020000000000000107e+01,4.499999999935606620e-01,4.499999999637619430e-01
1.030000000000000071e+01,4.499999999940644257e-01,4.499999999626169145e-01
1.040000000000000036e+01,4.499999999947120188e-01,4.499999999657601779e-01
1.050000000000000000e+01,4.499999999939849338e-01,4.499999999658282346e-01
1.060000000000000142e+01,4.499999999952363217e-01,4.499999999662410710e-01
1.070000000000000107e+01,4.499999999937558948e-01,4.499999999672980588e-01
1.080000000000000071e+01,4.499999999917643212e-01,4.499999999654141769e-01
1.090000000000000036e+01,4.499999999933240735e-01,4.499999999683442775e-01
1.100000000000000000e+01,4.499999999939393036e-01,4.499999999694039299e-01
1.110000000000000142e+01,4.499999999940591522e-01,4.499999999700795561e-01
1.120000000000000107e+01,4.499999999942466689e-01,4.499999999706485454e-01
1.130000000000000071e+01,4.499999999965311193e-01,4.499999999732165468e-01
1.140000000000000036e+01,4.499999999945074602e-01,4.499999999711387089e-01
1.150000000000000000e+01,4.499999999943164464e-01,4.499999999725320943e-01
1.160000000000000142e+01,4.499999999952145058e-01,4.499999999723334754e-01
1.170000000000000107e+01,4.499999999946545648e-01,4.499999999740447176e-01
1.180000000000000071e+01,4.499999999945669682e-01,4.499999999745759593e-01
1.190000000000000036e+01,4.499999999951142526e-01,4.499999999749064172e-01
1.200000000000000000e+01,4.499999999946006635e-01,4.499999999758106939e-01
1.210000000000000142e+01,4.499999999955180408e-01,4.499999999755885383e-01
1.220000000000000107e+01,4.499999999954847896e-01,4.499999999760533331e-01
1.230000000000000071e+01,4.499999999950228258e-01,4.499999999770329939e-01
1.240000000000000036e+01,4.499999999952645768e-01,4.499999999778507287e-01
1.250000000000000000e+01,4.499999999947104090e-01,4.499999999779000781e-01
1.260000000000000142e+01,4.499999999954776841e-01,4.499999999783454996e-01
1.270000000000000107e+01,4.499999999959080066e-01,4.499999999784691784e-01
1.280000000000000071e+01,4.499999999953727126e-01,4.499999999793473093e-01
1.290000000000000036e+01,4.499999999954333307e-01,4.499999999799711436e-01
1.300000000000000000e+01,4.499999999951269647e-01,4.499999999802720696e-01
1.310000000000000142e+01,4.499999999958755881e-01,4.499999999807493545e-01
1.320000000000000107e+01,4.499999999951535545e-01,4.499999999815150198e-01
1.330000000000000071e+01,4.499999999956242891e-01,4.499999999816898799e-01
1.340000000000000036e+01,4.499999999958635977e-01,4.499999999817345664e-01
1.350000000000000000e+01,4.499999999954549246e-01,4.499999999827635211e-01
1.360000000000000142e+01,4.499999999958040897e-01,4.499999999828792063e-01
1.370000000000000107e+01,4.499999999960769825e-01,4.499999999828470099e-01
1.380000000000000071e+01,4.499999999959987673e-01,4.499999999833538822e-01
1.390000000000000036e+01,4.499999999970797915e-01,4.499999999841539089e-01
1.400000000000000000e+01,4.499999999962129849e-01,4.499999999846003851e-01
1.410000000000000142e+01,4.499999999964566233e-01,4.499999999847052456e-01
1.420000000000000107e+01,4.499999999965618724e-01,4.499999999846783783e-01
1.430000000000000071e+01,4.499999999963787412e-01,4.499999999852832833e-01
1.440000000000000036e+01,4.499999999961596941e-01,4.499999999856870714e-01
1.450000000000000000e+01,4.499999999968570252e-01,4.499999999853230293e-01
1.460000000000000142e+01,4.499999999963145147e-01,4.499999999859049526e-01
1.470000000000000107e+01,4.499999999965757502e-01,4.499999999864478517e-01
1.480000000000000071e+01,4.499999999957364771e-01,4.499999999876725942e-01
1.490000000000000036e+01,4.499999999961251107e-01,4.499999999876243550e-01
1.500000000000000000e+01,4.499999999960220820e-01,4.499999999880481272e-01
1.510000000000000142e+01,4.500000000568230019e-01,4.500000000504167930e-01
1.520000000000000107e+01,4.499999999969661046e-01,4.499999999912830950e-01
1.530000000000000071e+01,4.499999999960102581e-01,4.499999999891722835e-01
1.540000000000000036e+01,4.499999999962769892e-01,4.499999999890947344e-01
1.550000000000000000e+01,4.499999999957417507e-01,4.499999999899166325e-01
1.560000000000000142e+01,4.499999999953245844e-01,4.499999999906267867e-01
1.570000000000000107e+01,4.499999999955360819e-01,4.499999999907049464e-01
1.580000000000000071e+01,4.499999999968960496e-01,4.499999999896316383e-01
1.590000000000000036e+01,4.499999999956256769e-01,4.499999999911830084e-01
1.600000000000000000e+01,4.499999999958507191e-01,4.499999999912261961e-01
1.610000000000000142e+01,4.499999999964425790e-01,4.499999999909072290e-01
1.619999999999999929e+01,4.499999999960647146e-01,4.499999999915401117e-01
1.630000000000000071e+01,4.499999999968853359e-01,4.499999999909731763e-01
1.640000000000000213e+01,4.499999999959795050e-01,4.499999999921285854e-01
1.650000000000000000e+01,4.499999999962400743e-01,4.499999999921064919e-01
1.660000000000000142e+01,4.499999999961199482e-01,4.499999999924728655e-01
1.669999999999999929e+01,4.499999999959806152e-01,4.499999999928461225e-01
1.680000000000000071e+01,4.499999999957675634e-01,4.499999999932899897e-01
1.690000000000000213e+01,4.499999999960282993e-01,4.499999999932628447e-01
1.700000000000000000e+01,4.499999999962637220e-01,4.499999999932456918e-01
1.710000000000000142e+01,4.499999999956110219e-01,4.499999999941072248e-01
1.719999999999999929e+01,4.500000002089237783e-01,4.499999999141560125e-01
1.730000000000000071e+01,4.499999964873573899e-01,4.499999960691066225e-01
1.740000000000000213e+01,4.500000001114572434e-01,4.499999996966376203e-01
1.750000000000000000e+01,4.500000000023247626e-01,4.499999999657186001e-01
1.760000000000000142e+01,4.500000000173731141e-01,4.499999999722288924e-01
1.769999999999999929e+01,4.500000000183602133e-01,4.499999999725322053e-01
1.780000000000000071e+01,4.500000000204760209e-01,4.499999999706301157e-01
1.790000000000000213e+01,4.500000000207189932e-01,4.499999999705689979e-01
1.800000000000000000e+01,4.500000000213624785e-01,4.499999999701049247e-01
1.810000000000000142e+01,4.500000000220652496e-01,4.499999999695717956e-01
1.819999999999999929e+01,4.500000000218456475e-01,4.499999999699718090e-01
1.830000000000000071e+01,4.500000000224649854e-01,4.499999999695135644e-01
1.840000000000000213e+01,4.500000000224300689e-01,4.499999999697204545e-01
1.850000000000000000e+01,4.500000000216352603e-01,4.499999999706755793e-01
1.860000000000000142e+01,4.500000000217525553e-01,4.499999999707307019e-01
1.869999999999999929e+01,4.500000000215902962e-01,4.499999999710275200e-01
1.880000000000000071e+01,4.500000000204663064e-01,4.499999999722986144e-01
1.890000000000000213e+01,4.500000000203120964e-01,4.499999999726055910e-01
1.900000000000000000e+01,4.500000000204892880e-01,4.499999999725686206e-01
1.910000000000000142e+01,4.500000000196221484e-01,4.499999999735798673e-01
1.920000000000000284e+01,4.500000000183571047e-01,4.499999999749832447e-01
1.930000000000000071e+01,4.500000000179235071e-01,4.499999999755476265e-01
1.940000000000000213e+01,4.500000000177581394e-01,4.499999999758346747e-01
1.950000000000000000e+01,4.500000000183163040e-01,4.499999999754057400e-01
1.960000000000000142e+01,4.500000000174583792e-01,4.499999999764206504e-01
1.970000000000000284e+01,4.500000000167658221e-01,4.499999999772297810e-01
1.980000000000000071e+01,4.500000000169967485e-01,4.499999999771306380e-01
1.990000000000000213e+01,4.500000000160518376e-01,4.499999999781856830e-01
2.000000000000000000e+01,4.500000000156494928e-01,4.499999999787152594e-01
2.010000000000000142e+01,4.500000000148959844e-01,4.499999999796002181e-01
2.020000000000000284e+01,4.500000000145718548e-01,4.499999999799959571e-01
2.030000000000000071e+01,4.500000000147101886e-01,4.499999999799825234e-01
2.040000000000000213e+01,4.500000000144500634e-01,4.499999999803467876e-01
2.050000000000000000e+01,4.500000000138333345e-01,4.499999999810839757e-01
2.060000000000000142e+01,4.500000000140486067e-01,4.499999999809587425e-01
2.070000000000000284e+01,4.500000000130482958e-01,4.499999999820752938e-01
2.080000000000000071e+01,4.500000000128634992e-01,4.499999999823422470e-01
2.090000000000000213e+01,4.500000000122306720e-01,4.499999999830802122e-01
2.100000000000000000e+01,4.500000000124597110e-01,4.499999999829383257e-01
2.110000000000000142e+01,4.500000000114987020e-01,4.499999999840089138e-01
2.120000000000000284e+01,4.500000000113549836e-01,4.499999999842484444e-01
2.130000000000000071e+01,4.500000000111852305e-01,4.499999999845042398e-01
2.140000000000000213e+01,4.500000000105425779e-01,4.499999999852226096e-01
2.150000000000000000e+01,4.500000000112282517e-01,4.499999999846227561e-01
2.160000000000000142e+01,4.500000000106642584e-01,4.499999999852891119e-01
2.170000000000000284e+01,4.500000000109187215e-01,4.499999999850958221e-01
2.180000000000000071e+01,4.500000000094709907e-01,4.499999999866420297e-01
2.190000000000000213e+01,4.500000000096776587e-01,4.499999999864944256e-01
2.200000000000000000e+01,4.500000000094344643e-01,4.499999999867994593e-01
2.210000000000000142e+01,4.500000000092611585e-01,4.499999999870835654e-01
2.220000000000000284e+01,4.500000000151413992e-01,4.499999999932783323e-01
2.230000000000000071e+01,4.500000000070776274e-01,4.499999999867029254e-01
2.240000000000000213e+01,4.500000000110606635e-01,4.499999999903607772e-01
2.250000000000000000e+01,4.500000000083005380e-01,4.499999999889215951e-01
2.260000000000000142e+01,4.500000000065421113e-01,4.499999999884987667e-01
2.270000000000000284e+01,4.500000000056038063e-01,4.499999999872225098e-01
2.280000000000000071e+01,4.500000000078434592e-01,4.499999999890834657e-01
2.290000000000000213e+01,4.500000000045545900e-01,4.499999999871192036e-01
2.300000000000000000e+01,4.500000000074250717e-01,4.499999999905203718e-01
2.310000000000000142e+01,4.500000000062373551e-01,4.499999999898887659e-01
2.320000000000000284e+01,4.500000000064144356e-01,4.499999999898081637e-01
2.330000000000000071e+01,4.500000000050374815e-01,4.499999999882215995e-01
2.340000000000000213e+01,4.500000000067677086e-01,4.499999999906078574e-01
2.350000000000000000e+01,4.500000000061007976e-01,4.499999999913166238e-01
2.360000000000000142e+01,4.500000000050324855e-01,4.499999999900559100e-01
2.370000000000000284e+01,4.500000000060171979e-01,4.499999999916354798e-01
2.380000000000000071e+01,4.500000000049514393e-01,4.499999999910583304e-01
2.390000000000000213e+01,4.500000000040983439e-01,4.499999999899479963e-01
2.400000000000000000e+01,4.500000000041201043e-01,4.499999999906603154e-01
2.410000000000000142e+01,4.500000000041659010e-01,4.499999999913086302e-01
2.420000000000000284e+01,4.500000000048937632e-01,4.499999999926035943e-01
2.430000000000000071e+01,4.500000000045169535e-01,4.499999999919629956e-01
2.440000000000000213e+01,4.500000000045650816e-01,4.499999999926050931e-01
2.450000000000000000e+01,4.500000000042410631e-01,4.499999999929079064e-01
2.460000000000000142e+01,4.500000000048795523e-01,4.499999999933455563e-01
2.470000000000000284e+01,4.500000000055929816e-01,4.499999999946966978e-01
2.480000000000000071e+01,4.500000000033966274e-01,4.499999999939742756e-01
2.490000000000000213e+01,4.500000000029965030e-01,4.499999999925528571e-01
2.500000000000000000e+01,4.500000000026906366e-01,4.499999999921170946e-01
2.510000000000000142e+01,4.500000000038693049e-01,4.499999999931535433e-01
2.520000000000000284e+01,4.500000000033858027e-01,4.499999999941578510e-01
2.530000000000000071e+01,4.500000000039380832e-01,4.499999999945851203e-01
2.540000000000000213e+01,4.500000000038392733e-01,4.499999999944065965e-01
2.550000000000000000e+01,4.500000000026084246e-01,4.499999999941863837e-01
2.560000000000000142e+01,4.500000000034193870e-01,4.499999999938957829e-01
2.570000000000000284e+01,4.500000008207044044e-01,4.500000005385145774e-01
2.580000000000000071e+01,4.500000094559989394e-01,4.500000084030485459e-01
2.590000000000000213e+01,4.500000645785574571e-01,4.500000530702298329e-01
2.600000000000000000e+01,4.500001495830500131e-01,4.500001299035998326e-01
2.610000000000000142e+01,4.500000030809833129e-01,4.500000026996461289e-01
2.620000000000000284e+01,4.499999990971693120e-01,4.499999986562032706e-01
2.630000000000000071e+01,4.499999990511571735e-01,4.499999985780521738e-01
2.640000000000000213e+01,4.499999990875276357e-01,4.499999985872880082e-01
2.650000000000000000e+01,4.499999991220580142e-01,4.499999986024301180e-01
2.660000000000000142e+01,4.499999991524368248e-01,4.499999986208268465e-01
2.670000000000000284e+01,4.499999991801822974e-01,4.499999986408067532e-01
2.680000000000000071e+01,4.499999992047613029e-01,4.499999986629527049e-01
2.690000000000000213e+01,4.499999992280038219e-01,4.499999986854150702e-01
2.700000000000000000e+01,4.499999992482731637e-01,4.499999987098790566e-01
2.710000000000000142e+01,4.499999992680018268e-01,4.499999987339162733e-01
2.720000000000000284e+01,4.499999992860541087e-01,4.499999987587303685e-01
2.730000000000000071e+01,4.499999992822779071e-01,4.499999988351016111e-01
2.740000000000000213e+01,4.499999997505288452e-01,4.499999989839673642e-01
2.750000000000000000e+01,4.499999995419098342e-01,4.499999990925263038e-01
2.760000000000000142e+01,4.499999984021922916e-01,4.499999982536846410e-01
2.770000000000000284e+01,4.500000017333399271e-01,4.499999985829058469e-01
2.780000000000000071e+01,4.500000055814131206e-01,4.500000008658281425e-01
2.790000000000000213e+01,4.500000085591222554e-01,4.500000029659146361e-01
2.800000000000000000e+01,4.500000017535339958e-01,4.500000000995431626e-01
2.810000000000000142e+01,4.500000012898105473e-01,4.500000003600617138e-01
2.820000000000000284e+01,4.500000012289799289e-01,4.500000003660799552e-01
2.830000000000000071e+01,4.500000012192272858e-01,4.500000003427271911e-01
2.840000000000000213e+01,4.500000012061782795e-01,4.500000003223558198e-01
2.850000000000000000e+01,4.500000011913274922e-01,4.500000003044137276e-01
2.860000000000000142e+01,4.500000011745267647e-01,4.500000002891433315e-01
2.870000000000000284e+01,4.500000011550627232e-01,4.500000002772323593e-01
2.880000000000000071e+01,4.500000011365434260e-01,4.500000002650351161e-01
2.890000000000000213e+01,4.500000011149201673e-01,4.500000002566137414e-01
2.900000000000000000e+01,4.500000010939674833e-01,4.500000002481456263e-01
2.910000000000000142e+01,4.500000010726261657e-01,4.500000002407218425e-01
2.920000000000000284e+01,4.500000010512078541e-01,4.500000002339895611e-01
2.930000000000000071e+01,4.500000010286397401e-01,4.500000002290070467e-01
2.940000000000000213e+01,4.500000010080798529e-01,4.500000002231541729e-01
2.950000000000000000e+01,4.500000009824073888e-01,4.500000002151672285e-01
2.960000000000000142e+01,4.500000009597317496e-01,4.500000002105089547e-01
2.970000000000000284e+01,4.500000009387892796e-01,4.500000002055552506e-01
2.980000000000000071e+01,4.500000009200991746e-01,4.500000002047150893e-01
2.990000000000000213e+01,4.500000008983044975e-01,4.500000001985897669e-01
3.000000000000000000e+01,4.500000008800640883e-01,4.500000001960364759e-01
3.010000000000000142e+01,4.500000008595779200e-01,4.500000001933868177e-01
3.020000000000000284e+01,4.500000008406586094e-01,4.500000001902099145e-01
3.030000000000000071e+01,4.500000008211472169e-01,4.500000001867614507e-01
3.040000000000000213e+01,4.500000008021120546e-01,4.500000001831604979e-01
3.050000000000000000e+01,4.500000007887842712e-01,4.500000001851905407e-01
3.060000000000000142e+01,4.500000007685943104e-01,4.500000001805660177e-01
3.070000000000000284e+01,4.500000007526773205e-01,4.500000001772823666e-01
3.080000000000000071e+01,4.500000007344309716e-01,4.500000001741216171e-01
3.090000000000000213e+01,4.500000007183481698e-01,4.500000001708057140e-01
3.100000000000000000e+01,4.500000007023470805e-01,4.500000001687309292e-01
3.110000000000000142e+01,4.500000006829931176e-01,4.500000001639025693e-01
3.120000000000000284e+01,4.500000006696472932e-01,4.500000001630855007e-01
3.130000000000000071e+01,4.500000006549843556e-01,4.500000001616005774e-01
3.140000000000000213e+01,4.500000006411599140e-01,4.500000001591306087e-01
3.150000000000000000e+01,4.500000006256669183e-01,4.500000001566456520e-01
3.160000000000000142e+01,4.500000006107967021e-01,4.500000001540314098e-01
3.170000000000000284e+01,4.500000005974178485e-01,4.500000001512078907e-01
3.180000000000000071e+01,4.500000005818197146e-01,4.500000001471277655e-01
3.190000000000000213e+01,4.500000005692209037e-01,4.500000001452484910e-01
3.200000000000000000e+01,4.500000005572458717e-01,4.500000001440311870e-01
3.210000000000000142e+01,4.500000005453554386e-01,4.500000001430058405e-01
3.220000000000000284e+01,4.500000005313600226e-01,4.500000001392004956e-01
3.230000000000000426e+01,4.500000005189082053e-01,4.500000001370983993e-01
3.239999999999999858e+01,4.500000005036804973e-01,4.500000001306749819e-01
3.250000000000000000e+01,4.500000004997244396e-01,4.500000001372594927e-01
3.260000000000000142e+01,4.500000004856022362e-01,4.500000001312661202e-01
3.270000000000000284e+01,4.500000004739702075e-01,4.500000001288435025e-01
3.280000000000000426e+01,4.500000004650332452e-01,4.500000001291811214e-01
3.289999999999999858e+01,4.500000004518110996e-01,4.500000001237125513e-01
3.300000000000000000e+01,4.500000004427897049e-01,4.500000001235086589e-01
3.310000000000000142e+01,4.500000004319146263e-01,4.500000001215007095e-01
3.320000000000000284e+01,4.500000004215549132e-01,4.500000001184533693e-01
3.330000000000000426e+01,4.500000004139422805e-01,4.500000001174988551e-01
3.339999999999999858e+01,4.500000004019732991e-01,4.500000001130752825e-01
3.350000000000000000e+01,4.500000003946976190e-01,4.500000001117999138e-01
3.360000000000000142e+01,4.500000003862657527e-01,4.500000001119649484e-01
3.370000000000000284e+01,4.500000003778130142e-01,4.500000001105945446e-01
3.380000000000000426e+01,4.500000003677668836e-01,4.500000001069219824e-01
3.389999999999999858e+01,4.500000003630301726e-01,4.500000001095437185e-01
3.400000000000000000e+01,4.500000003482589883e-01,4.500000001012965378e-01
3.410000000000000142e+01,4.500000003390371983e-01,4.500000000979674786e-01
3.420000000000000284e+01,4.500000003366754209e-01,4.500000001007051775e-01
3.430000000000000426e+01,4.500000003287533135e-01,4.500000001005001193e-01
3.439999999999999858e+01,4.500000003201019005e-01,4.500000000972416148e-01
3.450000000000000000e+01,4.500000003140461891e-01,4.500000000958851443e-01
3.460000000000000142e+01,4.500000003096842338e-01,4.500000000970039160e-01
3.470000000000000284e+01,4.500000002978894464e-01,4.500000000915734821e-01
3.480000000000000426e+01,4.500000002897487916e-01,4.500000000874611605e-01
3.489999999999999858e+01,4.500000002852546088e-01,4.500000000888321749e-01
3.500000000000000000e+01,4.500000002817000633e-01,4.500000000903686681e-01
3.510000000000000142e+01,4.500000002733438587e-01,4.500000000863012550e-01
3.520000000000000284e+01,4.500000002670572763e-01,4.500000000852679150e-01
3.530000000000000426e+01,4.500000002598175675e-01,4.500000000815994605e-01
3.539999999999999858e+01,4.500000002546786226e-01,4.500000000826894220e-01
3.550000000000000000e+01,4.500000002485769479e-01,4.500000000812485745e-01
3.560000000000000142e+01,4.500000002439597524e-01,4.500000000796731681e-01
3.570000000000000284e+01,4.500000002366192908e-01,4.500000000778706100e-01
3.580000000000000426e+01,4.500000002279415101e-01,4.500000000697902403e-01
3.589999999999999858e+01,4.500000002286163037e-01,4.500000000769913688e-01
3.600000000000000000e+01,4.500000002185630121e-01,4.500000000710294712e-01
3.610000000000000142e+01,4.500000002163765944e-01,4.500000000705068337e-01
3.620000000000000284e+01,4.500000002100350005e-01,4.500000000692568336e-01
3.630000000000000426e+01,4.500000002050074666e-01,4.500000000676971923e-01
3.639999999999999858e+01,4.500000002063005433e-01,4.500000000725991600e-01
3.650000000000000000e+01,4.500000001950529849e-01,4.500000000657256582e-01
3.660000000000000142e+01,4.500000001926161008e-01,4.500000000653716636e-01
3.670000000000000284e+01,4.500000001874475686e-01,4.500000000630958175e-01
3.680000000000000426e+01,4.500000001839609687e-01,4.500000000625467567e-01
3.689999999999999858e+01,4.500000001792879845e-01,4.500000000607877748e-01
3.700000000000000000e+01,4.500000001754961287e-01,4.500000000608270767e-01
3.710000000000000142e+01,4.500000001703238772e-01,4.500000000587546789e-01
3.720000000000000284e+01,4.500000001665853677e-01,4.500000000572533798e-01
3.730000000000000426e+01,4.500000001636394464e-01,4.500000000575892778e-01
3.739999999999999858e+01,4.500000001585633402e-01,4.500000000556930724e-01
3.750000000000000000e+01,4.500000001563460028e-01,4.500000000550645751e-01
3.760000000000000142e+01,4.500000001523950521e-01,4.500000000536160671e-01
3.770000000000000284e+01,4.500000001498500879e-01,4.500000000526898081e-01
3.780000000000000426e+01,4.500000001462055033e-01,4.500000000532670685e-01
3.789999999999999858e+01,4.500000001405034533e-01,4.500000000501152009e-01
3.800000000000000000e+01,4.500000001367988611e-01,4.500000000482539120e-01
3.810000000000000142e+01,4.500000001351915357e-01,4.500000000476445661e-01
3.820000000000000284e+01,4.500000001281623252e-01,4.500000000440675940e-01
3.830000000000000426e+01,4.500000001237867697e-01,4.500000000424803637e-01
3.840000000000000568e+01,4.500000001224344071e-01,4.500000000423446944e-01
3.850000000000000000e+01,4.500000001178328102e-01,4.500000000389658972e-01
3.860000000000000142e+01,4.500000001153630080e-01,4.500000000385094845e-01
