time,H_VV_out_alpha,H_VV_out_beta
477.0,-4.21760598820605e+19,-4.21760598820605e+19
478.0,-4.2264479294811144e+19,-4.2264479294811144e+19
479.0,-4.23528987075618e+19,-4.23528987075618e+19
480.0,-4.244131812031245e+19,-4.244131812031245e+19
481.0,-4.25297375330631e+19,-4.25297375330631e+19
482.0,-4.261815694581375e+19,-4.261815694581375e+19
483.0,-4.2706576358564405e+19,-4.2706576358564405e+19
484.0,-4.279499577131505e+19,-4.279499577131505e+19
485.0,-4.28834151840657e+19,-4.28834151840657e+19
486.0,-4.2971834596816355e+19,-4.2971834596816355e+19
487.0,-4.3060254009567e+19,-4.3060254009567e+19
488.0,-4.314867342231766e+19,-4.314867342231766e+19
489.0,-4.3237092835068305e+19,-4.3237092835068305e+19
490.0,-4.332551224781896e+19,-4.332551224781896e+19
491.0,-4.341393166056961e+19,-4.341393166056961e+19
492.0,-4.3502351073320255e+19,-4.3502351073320255e+19
493.0,-4.359077048607091e+19,-4.359077048607091e+19
494.0,-4.367918989882156e+19,-4.367918989882156e+19
495.0,-4.376760931157221e+19,-4.376760931157221e+19
496.0,-4.385602872432286e+19,-4.385602872432286e+19
497.0,-4.394444813707352e+19,-4.394444813707352e+19
498.0,-4.403286754982416e+19,-4.403286754982416e+19
499.0,-4.412128696257481e+19,-4.412128696257481e+19
500.0,-4.420970637532547e+19,-4.420970637532547e+19
501.0,-4.429812578807611e+19,-4.429812578807611e+19
502.0,-4.438654520082677e+19,-4.438654520082677e+19
503.0,-4.447496461357742e+19,-4.447496461357742e+19
504.0,-4.456338402632807e+19,-4.456338402632807e+19
505.0,-4.465180343907872e+19,-4.465180343907872e+19
506.0,-4.474022285182937e+19,-4.474022285182937e+19
507.0,-4.482864226458002e+19,-4.482864226458002e+19
508.0,-4.491706167733067e+19,-4.491706167733067e+19
509.0,-4.5005481090081325e+19,-4.5005481090081325e+19
510.0,-4.509390050283197e+19,-4.509390050283197e+19
511.0,-4.518231991558263e+19,-4.518231991558263e+19
512.0,-4.5270739328333275e+19,-4.5270739328333275e+19
513.0,-4.535915874108392e+19,-4.535915874108392e+19
514.0,-4.544757815383458e+19,-4.544757815383458e+19
515.0,-4.5535997566585225e+19,-4.5535997566585225e+19
516.0,-4.562441697933588e+19,-4.562441697933588e+19
517.0,-4.571283639208653e+19,-4.571283639208653e+19
518.0,-4.580125580483718e+19,-4.580125580483718e+19
519.0,-4.588967521758783e+19,-4.588967521758783e+19
520.0,-4.597809463033848e+19,-4.597809463033848e+19
521.0,-4.606651404308913e+19,-4.606651404308913e+19
522.0,-4.615493345583978e+19,-4.615493345583978e+19
523.0,-4.624335286859044e+19,-4.624335286859044e+19
524.0,-4.633177228134108e+19,-4.633177228134108e+19
525.0,-4.642019169409174e+19,-4.642019169409174e+19
526.0,-4.650861110684239e+19,-4.650861110684239e+19
527.0,-4.659703051959303e+19,-4.659703051959303e+19
528.0,-4.668544993234369e+19,-4.668544993234369e+19
529.0,-4.677386934509434e+19,-4.677386934509434e+19
530.0,-4.686228875784499e+19,-4.686228875784499e+19
531.0,-4.695070817059564e+19,-4.695070817059564e+19
532.0,-4.7039127583346295e+19,-4.7039127583346295e+19
533.0,-4.712754699609694e+19,-4.712754699609694e+19
534.0,-4.721596640884759e+19,-4.721596640884759e+19
535.0,-4.7304385821598245e+19,-4.7304385821598245e+19
536.0,-4.739280523434889e+19,-4.739280523434889e+19
537.0,-4.748122464709955e+19,-4.748122464709955e+19
538.0,-4.7569644059850195e+19,-4.7569644059850195e+19
539.0,-4.765806347260085e+19,-4.765806347260085e+19
540.0,-4.77464828853515e+19,-4.77464828853515e+19
541.0,-4.7834902298102145e+19,-4.7834902298102145e+19
542.0,-4.79233217108528e+19,-4.79233217108528e+19
543.0,-4.801174112360345e+19,-4.801174112360345e+19
544.0,-4.81001605363541e+19,-4.81001605363541e+19
545.0,-4.818857994910475e+19,-4.818857994910475e+19
546.0,-4.827699936185541e+19,-4.827699936185541e+19
547.0,-4.836541877460605e+19,-4.836541877460605e+19
548.0,-4.84538381873567e+19,-4.84538381873567e+19
549.0,-4.854225760010736e+19,-4.854225760010736e+19
550.0,-4.8630677012858e+19,-4.8630677012858e+19
551.0,-4.871909642560866e+19,-4.871909642560866e+19
552.0,-4.880751583835931e+19,-4.880751583835931e+19
553.0,-4.889593525110996e+19,-4.889593525110996e+19
554.0,-4.898435466386061e+19,-4.898435466386061e+19
555.0,-4.907277407661126e+19,-4.907277407661126e+19
556.0,-4.916119348936191e+19,-4.916119348936191e+19
557.0,-4.924961290211256e+19,-4.924961290211256e+19
558.0,-4.9338032314863215e+19,-4.9338032314863215e+19
559.0,-4.942645172761386e+19,-4.942645172761386e+19
560.0,-4.951487114036452e+19,-4.951487114036452e+19
561.0,-4.9603290553115165e+19,-4.9603290553115165e+19
562.0,-4.969170996586581e+19,-4.969170996586581e+19
563.0,-4.978012937861647e+19,-4.978012937861647e+19
564.0,-4.9868548791367115e+19,-4.9868548791367115e+19
565.0,-4.995696820411777e+19,-4.995696820411777e+19
566.0,-5.004538761686842e+19,-5.004538761686842e+19
567.0,-5.013380702961907e+19,-5.013380702961907e+19
568.0,-5.022222644236972e+19,-5.022222644236972e+19
569.0,-5.031064585512037e+19,-5.031064585512037e+19
570.0,-5.039906526787102e+19,-5.039906526787102e+19
571.0,-5.048748468062167e+19,-5.048748468062167e+19
572.0,-5.0575904093372326e+19,-5.0575904093372326e+19
573.0,-5.066432350612297e+19,-5.066432350612297e+19
574.0,-5.075274291887363e+19,-5.075274291887363e+19
575.0,-5.084116233162428e+19,-5.084116233162428e+19
576.0,-5.092958174437492e+19,-5.092958174437492e+19
577.0,-5.101800115712558e+19,-5.101800115712558e+19
578.0,-5.110642056987623e+19,-5.110642056987623e+19
579.0,-5.119483998262688e+19,-5.119483998262688e+19
580.0,-5.128325939537753e+19,-5.128325939537753e+19
581.0,-5.1371678808128184e+19,-5.1371678808128184e+19
582.0,-5.146009822087883e+19,-5.146009822087883e+19
583.0,-5.154851763362948e+19,-5.154851763362948e+19
584.0,-5.1636937046380134e+19,-5.1636937046380134e+19
585.0,-5.172535645913078e+19,-5.172535645913078e+19
586.0,-5.181377587188144e+19,-5.181377587188144e+19
587.0,-5.1902195284632084e+19,-5.1902195284632084e+19
588.0,-5.199061469738274e+19,-5.199061469738274e+19
589.0,-5.207903411013339e+19,-5.207903411013339e+19
590.0,-5.2167453522884035e+19,-5.2167453522884035e+19
591.0,-5.225587293563469e+19,-5.225587293563469e+19
592.0,-5.234429234838534e+19,-5.234429234838534e+19
593.0,-5.243271176113599e+19,-5.243271176113599e+19
594.0,-5.252113117388664e+19,-5.252113117388664e+19
595.0,-5.2609550586637296e+19,-5.2609550586637296e+19
596.0,-5.269796999938794e+19,-5.269796999938794e+19
597.0,-5.278638941213859e+19,-5.278638941213859e+19
598.0,-5.2874808824889246e+19,-5.2874808824889246e+19
599.0,-5.296322823763989e+19,-5.296322823763989e+19
600.0,-5.305164765039055e+19,-5.305164765039055e+19
601.0,-5.3140067063141196e+19,-5.3140067063141196e+19
602.0,-5.322848647589185e+19,-5.322848647589185e+19
603.0,-5.33169058886425e+19,-5.33169058886425e+19
604.0,-5.3405325301393146e+19,-5.3405325301393146e+19
605.0,-5.34937447141438e+19,-5.34937447141438e+19
606.0,-5.358216412689445e+19,-5.358216412689445e+19
607.0,-5.3670583539645104e+19,-5.3670583539645104e+19
608.0,-5.375900295239575e+19,-5.375900295239575e+19
609.0,-5.384742236514641e+19,-5.384742236514641e+19
610.0,-5.3935841777897054e+19,-5.3935841777897054e+19
611.0,-5.40242611906477e+19,-5.40242611906477e+19
612.0,-5.411268060339836e+19,-5.411268060339836e+19
613.0,-5.4201100016149004e+19,-5.4201100016149004e+19
614.0,-5.428951942889966e+19,-5.428951942889966e+19
615.0,-5.437793884165031e+19,-5.437793884165031e+19
616.0,-5.446635825440096e+19,-5.446635825440096e+19
617.0,-5.455477766715161e+19,-5.455477766715161e+19
618.0,-5.464319707990226e+19,-5.464319707990226e+19
619.0,-5.473161649265291e+19,-5.473161649265291e+19
620.0,-5.482003590540356e+19,-5.482003590540356e+19
621.0,-5.4908455318154215e+19,-5.4908455318154215e+19
622.0,-5.499687473090486e+19,-5.499687473090486e+19
623.0,-5.508529414365552e+19,-5.508529414365552e+19
624.0,-5.5173713556406166e+19,-5.5173713556406166e+19
625.0,-5.526213296915681e+19,-5.526213296915681e+19
626.0,-5.535055238190747e+19,-5.535055238190747e+19
627.0,-5.5438971794658116e+19,-5.5438971794658116e+19
628.0,-5.552739120740877e+19,-5.552739120740877e+19
629.0,-5.561581062015942e+19,-5.561581062015942e+19
630.0,-5.570423003291007e+19,-5.570423003291007e+19
631.0,-5.579264944566072e+19,-5.579264944566072e+19
632.0,-5.588106885841137e+19,-5.588106885841137e+19
633.0,-5.596948827116202e+19,-5.596948827116202e+19
634.0,-5.605790768391267e+19,-5.605790768391267e+19
635.0,-5.614632709666333e+19,-5.614632709666333e+19
636.0,-5.623474650941397e+19,-5.623474650941397e+19
637.0,-5.632316592216463e+19,-5.632316592216463e+19
638.0,-5.641158533491528e+19,-5.641158533491528e+19
639.0,-5.6500004747665924e+19,-5.6500004747665924e+19
640.0,-5.658842416041658e+19,-5.658842416041658e+19
641.0,-5.667684357316723e+19,-5.667684357316723e+19
642.0,-5.676526298591788e+19,-5.676526298591788e+19
643.0,-5.685368239866853e+19,-5.685368239866853e+19
644.0,-5.6942101811419185e+19,-5.6942101811419185e+19
645.0,-5.703052122416983e+19,-5.703052122416983e+19
646.0,-5.711894063692048e+19,-5.711894063692048e+19
647.0,-5.7207360049671135e+19,-5.7207360049671135e+19
648.0,-5.729577946242178e+19,-5.729577946242178e+19
649.0,-5.738419887517244e+19,-5.738419887517244e+19
650.0,-5.7472618287923085e+19,-5.7472618287923085e+19
651.0,-5.756103770067374e+19,-5.756103770067374e+19
652.0,-5.764945711342439e+19,-5.764945711342439e+19
653.0,-5.7737876526175035e+19,-5.7737876526175035e+19
654.0,-5.782629593892569e+19,-5.782629593892569e+19
655.0,-5.791471535167634e+19,-5.791471535167634e+19
656.0,-5.800313476442699e+19,-5.800313476442699e+19
657.0,-5.809155417717764e+19,-5.809155417717764e+19
658.0,-5.81799735899283e+19,-5.81799735899283e+19
659.0,-5.826839300267894e+19,-5.826839300267894e+19
660.0,-5.835681241542959e+19,-5.835681241542959e+19
661.0,-5.844523182818025e+19,-5.844523182818025e+19
662.0,-5.853365124093089e+19,-5.853365124093089e+19
663.0,-5.862207065368155e+19,-5.862207065368155e+19
664.0,-5.87104900664322e+19,-5.87104900664322e+19
665.0,-5.879890947918285e+19,-5.879890947918285e+19
666.0,-5.88873288919335e+19,-5.88873288919335e+19
667.0,-5.897574830468415e+19,-5.897574830468415e+19
668.0,-5.90641677174348e+19,-5.90641677174348e+19
669.0,-5.915258713018545e+19,-5.915258713018545e+19
670.0,-5.9241006542936105e+19,-5.9241006542936105e+19
671.0,-5.932942595568675e+19,-5.932942595568675e+19
672.0,-5.941784536843741e+19,-5.941784536843741e+19
673.0,-5.9506264781188055e+19,-5.9506264781188055e+19
674.0,-5.95946841939387e+19,-5.95946841939387e+19
675.0,-5.968310360668936e+19,-5.968310360668936e+19
676.0,-5.9771523019440005e+19,-5.9771523019440005e+19
677.0,-5.985994243219066e+19,-5.985994243219066e+19
678.0,-5.994836184494131e+19,-5.994836184494131e+19
679.0,-6.003678125769196e+19,-6.003678125769196e+19
680.0,-6.012520067044261e+19,-6.012520067044261e+19
681.0,-6.021362008319326e+19,-6.021362008319326e+19
682.0,-6.030203949594391e+19,-6.030203949594391e+19
683.0,-6.039045890869456e+19,-6.039045890869456e+19
684.0,-6.047887832144522e+19,-6.047887832144522e+19
685.0,-6.056729773419586e+19,-6.056729773419586e+19
686.0,-6.065571714694652e+19,-6.065571714694652e+19
687.0,-6.074413655969717e+19,-6.074413655969717e+19
688.0,-6.083255597244781e+19,-6.083255597244781e+19
689.0,-6.092097538519847e+19,-6.092097538519847e+19
690.0,-6.100939479794912e+19,-6.100939479794912e+19
691.0,-6.109781421069977e+19,-6.109781421069977e+19
692.0,-6.118623362345042e+19,-6.118623362345042e+19
693.0,-6.1274653036201075e+19,-6.1274653036201075e+19
694.0,-6.136307244895172e+19,-6.136307244895172e+19
695.0,-6.145149186170237e+19,-6.145149186170237e+19
696.0,-6.1539911274453025e+19,-6.1539911274453025e+19
697.0,-6.162833068720367e+19,-6.162833068720367e+19
698.0,-6.171675009995433e+19,-6.171675009995433e+19
699.0,-6.1805169512704975e+19,-6.1805169512704975e+19
700.0,-6.189358892545562e+19,-6.189358892545562e+19
701.0,-6.198200833820628e+19,-6.198200833820628e+19
702.0,-6.2070427750956925e+19,-6.2070427750956925e+19
703.0,-6.215884716370758e+19,-6.215884716370758e+19
704.0,-6.224726657645823e+19,-6.224726657645823e+19
705.0,-6.233568598920888e+19,-6.233568598920888e+19
706.0,-6.242410540195953e+19,-6.242410540195953e+19
707.0,-6.251252481471018e+19,-6.251252481471018e+19
708.0,-6.260094422746083e+19,-6.260094422746083e+19
709.0,-6.268936364021148e+19,-6.268936364021148e+19
710.0,-6.277778305296214e+19,-6.277778305296214e+19
711.0,-6.286620246571278e+19,-6.286620246571278e+19
712.0,-6.295462187846344e+19,-6.295462187846344e+19
713.0,-6.304304129121409e+19,-6.304304129121409e+19
714.0,-6.313146070396473e+19,-6.313146070396473e+19
715.0,-6.321988011671539e+19,-6.321988011671539e+19
716.0,-6.330829952946604e+19,-6.330829952946604e+19
717.0,-6.339671894221669e+19,-6.339671894221669e+19
718.0,-6.348513835496734e+19,-6.348513835496734e+19
719.0,-6.3573557767717994e+19,-6.3573557767717994e+19
720.0,-6.366197718046864e+19,-6.366197718046864e+19
721.0,-6.375039659321929e+19,-6.375039659321929e+19
722.0,-6.3838816005969945e+19,-6.3838816005969945e+19
723.0,-6.392723541872059e+19,-6.392723541872059e+19
724.0,-6.401565483147125e+19,-6.401565483147125e+19
725.0,-6.4104074244221895e+19,-6.4104074244221895e+19
726.0,-6.419249365697255e+19,-6.419249365697255e+19
727.0,-6.42809130697232e+19,-6.42809130697232e+19
728.0,-6.4369332482473845e+19,-6.4369332482473845e+19
729.0,-6.44577518952245e+19,-6.44577518952245e+19
730.0,-6.454617130797515e+19,-6.454617130797515e+19
731.0,-6.46345907207258e+19,-6.46345907207258e+19
732.0,-6.472301013347645e+19,-6.472301013347645e+19
733.0,-6.4811429546227106e+19,-6.4811429546227106e+19
734.0,-6.489984895897775e+19,-6.489984895897775e+19
735.0,-6.49882683717284e+19,-6.49882683717284e+19
736.0,-6.5076687784479056e+19,-6.5076687784479056e+19
737.0,-6.51651071972297e+19,-6.51651071972297e+19
738.0,-6.525352660998036e+19,-6.525352660998036e+19
739.0,-6.534194602273101e+19,-6.534194602273101e+19
740.0,-6.543036543548166e+19,-6.543036543548166e+19
741.0,-6.551878484823231e+19,-6.551878484823231e+19
742.0,-6.560720426098296e+19,-6.560720426098296e+19
743.0,-6.569562367373361e+19,-6.569562367373361e+19
744.0,-6.578404308648426e+19,-6.578404308648426e+19
745.0,-6.5872462499234914e+19,-6.5872462499234914e+19
746.0,-6.596088191198556e+19,-6.596088191198556e+19
747.0,-6.604930132473622e+19,-6.604930132473622e+19
748.0,-6.6137720737486864e+19,-6.6137720737486864e+19
749.0,-6.622614015023751e+19,-6.622614015023751e+19
750.0,-6.631455956298817e+19,-6.631455956298817e+19
751.0,-6.6402978975738814e+19,-6.6402978975738814e+19
752.0,-6.649139838848947e+19,-6.649139838848947e+19
753.0,-6.657981780124012e+19,-6.657981780124012e+19
754.0,-6.666823721399077e+19,-6.666823721399077e+19
755.0,-6.675665662674142e+19,-6.675665662674142e+19
756.0,-6.684507603949207e+19,-6.684507603949207e+19
757.0,-6.693349545224272e+19,-6.693349545224272e+19
758.0,-6.702191486499337e+19,-6.702191486499337e+19
759.0,-6.7110334277744026e+19,-6.7110334277744026e+19
760.0,-6.719875369049467e+19,-6.719875369049467e+19
761.0,-6.728717310324533e+19,-6.728717310324533e+19
762.0,-6.7375592515995976e+19,-6.7375592515995976e+19
763.0,-6.746401192874662e+19,-6.746401192874662e+19
764.0,-6.755243134149728e+19,-6.755243134149728e+19
765.0,-6.7640850754247926e+19,-6.7640850754247926e+19
766.0,-6.772927016699858e+19,-6.772927016699858e+19
767.0,-6.781768957974923e+19,-6.781768957974923e+19
768.0,-6.790610899249988e+19,-6.790610899249988e+19
769.0,-6.799452840525053e+19,-6.799452840525053e+19
770.0,-6.808294781800118e+19,-6.808294781800118e+19
771.0,-6.8171367230751834e+19,-6.8171367230751834e+19
772.0,-6.825978664350248e+19,-6.825978664350248e+19
773.0,-6.834820605625314e+19,-6.834820605625314e+19
774.0,-6.8436625469003784e+19,-6.8436625469003784e+19
775.0,-6.852504488175444e+19,-6.852504488175444e+19
776.0,-6.861346429450509e+19,-6.861346429450509e+19
777.0,-6.8701883707255734e+19,-6.8701883707255734e+19
778.0,-6.879030312000639e+19,-6.879030312000639e+19
779.0,-6.887872253275704e+19,-6.887872253275704e+19
780.0,-6.896714194550769e+19,-6.896714194550769e+19
781.0,-6.905556135825834e+19,-6.905556135825834e+19
782.0,-6.9143980771008995e+19,-6.9143980771008995e+19
783.0,-6.923240018375964e+19,-6.923240018375964e+19
784.0,-6.932081959651029e+19,-6.932081959651029e+19
785.0,-6.9409239009260945e+19,-6.9409239009260945e+19
786.0,-6.949765842201159e+19,-6.949765842201159e+19
787.0,-6.958607783476225e+19,-6.958607783476225e+19
788.0,-6.9674497247512895e+19,-6.9674497247512895e+19
789.0,-6.976291666026355e+19,-6.976291666026355e+19
790.0,-6.98513360730142e+19,-6.98513360730142e+19
791.0,-6.9939755485764846e+19,-6.9939755485764846e+19
792.0,-7.00281748985155e+19,-7.00281748985155e+19
793.0,-7.011659431126615e+19,-7.011659431126615e+19
794.0,-7.02050137240168e+19,-7.02050137240168e+19
795.0,-7.029343313676745e+19,-7.029343313676745e+19
796.0,-7.038185254951811e+19,-7.038185254951811e+19
797.0,-7.047027196226875e+19,-7.047027196226875e+19
798.0,-7.05586913750194e+19,-7.05586913750194e+19
799.0,-7.064711078777006e+19,-7.064711078777006e+19
800.0,-7.07355302005207e+19,-7.07355302005207e+19
801.0,-7.082394961327136e+19,-7.082394961327136e+19
802.0,-7.091236902602201e+19,-7.091236902602201e+19
803.0,-7.100078843877266e+19,-7.100078843877266e+19
804.0,-7.108920785152331e+19,-7.108920785152331e+19
805.0,-7.117762726427396e+19,-7.117762726427396e+19
806.0,-7.126604667702461e+19,-7.126604667702461e+19
807.0,-7.135446608977526e+19,-7.135446608977526e+19
808.0,-7.1442885502525915e+19,-7.1442885502525915e+19
809.0,-7.153130491527656e+19,-7.153130491527656e+19
810.0,-7.161972432802722e+19,-7.161972432802722e+19
811.0,-7.1708143740777865e+19,-7.1708143740777865e+19
812.0,-7.179656315352851e+19,-7.179656315352851e+19
813.0,-7.188498256627917e+19,-7.188498256627917e+19
814.0,-7.1973401979029815e+19,-7.1973401979029815e+19
815.0,-7.206182139178047e+19,-7.206182139178047e+19
816.0,-7.215024080453112e+19,-7.215024080453112e+19
817.0,-7.223866021728177e+19,-7.223866021728177e+19
818.0,-7.232707963003242e+19,-7.232707963003242e+19
819.0,-7.241549904278307e+19,-7.241549904278307e+19
820.0,-7.250391845553372e+19,-7.250391845553372e+19
821.0,-7.259233786828437e+19,-7.259233786828437e+19
822.0,-7.268075728103503e+19,-7.268075728103503e+19
823.0,-7.276917669378567e+19,-7.276917669378567e+19
824.0,-7.285759610653633e+19,-7.285759610653633e+19
825.0,-7.294601551928698e+19,-7.294601551928698e+19
826.0,-7.303443493203762e+19,-7.303443493203762e+19
827.0,-7.312285434478828e+19,-7.312285434478828e+19
828.0,-7.321127375753893e+19,-7.321127375753893e+19
829.0,-7.329969317028958e+19,-7.329969317028958e+19
830.0,-7.338811258304023e+19,-7.338811258304023e+19
831.0,-7.3476531995790885e+19,-7.3476531995790885e+19
832.0,-7.356495140854153e+19,-7.356495140854153e+19
833.0,-7.365337082129218e+19,-7.365337082129218e+19
834.0,-7.3741790234042835e+19,-7.3741790234042835e+19
835.0,-7.383020964679349e+19,-7.383020964679349e+19
836.0,-7.391862905954414e+19,-7.391862905954414e+19
837.0,-7.400704847229479e+19,-7.400704847229479e+19
838.0,-7.409546788504543e+19,-7.409546788504543e+19
839.0,-7.418388729779608e+19,-7.418388729779608e+19
840.0,-7.427230671054674e+19,-7.427230671054674e+19
841.0,-7.436072612329739e+19,-7.436072612329739e+19
842.0,-7.444914553604804e+19,-7.444914553604804e+19
843.0,-7.453756494879869e+19,-7.453756494879869e+19
844.0,-7.462598436154935e+19,-7.462598436154935e+19
845.0,-7.47144037743e+19,-7.47144037743e+19
846.0,-7.480282318705064e+19,-7.480282318705064e+19
847.0,-7.489124259980129e+19,-7.489124259980129e+19
848.0,-7.497966201255194e+19,-7.497966201255194e+19
849.0,-7.50680814253026e+19,-7.50680814253026e+19
850.0,-7.515650083805325e+19,-7.515650083805325e+19
851.0,-7.52449202508039e+19,-7.52449202508039e+19
852.0,-7.533333966355454e+19,-7.533333966355454e+19
853.0,-7.542175907630519e+19,-7.542175907630519e+19
854.0,-7.551017848905585e+19,-7.551017848905585e+19
855.0,-7.55985979018065e+19,-7.55985979018065e+19
856.0,-7.568701731455715e+19,-7.568701731455715e+19
857.0,-7.57754367273078e+19,-7.57754367273078e+19
858.0,-7.586385614005846e+19,-7.586385614005846e+19
859.0,-7.59522755528091e+19,-7.59522755528091e+19
860.0,-7.604069496555975e+19,-7.604069496555975e+19
861.0,-7.61291143783104e+19,-7.61291143783104e+19
862.0,-7.621753379106105e+19,-7.621753379106105e+19
863.0,-7.630595320381171e+19,-7.630595320381171e+19
864.0,-7.639437261656236e+19,-7.639437261656236e+19
865.0,-7.6482792029313e+19,-7.6482792029313e+19
866.0,-7.657121144206365e+19,-7.657121144206365e+19
867.0,-7.66596308548143e+19,-7.66596308548143e+19
868.0,-7.674805026756497e+19,-7.674805026756497e+19
869.0,-7.683646968031561e+19,-7.683646968031561e+19
870.0,-7.692488909306626e+19,-7.692488909306626e+19
871.0,-7.70133085058169e+19,-7.70133085058169e+19
872.0,-7.710172791856757e+19,-7.710172791856757e+19
873.0,-7.719014733131822e+19,-7.719014733131822e+19
874.0,-7.727856674406887e+19,-7.727856674406887e+19
875.0,-7.736698615681951e+19,-7.736698615681951e+19
876.0,-7.745540556957016e+19,-7.745540556957016e+19
877.0,-7.754382498232082e+19,-7.754382498232082e+19
878.0,-7.763224439507147e+19,-7.763224439507147e+19
879.0,-7.772066380782212e+19,-7.772066380782212e+19
880.0,-7.780908322057277e+19,-7.780908322057277e+19
881.0,-7.789750263332341e+19,-7.789750263332341e+19
882.0,-7.798592204607408e+19,-7.798592204607408e+19
883.0,-7.807434145882472e+19,-7.807434145882472e+19
884.0,-7.816276087157537e+19,-7.816276087157537e+19
885.0,-7.825118028432602e+19,-7.825118028432602e+19
886.0,-7.833959969707668e+19,-7.833959969707668e+19
887.0,-7.842801910982733e+19,-7.842801910982733e+19
888.0,-7.851643852257798e+19,-7.851643852257798e+19
889.0,-7.860485793532862e+19,-7.860485793532862e+19
890.0,-7.869327734807927e+19,-7.869327734807927e+19
891.0,-7.878169676082994e+19,-7.878169676082994e+19
892.0,-7.887011617358058e+19,-7.887011617358058e+19
893.0,-7.895853558633123e+19,-7.895853558633123e+19
894.0,-7.904695499908188e+19,-7.904695499908188e+19
895.0,-7.913537441183252e+19,-7.913537441183252e+19
896.0,-7.922379382458319e+19,-7.922379382458319e+19
897.0,-7.931221323733384e+19,-7.931221323733384e+19
898.0,-7.940063265008448e+19,-7.940063265008448e+19
899.0,-7.948905206283513e+19,-7.948905206283513e+19
900.0,-7.95774714755858e+19,-7.95774714755858e+19
901.0,-7.966589088833644e+19,-7.966589088833644e+19
902.0,-7.975431030108709e+19,-7.975431030108709e+19
903.0,-7.984272971383774e+19,-7.984272971383774e+19
904.0,-7.993114912658838e+19,-7.993114912658838e+19
905.0,-8.001956853933905e+19,-8.001956853933905e+19
906.0,-8.01079879520897e+19,-8.01079879520897e+19
907.0,-8.019640736484034e+19,-8.019640736484034e+19
908.0,-8.028482677759099e+19,-8.028482677759099e+19
909.0,-8.037324619034164e+19,-8.037324619034164e+19
910.0,-8.04616656030923e+19,-8.04616656030923e+19
911.0,-8.055008501584295e+19,-8.055008501584295e+19
912.0,-8.06385044285936e+19,-8.06385044285936e+19
913.0,-8.072692384134424e+19,-8.072692384134424e+19
914.0,-8.08153432540949e+19,-8.08153432540949e+19
915.0,-8.090376266684555e+19,-8.090376266684555e+19
916.0,-8.09921820795962e+19,-8.09921820795962e+19
917.0,-8.108060149234685e+19,-8.108060149234685e+19
918.0,-8.11690209050975e+19,-8.11690209050975e+19
919.0,-8.125744031784816e+19,-8.125744031784816e+19
920.0,-8.13458597305988e+19,-8.13458597305988e+19
921.0,-8.143427914334945e+19,-8.143427914334945e+19
922.0,-8.15226985561001e+19,-8.15226985561001e+19
923.0,-8.161111796885075e+19,-8.161111796885075e+19
924.0,-8.169953738160141e+19,-8.169953738160141e+19
925.0,-8.178795679435206e+19,-8.178795679435206e+19
926.0,-8.18763762071027e+19,-8.18763762071027e+19
927.0,-8.196479561985335e+19,-8.196479561985335e+19
928.0,-8.205321503260402e+19,-8.205321503260402e+19
929.0,-8.214163444535466e+19,-8.214163444535466e+19
930.0,-8.223005385810531e+19,-8.223005385810531e+19
931.0,-8.231847327085596e+19,-8.231847327085596e+19
932.0,-8.24068926836066e+19,-8.24068926836066e+19
933.0,-8.249531209635727e+19,-8.249531209635727e+19
934.0,-8.258373150910792e+19,-8.258373150910792e+19
935.0,-8.267215092185856e+19,-8.267215092185856e+19
936.0,-8.276057033460921e+19,-8.276057033460921e+19
937.0,-8.284898974735986e+19,-8.284898974735986e+19
938.0,-8.293740916011052e+19,-8.293740916011052e+19
939.0,-8.302582857286117e+19,-8.302582857286117e+19
940.0,-8.311424798561182e+19,-8.311424798561182e+19
941.0,-8.320266739836246e+19,-8.320266739836246e+19
942.0,-8.329108681111313e+19,-8.329108681111313e+19
943.0,-8.337950622386378e+19,-8.337950622386378e+19
944.0,-8.346792563661442e+19,-8.346792563661442e+19
945.0,-8.355634504936507e+19,-8.355634504936507e+19
946.0,-8.364476446211572e+19,-8.364476446211572e+19
947.0,-8.373318387486638e+19,-8.373318387486638e+19
948.0,-8.382160328761703e+19,-8.382160328761703e+19
949.0,-8.391002270036768e+19,-8.391002270036768e+19
950.0,-8.399844211311832e+19,-8.399844211311832e+19
951.0,-8.408686152586897e+19,-8.408686152586897e+19
952.0,-8.417528093861963e+19,-8.417528093861963e+19
953.0,-8.426370035137028e+19,-8.426370035137028e+19
954.0,-8.435211976412093e+19,-8.435211976412093e+19
955.0,-8.444053917687158e+19,-8.444053917687158e+19
956.0,-8.452895858962224e+19,-8.452895858962224e+19
957.0,-8.461737800237289e+19,-8.461737800237289e+19
958.0,-8.470579741512353e+19,-8.470579741512353e+19
959.0,-8.479421682787418e+19,-8.479421682787418e+19
960.0,-8.488263624062483e+19,-8.488263624062483e+19
961.0,-8.49710556533755e+19,-8.49710556533755e+19
962.0,-8.505947506612614e+19,-8.505947506612614e+19
963.0,-8.514789447887679e+19,-8.514789447887679e+19
964.0,-8.523631389162743e+19,-8.523631389162743e+19
965.0,-8.532473330437808e+19,-8.532473330437808e+19
966.0,-8.541315271712874e+19,-8.541315271712874e+19
967.0,-8.55015721298794e+19,-8.55015721298794e+19
968.0,-8.558999154263004e+19,-8.558999154263004e+19
969.0,-8.567841095538069e+19,-8.567841095538069e+19
970.0,-8.576683036813135e+19,-8.576683036813135e+19
