time,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc2__H_VV_out_alpha,VV_junc2__H_VV_out_beta,VV_junc3__H_VV_out_alpha,VV_junc3__H_VV_out_beta,VV_junc4__H_VV_out_alpha,VV_junc4__H_VV_out_beta,VV_junc5__H_VV_out_alpha,VV_junc5__H_VV_out_beta,VV_junc6__H_VV_out_alpha,VV_junc6__H_VV_out_beta,VV_junc7__H_VV_out_alpha,VV_junc7__H_VV_out_beta,inlet__u_mmHg,V1__u_mmHg,V2__u_mmHg,V3__u_mmHg,V4__u_mmHg,V5__u_mmHg,V6__u_mmHg,V7__u_mmHg,V8__u_mmHg,V9__u_mmHg,V10__u_mmHg,V11__u_mmHg,V12__u_mmHg,V13__u_mmHg,V14__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__v_mm3_s,PV2__v_mm3_s,PV3__v_mm3_s,PV4__v_mm3_s,PV5__v_mm3_s,PV6__v_mm3_s,V1__v_mm3_s,V2__v_mm3_s,V3__v_mm3_s,V4__v_mm3_s,V5__v_mm3_s,V6__v_mm3_s,V7__v_mm3_s,V8__v_mm3_s,V9__v_mm3_s,V10__v_mm3_s,V11__v_mm3_s,V12__v_mm3_s,V13__v_mm3_s,V14__v_mm3_s,PV7__R_constriction
10.0,0.44999999777550453,0.449999997245175,0.4499966497606853,0.44999664732278616,0.4499966491747029,0.4499966486218227,0.45000016642149804,0.45000016623014,0.4500001740140138,0.45000015692379874,0.45000016327276116,0.4500001631878654,0.4500001690520118,0.4500001682172038,49.87686313626183,49.64550648182758,49.64550648187211,49.43535407388958,49.43535407380311,49.43535407406675,49.43535407478807,49.30949662644954,49.30949662644928,49.309496625075,49.30949662504953,49.30949662642008,49.30949662641997,49.309496626778326,49.30949662677707,49.75372627252367,49.65166392333165,6.803578269154543e-06,6.803578249796372e-06,3.4017891143266043e-06,3.401789154848285e-06,3.4017891203212213e-06,3.4017891295109494e-06,6.803578269166563e-06,6.803578249809629e-06,3.401789114317892e-06,3.401789154812369e-06,3.4017891203002987e-06,3.401789129527831e-06,1.700894557872233e-06,1.7008945564415348e-06,1.7008946386469722e-06,1.7008945105434808e-06,1.7008945604295855e-06,1.700894559796831e-06,1.7008945678872134e-06,1.700894561633725e-06,0.0
11.0,0.4499999979147198,0.449999997414952,0.4499966498761731,0.4499966475792578,0.4499966491306818,0.4499966485790089,0.450000166436266,0.4500001662397863,0.45000017499083284,0.4500001573696774,0.450000163268932,0.45000016318232927,0.4500001689653635,0.45000016810494786,49.87686314428794,49.64550650493409,49.64550650497761,49.4353541107094,49.43535411062611,49.43535411085293,49.43535411157429,49.30949667144003,49.30949667143986,49.30949667009539,49.30949667007844,49.30949667139791,49.309496671397845,49.30949667175922,49.30949667175838,49.75372628857587,49.65166394603631,6.803577825142267e-06,6.803577806899666e-06,3.4017888934988537e-06,3.401788931677164e-06,3.401788898872598e-06,3.4017889080422616e-06,6.803577825151146e-06,6.803577806903703e-06,3.4017888934814544e-06,3.401788931660463e-06,3.401788898866159e-06,3.4017889080293855e-06,1.7008944474916922e-06,1.700894446017838e-06,1.7008945329293994e-06,1.7008944008362694e-06,1.7008944497548806e-06,1.7008944491043072e-06,1.7008944572358767e-06,1.700894450785773e-06,0.0
12.0,0.4499999978886524,0.4499999973657567,0.44999664988759336,0.44999664748343343,0.44999664913500037,0.44999664858935384,0.45000016641639007,0.45000016621478867,0.45000017507806034,0.45000015701303214,0.45000016325253833,0.4500001631625209,0.4500001690005795,0.45000016811711663,49.876863150882045,49.645506523917206,49.64550652396147,49.43535414093475,49.43535414084906,49.435354141103396,49.43535414182489,49.30949670843019,49.30949670843009,49.30949670702773,49.30949670701785,49.30949670839416,49.30949670839412,49.30949670875867,49.309496708758175,49.75372630176408,49.651663964690066,6.80357746124004e-06,6.80357744215322e-06,3.401788710635731e-06,3.401788750596607e-06,3.4017887165502694e-06,3.4017887256197607e-06,6.803577461228535e-06,6.803577442151603e-06,3.4017887106383775e-06,3.401788750572583e-06,3.401788716535124e-06,3.401788725610771e-06,1.7008943560993914e-06,1.7008943545893991e-06,1.7008944430874927e-06,1.700894307671036e-06,1.7008943585969115e-06,1.7008943579316535e-06,1.7008943661091442e-06,1.7008943594952234e-06,0.0
13.0,0.4499999978883377,0.44999999735511703,0.44999664991505745,0.44999664745667284,0.44999664913724935,0.4499966485958219,0.4500001664547867,0.450000166249771,0.45000017520789615,0.45000015677240457,0.45000016327331777,0.45000016318159325,0.45000016902101586,0.45000016812048066,49.876863156298796,49.64550653951108,49.64550653955572,49.435354165767706,49.43535416568078,49.4353541659482,49.43535416666977,49.30949673881229,49.30949673881226,49.30949673737506,49.30949673737108,49.309496738776964,49.309496738776964,49.309496739144606,49.30949673914441,49.753726312597585,49.65166398001326,6.803577162131373e-06,6.80357714266767e-06,3.401788560629886e-06,3.4017886014920607e-06,3.4017885668348564e-06,3.401788575834223e-06,6.803577162138037e-06,6.803577142667241e-06,3.401788560637043e-06,3.4017886014477677e-06,3.4017885668241233e-06,3.4017885758385846e-06,1.7008942811713603e-06,1.700894279631412e-06,1.7008943698111756e-06,1.7008942316309816e-06,1.7008942837381054e-06,1.7008942830613714e-06,1.700894291289189e-06,1.7008942845394805e-06,0.0
14.0,0.44999999789439654,0.4499999973553938,0.44999664990791455,0.4499966474218151,0.44999664912626774,0.44999664859267374,0.450000166359017,0.45000016615058663,0.4500001754116828,0.45000015667060195,0.4500001633485317,0.4500001632627823,0.45000016903259493,0.4500001681158415,49.87686316075342,49.64550655233523,49.64550655238006,49.43535418619118,49.43535418610364,49.43535418637844,49.43535418710023,49.30949676379613,49.309496763796155,49.30949676233539,49.30949676233633,49.30949676375479,49.30949676375476,49.30949676413358,49.30949676413361,49.75372632150685,49.65166399261475,6.8035769161178495e-06,6.803576896443091e-06,3.401788437412588e-06,3.401788478735426e-06,3.4017884437778006e-06,3.40178845264696e-06,6.803576916123786e-06,6.803576896427366e-06,3.4017884374037256e-06,3.40178847873801e-06,3.4017884437827617e-06,3.401788452640299e-06,1.7008942194430192e-06,1.7008942178785193e-06,1.7008943096074201e-06,1.7008941691260953e-06,1.700894221883905e-06,1.7008942211965612e-06,1.7008942297125813e-06,1.7008942228492383e-06,0.0
15.0,0.44999999790004663,0.44999999736889074,0.44999664992755334,0.44999664740650896,0.4499966490953404,0.44999664863103445,0.45000016640728424,0.4500001661954396,0.4500001755224881,0.45000015652532643,0.4500001639308615,0.45000016384938013,0.4500001690352877,0.45000016810658394,49.87686316441204,49.64550656286799,49.64550656291255,49.43535420297334,49.43535420288499,49.43535420314914,49.435354203872464,49.309496784331145,49.309496784331216,49.309496782847475,49.30949678285249,49.309496784245226,49.30949678424518,49.309496784663935,49.30949678466417,49.75372632882407,49.65166400296443,6.803576713822642e-06,6.8035766944343135e-06,3.4017883359566025e-06,3.401788377860277e-06,3.4017883433432935e-06,3.40178835106078e-06,6.80357671381534e-06,6.803576694443084e-06,3.401788335952609e-06,3.401788377845485e-06,3.4017883433559698e-06,3.4017883510833666e-06,1.7008941687920718e-06,1.7008941672068804e-06,1.7008942601192635e-06,1.7008941177227555e-06,1.7008941700277868e-06,1.70089416931613e-06,1.7008941789319217e-06,1.7008941719744543e-06,0.0
16.0,0.44999999790133416,0.4499999973540715,0.4499966499404839,0.4499966473965446,0.44999664911560616,0.44999664860731875,0.4500001663900635,0.4500001661773652,0.4500001756341425,0.4500001564261416,0.4500001635260919,0.45000016343009935,0.45000016905123275,0.45000016811313914,49.8768631674146,49.64550657151166,49.64550657155675,49.435354216732264,49.43535421664339,49.43535421692751,49.43535421764984,49.30949680116069,49.30949680116079,49.30949679965984,49.30949679966824,49.30949680111328,49.30949680111336,49.30949680150136,49.30949680150176,49.75372633482918,49.651664011458216,6.803576548220671e-06,6.803576528244406e-06,3.4017882529772028e-06,3.4017882952614255e-06,3.4017882598932243e-06,3.40178826834175e-06,6.803576548219864e-06,6.803576528243142e-06,3.4017882529628557e-06,3.4017882952545196e-06,3.4017882598894456e-06,3.4017882683510735e-06,1.7008941272816108e-06,1.7008941256789946e-06,1.7008942196189539e-06,1.7008940756320675e-06,1.700894129686437e-06,1.7008941289613032e-06,1.7008941376532652e-06,1.7008941306173663e-06,0.0
17.0,0.4499999978959537,0.4499999973280412,0.44999664996290295,0.4499966473972739,0.4499966491480226,0.4499966485728588,0.450000166390205,0.45000016617579963,0.4500001757151299,0.45000015632957935,0.45000016277283644,0.450000162672576,0.45000016903150286,0.45000016808401977,49.87686316989678,49.64550657865718,49.64550657870294,49.43535422810275,49.435354228013395,49.43535422832221,49.435354229043035,49.30949681506764,49.309496815067774,49.309496813552165,49.3094968135634,49.30949681507125,49.309496815071356,49.309496815417056,49.309496815417596,49.753726339793566,49.651664018479956,6.803576411442639e-06,6.80357639071261e-06,3.401788184408539e-06,3.401788227053281e-06,3.4017881905835006e-06,3.401788200143614e-06,6.803576411446238e-06,6.803576390724447e-06,3.40178818440435e-06,3.401788227040575e-06,3.401788190577033e-06,3.401788200145287e-06,1.700894093009367e-06,1.7008940913926438e-06,1.700894186176879e-06,1.7008940408605303e-06,1.7008940968849778e-06,1.7008940961580727e-06,1.7008941036336958e-06,1.7008940965324742e-06,0.0
18.0,0.44999999790173534,0.44999999733423574,0.4499966499689553,0.44999664738585354,0.44999664913499987,0.4499966485779116,0.45000016639365187,0.4500001661783925,0.4500001757995072,0.45000015626628376,0.4500001629410291,0.45000016284247596,0.4500001690795407,0.450000168124375,49.8768631719378,49.645506584532974,49.64550658457873,49.4353542374622,49.43535423737245,49.43535423768094,49.43535423840219,49.30949682651853,49.30949682651869,49.30949682499098,49.30949682500458,49.30949682651059,49.3094968265107,49.30949682686797,49.30949682686864,49.75372634387559,49.65166402425369,6.803576298679531e-06,6.803576277964576e-06,3.401788127867181e-06,3.4017881708023416e-06,3.401788134362609e-06,3.4017881436222817e-06,6.803576298671043e-06,6.803576277958865e-06,3.401788127874524e-06,3.4017881707948437e-06,3.4017881343476182e-06,3.401788143609702e-06,1.7008940647509235e-06,1.7008940631220433e-06,1.700894158608061e-06,1.7008940121837195e-06,1.7008940683038305e-06,1.7008940675752386e-06,1.7008940753792616e-06,1.7008940682234329e-06,0.0
19.0,0.4499999979141505,0.44999999735325896,0.4499966499683287,0.4499966473725748,0.44999664910281695,0.4499966485879036,0.4500001664024011,0.45000016618458144,0.4500001758882136,0.45000015623292494,0.4500001633926317,0.4500001632957855,0.45000016920851554,0.4500001682473748,49.87686317360723,49.64550658933914,49.64550658938468,49.435354245121566,49.4353542450315,49.43535424533166,49.435354246053876,49.30949683589086,49.30949683589104,49.30949683435336,49.309496834368915,49.309496835852755,49.309496835852855,49.30949683623735,49.309496836238104,49.75372634721445,49.65166402897627,6.803576206313279e-06,6.803576185839529e-06,3.4017880815805793e-06,3.4017881247260422e-06,3.4017880886468322e-06,3.401788097205489e-06,6.803576206305628e-06,6.803576185844911e-06,3.4017880815747496e-06,3.4017881247294956e-06,3.401788088648186e-06,3.4017880971954746e-06,1.700894041606258e-06,1.7008940399673798e-06,1.7008941360337826e-06,1.7008939886900673e-06,1.7008940443017418e-06,1.7008940435711801e-06,1.7008940521602876e-06,1.700894044958863e-06,0.0
20.0,0.449999997927845,0.4499999973665401,0.4499966499731222,0.4499966473653183,0.44999664907684894,0.44999664856916605,0.45000016641589086,0.4500001661963637,0.450000175983468,0.4500001562248935,0.450000163487898,0.4500001633901984,0.4500001694315972,0.45000016846618845,49.876863174974666,49.645506593275805,49.64550659332134,49.43535425139177,49.43535425130144,49.43535425160231,49.435354252324686,49.30949684356214,49.309496843562336,49.30949684201637,49.30949684203355,49.30949684351919,49.309496843519305,49.30949684390839,49.30949684390924,49.75372634994933,49.65166403284456,6.803576130786118e-06,6.803576110297291e-06,3.4017880437060813e-06,3.4017880870518328e-06,3.4017880509325687e-06,3.4017880593710464e-06,6.8035761307622475e-06,6.803576110280501e-06,3.4017880437049607e-06,3.401788087055982e-06,3.4017880509247637e-06,3.4017880593549587e-06,1.7008940226759185e-06,1.7008940210288232e-06,1.7008941175745306e-06,1.700893969468573e-06,1.7008940252366639e-06,1.7008940245048463e-06,1.700894033246698e-06,1.7008940260071655e-06,0.0
21.0,0.4499999979001851,0.44999999733144636,0.4499966499812435,0.4499966473637997,0.4499966491357777,0.44999664861002014,0.4500001663868879,0.4500001661665073,0.45000017592556774,0.45000015608248684,0.45000016324691366,0.45000016315006747,0.4500001689468844,0.45000016797550046,49.87686317610342,49.64550659652519,49.64550659657099,49.435354256563414,49.435354256472884,49.435354256782794,49.43535425750472,49.30949684988772,49.30949684988792,49.309496848335385,49.30949684835393,49.30949684986139,49.309496849861496,49.30949685023772,49.30949685023863,49.75372635220683,49.651664036037616,6.803576068540279e-06,6.8035760477800974e-06,3.4017880125312234e-06,3.401788056037206e-06,3.4017880195173678e-06,3.4017880282562727e-06,6.803576068533669e-06,6.803576047778231e-06,3.4017880125154787e-06,3.4017880560171855e-06,3.401788019515972e-06,3.401788028261695e-06,1.700894007084435e-06,1.7008940054299728e-06,1.7008941023809163e-06,1.7008939536391318e-06,1.7008940101244412e-06,1.7008940093909344e-06,1.7008940177752449e-06,1.7008940105038022e-06,0.0
22.0,0.44999999790673134,0.4499999973359276,0.4499966499851866,0.44999664735991035,0.44999664912593534,0.44999664860017813,0.4500001663923797,0.45000016617114547,0.4500001759776891,0.4500001560646128,0.4500001632504399,0.45000016315188673,0.4500001690329267,0.45000016806068927,49.87686317703197,49.64550659919832,49.64550659924417,49.435354260820425,49.43535426072972,49.435354261041624,49.435354261763564,49.30949685509562,49.309496855095844,49.30949685353778,49.309496853557455,49.30949685506971,49.30949685506983,49.30949685544645,49.30949685544741,49.753726354063936,49.65166403866434,6.80357601725417e-06,6.803575996418612e-06,3.401787986814219e-06,3.4017880304503888e-06,3.401787993850438e-06,3.401788002589339e-06,6.803576017259408e-06,6.803575996443582e-06,3.4017879868135375e-06,3.4017880304452943e-06,3.401787993851942e-06,3.4017880025911867e-06,1.7008939942361055e-06,1.7008939925764183e-06,1.700894089858498e-06,1.7008939405864404e-06,1.7008939972925317e-06,1.70089399655845e-06,1.7008940049448269e-06,1.700893997647428e-06,0.0
23.0,0.44999999790790324,0.4499999973366866,0.44999664998790656,0.4499966473566053,0.44999664912360143,0.4499966485990496,0.4500001663942523,0.4500001661721647,0.4500001760131233,0.4500001560402947,0.4500001632508353,0.4500001631514284,0.4500001690631677,0.45000016808836935,49.87686317779415,49.64550660139251,49.645506601438406,49.43535426431467,49.43535426422381,49.435354264537416,49.43535426525938,49.30949685937034,49.309496859370576,49.30949685780799,49.309496857828606,49.30949685934481,49.30949685934492,49.30949685972195,49.309496859722955,49.75372635558829,49.65166404082045,6.803575975179059e-06,6.8035759543284245e-06,3.401787965713858e-06,3.4017880094501715e-06,3.4017879728001503e-06,3.401787981519019e-06,6.803575975173228e-06,6.8035759543054276e-06,3.4017879657180587e-06,3.4017880094551517e-06,3.401787972788376e-06,3.401787981516823e-06,1.700893983690628e-06,1.7008939820263864e-06,1.700894079583608e-06,1.7008939298708697e-06,1.7008939867614615e-06,1.7008939860262266e-06,1.700893994417577e-06,1.700893987098468e-06,0.0
24.0,0.44999999790824896,0.44999999733579343,0.44999664999064243,0.44999664735391864,0.4499966491233528,0.44999664859880095,0.45000016639520724,0.4500001661722659,0.4500001760361788,0.450000156014695,0.450000163251204,0.45000016315265084,0.4500001690511899,0.45000016807297716,49.87686317842006,49.64550660319441,49.64550660324035,49.435354267184195,49.435354267093224,49.435354267408236,49.435354268130226,49.30949686288082,49.309496862881055,49.309496861314756,49.309496861336136,49.30949686285559,49.3094968628557,49.309496863233086,49.30949686323413,49.753726356840126,49.65166404259106,6.8035759405812865e-06,6.803575919685427e-06,3.401787948398943e-06,3.401787992225387e-06,3.4017879554852375e-06,3.4017879642041038e-06,6.803575940610742e-06,6.8035759197011815e-06,3.401787948393795e-06,3.401787992217748e-06,3.401787955490746e-06,3.401787964209595e-06,1.7008939750307955e-06,1.7008939733624538e-06,1.7008940711479884e-06,1.700893921068434e-06,1.7008939781129945e-06,1.7008939773771253e-06,1.7008939857729165e-06,1.7008939784358963e-06,0.0
