environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s)
32,49.9395178028164,6.68354448168575e-06,49.827392705986,3.34177221365966e-06,49.8273927059859,3.3417722136127e-06,49.8258806510495,3.34177224096919e-06,49.8258806510494,3.34177224092203e-06,0.450000003180515,0.450000003177896,49.8790356056325,6.68354448170885e-06
33,49.9395177992357,6.68354488998216e-06,49.8273926956699,3.34177242173158e-06,49.82739269567,3.34177242167502e-06,49.8258806406448,3.34177244509698e-06,49.8258806406449,3.34177244506095e-06,0.450000002789904,0.45000000278675,49.8790355984711,6.68354489000194e-06
34,49.9395177961705,6.68354523975777e-06,49.8273926868371,3.34177259995902e-06,49.8273926868372,3.34177259994534e-06,49.8258806317361,3.34177261995974e-06,49.8258806317363,3.34177261994845e-06,0.450000002440752,0.450000002439989,49.8790355923406,6.68354523977541e-06
35,49.9395177935463,6.68354553940633e-06,49.8273926792738,3.34177275267496e-06,49.8273926792738,3.34177275267138e-06,49.8258806241079,3.34177276976528e-06,49.825880624108,3.34177276976876e-06,0.45000000213089,0.45000000213069,49.8790355870923,6.68354553942027e-06
36,49.9395177912996,6.68354579611334e-06,49.8273926727971,3.34177288348729e-06,49.8273926727971,3.34177288349802e-06,49.8258806175758,3.34177289811094e-06,49.8258806175757,3.34177289811217e-06,0.450000001857958,0.450000001857359,49.8790355825989,6.68354579612605e-06
37,49.9395177893759,6.68354601603888e-06,49.8273926672508,3.341772995561e-06,49.8273926672507,3.34177299556066e-06,49.8258806119819,3.34177300807081e-06,49.8258806119818,3.34177300806209e-06,0.450000001616875,0.450000001616855,49.8790355787516,6.68354601605006e-06
38,49.9395177877287,6.68354620445387e-06,49.8273926625008,3.34177309158688e-06,49.8273926625008,3.34177309156687e-06,49.8258806071912,3.34177310227379e-06,49.8258806071911,3.34177310226173e-06,0.450000001405508,0.450000001404392,49.8790355754572,6.68354620446371e-06
39,49.9395177863182,6.68354636587727e-06,49.8273926584328,3.34177317381626e-06,49.8273926584328,3.34177317380227e-06,49.8258806030882,3.34177318297647e-06,49.8258806030882,3.34177318296934e-06,0.450000001220132,0.450000001219351,49.8790355726362,6.68354636588447e-06
40,49.9395177851102,6.68354650417588e-06,49.8273926549486,3.34177324427423e-06,49.8273926549486,3.34177324426405e-06,49.8258805995742,3.34177325211783e-06,49.8258805995742,3.34177325211689e-06,0.450000001057491,0.450000001056923,49.8790355702204,6.68354650418314e-06
41,49.9395177840758,6.68354662266437e-06,49.8273926519644,3.34177330464864e-06,49.8273926519644,3.34177330466415e-06,49.8258805965644,3.34177331135699e-06,49.8258805965644,3.34177331135843e-06,0.45000000091616,0.450000000915295,49.8790355681515,6.68354662267029e-06
42,49.9395177831898,6.68354672418137e-06,49.8273926494083,3.34177335635818e-06,49.8273926494083,3.34177335636856e-06,49.8258805939864,3.34177336211265e-06,49.8258805939864,3.34177336211194e-06,0.450000000792615,0.450000000792036,49.8790355663796,6.68354672418627e-06
43,49.939517782431,6.68354681115772e-06,49.8273926472188,3.3417734006621e-06,49.8273926472188,3.34177340067133e-06,49.8258805917782,3.34177340559926e-06,49.8258805917782,3.34177340559655e-06,0.450000000685136,0.450000000684621,49.879035564862,6.68354681116398e-06
44,49.9395177817811,6.68354688567881e-06,49.8273926453434,3.34177343864266e-06,49.8273926453434,3.34177343862607e-06,49.8258805898867,3.34177344285677e-06,49.8258805898867,3.34177344285385e-06,0.450000000592249,0.450000000591323,49.8790355635622,6.68354688568343e-06
45,49.9395177812245,6.68354694952677e-06,49.8273926437369,3.34177347117883e-06,49.8273926437369,3.34177347117728e-06,49.8258805882664,3.34177347477721e-06,49.8258805882665,3.34177347477643e-06,0.450000000510746,0.45000000051066,49.8790355624489,6.68354694953086e-06
46,49.9395177807476,6.6835470042325e-06,49.8273926423607,3.3417734990324e-06,49.8273926423607,3.3417734990412e-06,49.8258805868785,3.34177350212765e-06,49.8258805868785,3.34177350212796e-06,0.450000000440972,0.450000000440481,49.8790355614952,6.68354700423424e-06
47,49.9395177803392,6.68354705110406e-06,49.8273926411818,3.34177352290689e-06,49.8273926411818,3.3417735229203e-06,49.8258805856895,3.34177352556146e-06,49.8258805856895,3.3417735255621e-06,0.450000000380345,0.450000000379598,49.8790355606784,6.68354705110596e-06
48,49.9395177799893,6.68354709126298e-06,49.8273926401718,3.34177354338391e-06,49.8273926401718,3.3417735433781e-06,49.8258805846709,3.34177354564058e-06,49.8258805846709,3.34177354563984e-06,0.450000000327438,0.450000000327114,49.8790355599787,6.68354709126561e-06
49,49.9395177796896,6.68354712567211e-06,49.8273926393066,3.34177356090808e-06,49.8273926393066,3.34177356090792e-06,49.8258805837983,3.34177356284355e-06,49.8258805837983,3.34177356284321e-06,0.450000000282103,0.450000000282094,49.8790355593792,6.68354712567361e-06
50,49.9395177794329,6.68354715515438e-06,49.8273926385654,3.34177357592272e-06,49.8273926385654,3.34177357592182e-06,49.8258805830508,3.34177357758396e-06,49.8258805830508,3.34177357758323e-06,0.450000000242837,0.450000000242788,49.8790355588658,6.6835471551567e-06
51,49.939517779213,6.68354718041646e-06,49.8273926379304,3.34177358879417e-06,49.8273926379304,3.34177358879527e-06,49.8258805824104,3.34177359021347e-06,49.8258805824103,3.34177359021284e-06,0.450000000208989,0.450000000208928,49.8790355584259,6.68354718041701e-06
52,49.9395177790245,6.68354720206021e-06,49.8273926373864,3.34177359980177e-06,49.8273926373864,3.34177359980679e-06,49.8258805818617,3.34177360103453e-06,49.8258805818617,3.34177360103501e-06,0.450000000179956,0.450000000179676,49.8790355580491,6.68354720206298e-06
53,49.9395177788631,6.68354722060658e-06,49.8273926369204,3.34177360926039e-06,49.8273926369204,3.34177360926032e-06,49.8258805813916,3.34177361030682e-06,49.8258805813916,3.34177361030718e-06,0.450000000154603,0.450000000154599,49.8790355577262,6.68354722060667e-06
54,49.9395177787248,6.6835472364968e-06,49.827392636521,3.34177361735194e-06,49.827392636521,3.34177361736196e-06,49.8258805809889,3.3417736182519e-06,49.8258805809889,3.34177361825152e-06,0.45000000013324,0.450000000132681,49.8790355574497,6.68354723649736e-06
55,49.9395177786064,6.68354725011215e-06,49.8273926361789,3.3417736242768e-06,49.8273926361789,3.3417736242859e-06,49.8258805806439,3.3417736250593e-06,49.8258805806439,3.34177362505853e-06,0.450000000114442,0.450000000113935,49.8790355572127,6.6835472501125e-06
56,49.9395177785049,6.6835472617773e-06,49.8273926358858,3.34177363023075e-06,49.8273926358858,3.34177363023384e-06,49.8258805803483,3.34177363089212e-06,49.8258805803483,3.34177363089174e-06,0.450000000098379,0.450000000098207,49.8790355570097,6.68354726177949e-06
57,49.9395177784179,6.68354727177458e-06,49.8273926356347,3.34177363533326e-06,49.8273926356347,3.34177363531073e-06,49.825880580095,3.34177363588912e-06,49.825880580095,3.34177363588954e-06,0.450000000084924,0.450000000083667,49.8790355568358,6.68354727177484e-06
58,49.9395177783434,6.68354728033951e-06,49.8273926354195,3.3417736396936e-06,49.8273926354195,3.34177363969705e-06,49.825880579878,3.34177364017125e-06,49.825880579878,3.34177364017197e-06,0.450000000072584,0.450000000072391,49.8790355566868,6.68354728033955e-06
59,49.9395177782796,6.68354728767839e-06,49.8273926352352,3.34177364343458e-06,49.8273926352352,3.34177364341389e-06,49.8258805796921,3.3417736438404e-06,49.8258805796921,3.34177364384075e-06,0.450000000062759,0.450000000061605,49.8790355565591,6.68354728767917e-06
60,49.9395177782249,6.68354729396646e-06,49.8273926350773,3.34177364663768e-06,49.8273926350773,3.34177364663849e-06,49.8258805795328,3.34177364698442e-06,49.8258805795328,3.34177364698494e-06,0.450000000053558,0.450000000053513,49.8790355564498,6.68354729396651e-06
61,49.939517778178,6.68354729935466e-06,49.8273926349419,3.34177364938057e-06,49.8273926349419,3.34177364937861e-06,49.8258805793963,3.34177364967852e-06,49.8258805793963,3.34177364967822e-06,0.450000000045796,0.450000000045687,49.8790355563561,6.68354729935436e-06
62,49.9395177781379,6.68354730397257e-06,49.827392634826,3.34177365173069e-06,49.827392634826,3.34177365172973e-06,49.8258805792793,3.34177365198694e-06,49.8258805792793,3.34177365198648e-06,0.450000000039505,0.450000000039451,49.8790355562758,6.68354730397186e-06
63,49.9395177781035,6.68354730792758e-06,49.8273926347266,3.34177365375551e-06,49.8273926347266,3.34177365375415e-06,49.8258805791791,3.34177365396477e-06,49.8258805791791,3.34177365396445e-06,0.450000000033773,0.450000000033698,49.879035556207,6.68354730792817e-06
64,49.939517778074,6.68354731131697e-06,49.8273926346415,3.3417736554835e-06,49.8273926346415,3.34177365546942e-06,49.8258805790933,3.34177365565941e-06,49.8258805790933,3.34177365565914e-06,0.450000000029321,0.450000000028536,49.879035556148,6.68354731131785e-06
65,49.9395177780488,6.68354731422139e-06,49.8273926345686,3.34177365693145e-06,49.8273926345686,3.34177365693351e-06,49.8258805790197,3.34177365711132e-06,49.8258805790197,3.34177365711129e-06,0.450000000025069,0.450000000024954,49.8790355560975,6.68354731422187e-06
66,49.9395177780271,6.68354731671039e-06,49.8273926345061,3.34177365820982e-06,49.8273926345061,3.34177365821027e-06,49.8258805789567,3.34177365835579e-06,49.8258805789567,3.34177365835589e-06,0.450000000021288,0.450000000021262,49.8790355560543,6.68354731671025e-06
67,49.9395177780087,6.68354731884582e-06,49.8273926344526,3.34177365940432e-06,49.8273926344526,3.34177365940428e-06,49.8258805789028,3.34177365942326e-06,49.8258805789028,3.34177365942339e-06,0.450000000023099,0.450000000023097,49.8790355560174,6.68354731884574e-06
68,49.9395177779929,6.68354732067781e-06,49.827392634407,3.3417736603639e-06,49.827392634407,3.34177366036091e-06,49.8258805788568,3.34177366033875e-06,49.8258805788568,3.34177366033862e-06,0.45000000002131,0.450000000021143,49.8790355559859,6.68354732067655e-06
69,49.9395177779795,6.68354732224544e-06,49.8273926343679,3.34177366111474e-06,49.8273926343679,3.34177366111525e-06,49.8258805788174,3.34177366112254e-06,49.8258805788174,3.34177366112235e-06,0.450000000016674,0.450000000016646,49.8790355559589,6.68354732224634e-06
70,49.9395177779679,6.68354732358793e-06,49.8273926343344,3.3417736617888e-06,49.8273926343344,3.3417736617908e-06,49.8258805787836,3.34177366179397e-06,49.8258805787836,3.34177366179397e-06,0.450000000013414,0.450000000013302,49.8790355559358,6.68354732358784e-06
71,49.9395177779579,6.68354732473891e-06,49.8273926343056,3.34177366238628e-06,49.8273926343056,3.34177366238677e-06,49.8258805787546,3.34177366236887e-06,49.8258805787546,3.34177366236899e-06,0.450000000010739,0.450000000010712,49.8790355559159,6.68354732473745e-06
72,49.9395177779494,6.68354732572463e-06,49.8273926342809,3.34177366283976e-06,49.8273926342809,3.34177366283975e-06,49.8258805787296,3.34177366286196e-06,49.8258805787296,3.3417736628621e-06,0.450000000008605,0.450000000008604,49.8790355558988,6.68354732572516e-06
73,49.939517777942,6.68354732656957e-06,49.8273926342597,3.34177366325737e-06,49.8273926342597,3.34177366328454e-06,49.8258805787083,3.34177366328465e-06,49.8258805787083,3.34177366328452e-06,0.450000000007658,0.450000000006142,49.8790355558841,6.68354732657008e-06
74,49.9395177779357,6.68354732729265e-06,49.8273926342415,3.3417736636531e-06,49.8273926342415,3.34177366365068e-06,49.8258805786899,3.34177366364646e-06,49.8258805786899,3.34177366364603e-06,0.4500000000056,0.450000000005465,49.8790355558715,6.68354732729313e-06
75,49.9395177779303,6.68354732791322e-06,49.8273926342259,3.34177366396747e-06,49.8273926342259,3.34177366397e-06,49.8258805786742,3.34177366395682e-06,49.8258805786742,3.34177366395653e-06,0.450000000004507,0.450000000004365,49.8790355558606,6.68354732791249e-06
76,49.9395177779257,6.68354732844364e-06,49.8273926342125,3.34177366423593e-06,49.8273926342125,3.34177366423842e-06,49.8258805786606,3.34177366422199e-06,49.8258805786606,3.34177366422203e-06,0.450000000003626,0.450000000003487,49.8790355558513,6.68354732844364e-06
77,49.9395177779217,6.68354732889983e-06,49.827392634201,3.3417736644564e-06,49.827392634201,3.3417736644598e-06,49.825880578649,3.34177366444938e-06,49.825880578649,3.34177366444982e-06,0.450000000002946,0.450000000002757,49.8790355558433,6.68354732889838e-06
78,49.9395177779182,6.68354732928922e-06,49.8273926341911,3.34177366464747e-06,49.8273926341911,3.34177366464688e-06,49.8258805786391,3.34177366464402e-06,49.8258805786391,3.34177366464452e-06,0.450000000002303,0.45000000000227,49.8790355558365,6.68354732928856e-06
79,49.9395177779153,6.68354732962217e-06,49.8273926341827,3.34177366482043e-06,49.8273926341827,3.34177366481835e-06,49.8258805786306,3.34177366481121e-06,49.8258805786306,3.34177366481149e-06,0.450000000001891,0.450000000001775,49.8790355558306,6.68354732962325e-06
80,49.9395177779128,6.68354732990814e-06,49.8273926341755,3.34177366493065e-06,49.8273926341755,3.34177366493014e-06,49.8258805786233,3.34177366495406e-06,49.8258805786233,3.34177366495388e-06,0.450000000001483,0.450000000001455,49.8790355558256,6.68354732990792e-06
81,49.9395177779106,6.68354733015276e-06,49.8273926341692,3.34177366507041e-06,49.8273926341692,3.34177366507041e-06,49.825880578617,3.34177366507665e-06,49.825880578617,3.34177366507671e-06,0.450000000001178,0.450000000001178,49.8790355558212,6.68354733015258e-06
82,49.9395177779088,6.68354733036233e-06,49.8273926341639,3.3417736651961e-06,49.8273926341639,3.34177366519323e-06,49.8258805786116,3.34177366518143e-06,49.8258805786116,3.34177366518121e-06,0.450000000001025,0.450000000000864,49.8790355558175,6.68354733036267e-06
83,49.9395177779072,6.68354733054161e-06,49.8273926341593,3.34177366527252e-06,49.8273926341593,3.34177366524291e-06,49.825880578607,3.34177366527116e-06,49.825880578607,3.3417736652706e-06,0.450000000001583,0.449999999999931,49.8790355558143,6.68354733054275e-06
84,49.9395177779058,6.68354733069529e-06,49.8273926341554,3.34177366536453e-06,49.8273926341554,3.34177366536654e-06,49.8258805786031,3.34177366534771e-06,49.8258805786031,3.34177366534765e-06,0.450000000000663,0.450000000000551,49.8790355558116,6.68354733069464e-06
85,49.9395177779046,6.68354733082653e-06,49.8273926341521,3.34177366541387e-06,49.8273926341521,3.34177366541143e-06,49.8258805785997,3.34177366541345e-06,49.8258805785997,3.34177366541296e-06,0.450000000000555,0.450000000000418,49.8790355558093,6.68354733082651e-06
86,49.9395177779036,6.68354733093922e-06,49.8273926341492,3.34177366547434e-06,49.8273926341492,3.34177366545978e-06,49.8258805785968,3.34177366546968e-06,49.8258805785968,3.34177366546919e-06,0.450000000000796,0.449999999999984,49.8790355558073,6.68354733093929e-06
87,49.9395177779028,6.68354733103495e-06,49.8273926341467,3.34177366552012e-06,49.8273926341467,3.34177366552207e-06,49.8258805785943,3.34177366551777e-06,49.8258805785943,3.34177366551778e-06,0.450000000000367,0.450000000000258,49.8790355558056,6.68354733103479e-06
88,49.939517777902,6.68354733111832e-06,49.8273926341446,3.3417736655521e-06,49.8273926341446,3.34177366555256e-06,49.8258805785922,3.34177366555922e-06,49.8258805785922,3.34177366555935e-06,0.450000000000264,0.450000000000238,49.8790355558041,6.68354733111846e-06
89,49.9395177779014,6.68354733118864e-06,49.8273926341428,3.34177366558324e-06,49.8273926341428,3.34177366558323e-06,49.8258805785904,3.34177366559427e-06,49.8258805785904,3.34177366559442e-06,0.450000000000201,0.450000000000201,49.8790355558028,6.6835473311894e-06
90,49.9395177779009,6.68354733124897e-06,49.8273926341413,3.34177366561414e-06,49.8273926341413,3.34177366561409e-06,49.8258805785888,3.34177366562476e-06,49.8258805785888,3.34177366562489e-06,0.450000000000162,0.45000000000016,49.8790355558017,6.68354733125034e-06
91,49.9395177779004,6.68354733130085e-06,49.8273926341399,3.34177366564629e-06,49.8273926341399,3.34177366565842e-06,49.8258805785875,3.34177366565078e-06,49.8258805785875,3.34177366565034e-06,0.450000000000468,0.449999999999791,49.8790355558008,6.68354733130127e-06
92,49.9395177779,6.68354733134582e-06,49.8273926341388,3.34177366567678e-06,49.8273926341388,3.34177366567438e-06,49.8258805785863,3.34177366567276e-06,49.8258805785863,3.34177366567231e-06,0.450000000000171,0.450000000000036,49.8790355558,6.68354733134583e-06
93,49.9395177778997,6.68354733138316e-06,49.8273926341378,3.3417736656897e-06,49.8273926341378,3.34177366569223e-06,49.8258805785853,3.34177366569189e-06,49.8258805785853,3.34177366569129e-06,0.450000000000153,0.450000000000012,49.8790355557993,6.68354733138221e-06
94,49.9395177778994,6.68354733141589e-06,49.827392634137,3.34177366570494e-06,49.827392634137,3.3417736657225e-06,49.8258805785845,3.34177366570769e-06,49.8258805785845,3.34177366570772e-06,0.450000000000556,0.449999999999577,49.8790355557988,6.68354733141496e-06
95,49.9395177778991,6.68354733144329e-06,49.8273926341363,3.34177366570638e-06,49.8273926341363,3.34177366570685e-06,49.8258805785838,3.34177366572194e-06,49.8258805785838,3.34177366572212e-06,0.450000000000066,0.45000000000004,49.8790355557983,6.68354733144315e-06
96,49.9395177778989,6.68354733146762e-06,49.8273926341357,3.34177366572193e-06,49.8273926341357,3.34177366573694e-06,49.8258805785832,3.34177366573362e-06,49.8258805785832,3.34177366573382e-06,0.450000000000461,0.449999999999624,49.8790355557978,6.6835473314668e-06
97,49.9395177778987,6.68354733148738e-06,49.8273926341352,3.3417736657342e-06,49.8273926341352,3.34177366573998e-06,49.8258805785826,3.34177366574334e-06,49.8258805785826,3.34177366574434e-06,0.450000000000195,0.449999999999873,49.8790355557975,6.68354733148772e-06
98,49.9395177778986,6.68354733150485e-06,49.8273926341347,3.34177366572572e-06,49.8273926341347,3.34177366573387e-06,49.8258805785822,3.34177366575266e-06,49.8258805785822,3.34177366575259e-06,0.450000000000254,0.4499999999998,49.8790355557972,6.683547331505e-06
99,49.9395177778984,6.68354733152003e-06,49.8273926341343,3.34177366574177e-06,49.8273926341343,3.34177366576311e-06,49.8258805785818,3.34177366576053e-06,49.8258805785818,3.34177366575944e-06,0.450000000000617,0.449999999999427,49.8790355557969,6.68354733151955e-06
100,49.9395177778983,6.68354733153294e-06,49.827392634134,3.34177366576551e-06,49.827392634134,3.3417736657696e-06,49.8258805785815,3.34177366576674e-06,49.8258805785815,3.34177366576631e-06,0.450000000000132,0.449999999999903,49.8790355557967,6.68354733153228e-06
101,49.9395177778982,6.68354733154356e-06,49.8273926341337,3.34177366577755e-06,49.8273926341337,3.34177366577332e-06,49.8258805785812,3.34177366577123e-06,49.8258805785812,3.3417736657722e-06,0.450000000000132,0.449999999999896,49.8790355557965,6.68354733154319e-06
102,49.9395177778981,6.68354733155341e-06,49.8273926341335,3.34177366579646e-06,49.8273926341335,3.34177366579939e-06,49.8258805785809,3.34177366577576e-06,49.8258805785809,3.34177366577707e-06,0.450000000000093,0.449999999999929,49.8790355557963,6.68354733155229e-06
103,49.9395177778981,6.68354733156099e-06,49.8273926341333,3.34177366577152e-06,49.8273926341333,3.34177366577905e-06,49.8258805785807,3.34177366578047e-06,49.8258805785807,3.34177366578062e-06,0.450000000000219,0.449999999999799,49.8790355557962,6.68354733156138e-06
104,49.939517777898,6.68354733156781e-06,49.8273926341331,3.34177366578724e-06,49.8273926341331,3.34177366579387e-06,49.8258805785806,3.34177366578443e-06,49.8258805785805,3.34177366578355e-06,0.450000000000192,0.449999999999822,49.879035555796,6.68354733156775e-06
105,49.939517777898,6.68354733157387e-06,49.8273926341329,3.34177366579834e-06,49.8273926341329,3.34177366579795e-06,49.8258805785804,3.34177366578734e-06,49.8258805785804,3.34177366578641e-06,0.450000000000016,0.449999999999995,49.8790355557959,6.68354733157321e-06
106,49.9395177778979,6.68354733157917e-06,49.8273926341328,3.34177366579403e-06,49.8273926341328,3.341773665787e-06,49.8258805785803,3.34177366578922e-06,49.8258805785803,3.3417736657896e-06,0.4500000000002,0.449999999999809,49.8790355557958,6.68354733157867e-06
107,49.9395177778979,6.68354733158296e-06,49.8273926341327,3.34177366580909e-06,49.8273926341327,3.3417736658024e-06,49.8258805785801,3.34177366579096e-06,49.8258805785802,3.34177366579208e-06,0.45000000000019,0.449999999999817,49.8790355557958,6.68354733158321e-06
108,49.9395177778978,6.68354733158674e-06,49.8273926341326,3.34177366579946e-06,49.8273926341326,3.34177366579685e-06,49.8258805785801,3.34177366579306e-06,49.8258805785801,3.34177366579365e-06,0.450000000000076,0.44999999999993,49.8790355557957,6.68354733158685e-06
109,49.9395177778978,6.68354733158976e-06,49.8273926341325,3.34177366578693e-06,49.8273926341325,3.34177366579445e-06,49.82588057858,3.34177366579502e-06,49.82588057858,3.34177366579484e-06,0.450000000000212,0.449999999999792,49.8790355557956,6.68354733158958e-06
110,49.9395177778978,6.68354733159279e-06,49.8273926341325,3.34177366580135e-06,49.8273926341325,3.34177366579496e-06,49.8258805785799,3.34177366579657e-06,49.8258805785799,3.34177366579582e-06,0.45000000000018,0.449999999999824,49.8790355557956,6.6835473315914e-06
111,49.9395177778978,6.68354733159506e-06,49.8273926341324,3.34177366579519e-06,49.8273926341324,3.34177366580122e-06,49.8258805785798,3.34177366579781e-06,49.8258805785798,3.34177366579736e-06,0.45000000000017,0.449999999999833,49.8790355557955,6.68354733159413e-06
112,49.9395177778978,6.68354733159657e-06,49.8273926341324,3.3417736657962e-06,49.8273926341324,3.34177366580029e-06,49.8258805785798,3.34177366579837e-06,49.8258805785798,3.34177366579848e-06,0.450000000000115,0.449999999999887,49.8790355557955,6.68354733159686e-06
113,49.9395177778977,6.68354733159884e-06,49.8273926341323,3.34177366580023e-06,49.8273926341323,3.3417736657963e-06,49.8258805785798,3.34177366579943e-06,49.8258805785797,3.34177366579907e-06,0.45000000000011,0.449999999999891,49.8790355557955,6.68354733159867e-06
114,49.9395177778977,6.68354733160035e-06,49.8273926341323,3.34177366581337e-06,49.8273926341323,3.34177366581335e-06,49.8258805785797,3.34177366580005e-06,49.8258805785797,3.3417736657999e-06,0.450000000000001,0.45,49.8790355557954,6.68354733159958e-06
115,49.9395177778977,6.68354733160111e-06,49.8273926341322,3.34177366579733e-06,49.8273926341322,3.34177366579921e-06,49.8258805785797,3.3417736658008e-06,49.8258805785797,3.34177366580082e-06,0.450000000000053,0.449999999999948,49.8790355557954,6.6835473316014e-06
116,49.9395177778977,6.68354733160262e-06,49.8273926341322,3.34177366579794e-06,49.8273926341322,3.34177366579843e-06,49.8258805785797,3.34177366580128e-06,49.8258805785797,3.34177366580141e-06,0.450000000000014,0.449999999999987,49.8790355557954,6.6835473316014e-06
117,49.9395177778977,6.68354733160337e-06,49.8273926341322,3.34177366578326e-06,49.8273926341322,3.34177366578327e-06,49.8258805785796,3.34177366580126e-06,49.8258805785796,3.34177366580171e-06,0.450000000000001,0.45,49.8790355557954,6.68354733160322e-06
118,49.9395177778977,6.68354733160413e-06,49.8273926341322,3.34177366579974e-06,49.8273926341322,3.34177366581184e-06,49.8258805785796,3.34177366580207e-06,49.8258805785796,3.34177366580165e-06,0.450000000000338,0.449999999999663,49.8790355557954,6.68354733160322e-06
119,49.9395177778977,6.68354733160489e-06,49.8273926341321,3.34177366581308e-06,49.8273926341321,3.34177366581359e-06,49.8258805785796,3.34177366580259e-06,49.8258805785796,3.34177366580211e-06,0.450000000000014,0.449999999999986,49.8790355557954,6.68354733160413e-06
120,49.9395177778977,6.68354733160564e-06,49.8273926341321,3.34177366581242e-06,49.8273926341321,3.34177366581442e-06,49.8258805785796,3.34177366580253e-06,49.8258805785796,3.34177366580254e-06,0.450000000000056,0.449999999999944,49.8790355557954,6.68354733160504e-06
121,49.9395177778977,6.68354733160564e-06,49.8273926341321,3.34177366581311e-06,49.8273926341321,3.3417736658136e-06,49.8258805785796,3.34177366580267e-06,49.8258805785796,3.3417736658028e-06,0.450000000000014,0.449999999999987,49.8790355557953,6.68354733160595e-06
122,49.9395177778977,6.68354733160564e-06,49.8273926341321,3.34177366579825e-06,49.8273926341321,3.34177366579824e-06,49.8258805785796,3.34177366580304e-06,49.8258805785796,3.34177366580319e-06,0.45,0.45,49.8790355557953,6.68354733160686e-06
123,49.9395177778977,6.68354733160639e-06,49.8273926341321,3.34177366579826e-06,49.8273926341321,3.34177366579821e-06,49.8258805785795,3.34177366580303e-06,49.8258805785795,3.34177366580316e-06,0.450000000000001,0.449999999999999,49.8790355557953,6.68354733160686e-06
124,49.9395177778977,6.68354733160639e-06,49.8273926341321,3.34177366579973e-06,49.8273926341321,3.34177366581186e-06,49.8258805785795,3.34177366580336e-06,49.8258805785795,3.34177366580322e-06,0.450000000000338,0.449999999999662,49.8790355557953,6.68354733160686e-06
125,49.9395177778977,6.68354733160715e-06,49.8273926341321,3.34177366579953e-06,49.8273926341321,3.3417736658122e-06,49.8258805785795,3.34177366580365e-06,49.8258805785795,3.3417736658032e-06,0.450000000000353,0.449999999999647,49.8790355557953,6.68354733160686e-06
126,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579709e-06,49.8273926341321,3.34177366579962e-06,49.8258805785795,3.34177366580364e-06,49.8258805785795,3.34177366580365e-06,0.450000000000071,0.449999999999929,49.8790355557953,6.68354733160777e-06
127,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579703e-06,49.8273926341321,3.34177366579951e-06,49.8258805785795,3.3417736658038e-06,49.8258805785795,3.34177366580383e-06,0.450000000000069,0.449999999999931,49.8790355557953,6.68354733160777e-06
128,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366581166e-06,49.8273926341321,3.34177366581508e-06,49.8258805785795,3.34177366580356e-06,49.8258805785795,3.341773665804e-06,0.450000000000095,0.449999999999905,49.8790355557953,6.68354733160777e-06
129,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579864e-06,49.8273926341321,3.34177366579804e-06,49.8258805785795,3.34177366580377e-06,49.8258805785795,3.34177366580396e-06,0.450000000000017,0.449999999999983,49.8790355557953,6.68354733160777e-06
130,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579928e-06,49.8273926341321,3.34177366581227e-06,49.8258805785795,3.34177366580377e-06,49.8258805785795,3.34177366580404e-06,0.450000000000362,0.449999999999638,49.8790355557953,6.68354733160777e-06
131,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579998e-06,49.8273926341321,3.34177366579652e-06,49.8258805785795,3.34177366580414e-06,49.8258805785795,3.3417736658037e-06,0.450000000000096,0.449999999999904,49.8790355557953,6.68354733160868e-06
132,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579804e-06,49.8273926341321,3.34177366579858e-06,49.8258805785795,3.34177366580403e-06,49.8258805785795,3.3417736658041e-06,0.450000000000015,0.449999999999985,49.8790355557953,6.68354733160777e-06
133,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366581238e-06,49.8273926341321,3.34177366581445e-06,49.8258805785795,3.34177366580407e-06,49.8258805785795,3.34177366580402e-06,0.450000000000058,0.449999999999942,49.8790355557953,6.68354733160777e-06
134,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366581316e-06,49.8273926341321,3.34177366581366e-06,49.8258805785795,3.34177366580411e-06,49.8258805785795,3.34177366580419e-06,0.450000000000014,0.449999999999986,49.8790355557953,6.68354733160777e-06
135,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579826e-06,49.8273926341321,3.34177366579826e-06,49.8258805785795,3.34177366580419e-06,49.8258805785795,3.34177366580429e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
