time,PV1__u_mmHg,PV1__v_mm3_s,PV2__u_mmHg,PV2__v_mm3_s,PV3__u_mmHg,PV3__v_mm3_s,PV4__u_mmHg,PV4__v_mm3_s,PV5__u_mmHg,PV5__v_mm3_s,PV6__u_mmHg,PV6__v_mm3_s,PV7__R_constriction,V10__u_mmHg,V10__v_mm3_s,V11__u_mmHg,V11__v_mm3_s,V12__u_mmHg,V12__v_mm3_s,V13__u_mmHg,V13__v_mm3_s,V14__u_mmHg,V14__v_mm3_s,V1__u_mmHg,V1__v_mm3_s,V2__u_mmHg,V2__v_mm3_s,V3__u_mmHg,V3__v_mm3_s,V4__u_mmHg,V4__v_mm3_s,V5__u_mmHg,V5__v_mm3_s,V6__u_mmHg,V6__v_mm3_s,V7__u_mmHg,V8__u_mmHg,V8__v_mm3_s,V9__u_mmHg,V9__v_mm3_s,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc1__u_d_mmHg,VV_junc1__u_mmHg,VV_junc2__H_VV_out_alpha,VV_junc2__H_VV_out_beta,VV_junc3__H_VV_out_alpha,VV_junc3__H_VV_out_beta,VV_junc4__H_VV_out_alpha,VV_junc4__H_VV_out_beta,VV_junc5__H_VV_out_alpha,VV_junc5__H_VV_out_beta,VV_junc6__H_VV_out_alpha,VV_junc6__H_VV_out_beta,VV_junc7__H_VV_out_alpha,VV_junc7__H_VV_out_beta,inlet__H_down,inlet__H_link_L,inlet__H_link_R,inlet__RBC_volume,inlet__u_mmHg
10.0,49.64859361428092,6.8034211670017095e-06,49.64859361428659,6.803421159341615e-06,49.4376836183133,3.401710583174796e-06,49.43768361831223,3.4017105840596915e-06,49.43768361880094,3.401710578221265e-06,49.4376836187972,3.401710581371937e-06,1.5692923852557387e-192,49.30950575006737,1.7008552911360407e-06,49.309505750652605,1.7008552892173612e-06,49.30950575065254,1.7008552892341625e-06,49.30950575055749,1.7008552908653953e-06,49.30950575055798,1.7008552907455477e-06,49.64551526374519,6.8034211670696085e-06,49.645515263756536,6.803421159397954e-06,49.43536634770348,3.401710583268036e-06,49.43536634770135,3.4017105841358347e-06,49.435366348199075,3.401710578283827e-06,49.435366348191586,3.4017105814423123e-06,49.30950575017094,49.309505750170935,1.7008552917192132e-06,49.30950575005896,1.700855293168258e-06,0.45000000007153995,0.4499999998616818,49.65167196481666,49.75373195736283,0.4500028233884785,0.45000282333523933,0.45000282296032623,0.45000282277076764,0.4500201227913527,0.4500201227909529,0.45002012316959417,0.45002012289792415,0.45002012351709036,0.45002012351376947,0.4500201234037666,0.45002012338756714,0.44999999997099527,0.45,3.643720262829245e-47,1.5269638069607104e-14,49.87686597868156
11.0,49.648592430321,6.803444088061355e-06,49.648592430325365,6.803444082179217e-06,49.43768207753959,3.4017220438645085e-06,49.437682077538824,3.4017220444423806e-06,49.437682077932415,3.401722040009537e-06,49.43768207792951,3.4017220424330876e-06,4.265778974379826e-192,49.309504872375555,1.700861021615598e-06,49.30950487288149,1.70086102010593e-06,49.30950487288143,1.7008610201173148e-06,49.30950487279578,1.7008610213671168e-06,49.30950487279613,1.700861021283261e-06,49.64551406941426,6.803444088145473e-06,49.645514069423,6.803444082249199e-06,49.435364805663866,3.4017220439542004e-06,49.43536480566232,3.4017220444979807e-06,49.43536480606315,3.401722040064074e-06,49.435364806057336,3.401722042489654e-06,49.30950487245619,49.30950487245617,1.7008610220568102e-06,49.30950487236963,1.7008610230437283e-06,0.45000000005679003,0.44999999989564193,49.65167079122772,49.753731127632804,0.45000206036456686,0.4500020603297998,0.45000205999990595,0.4500020598540947,0.4500165268680931,0.4500165268660533,0.4500165271650775,0.45001652697471445,0.4500165273128848,0.4500165273114225,0.45001652726711316,0.4500165272566351,0.44999999998139234,0.45,-2.1022346006785744e-49,1.526963806991792e-14,49.876865563816516
12.0,49.648591410460085,6.803463832335616e-06,49.64859141046341,6.803463827870927e-06,49.4376807037601,3.4017319161160987e-06,49.43768070375993,3.4017319164129685e-06,49.43768070407317,3.401731913103804e-06,49.43768070407101,3.401731914960034e-06,1.1595589470279343e-191,49.30950404122767,1.7008659578332542e-06,49.309504041658556,1.7008659566577106e-06,49.30950404165853,1.700865956665466e-06,49.30950404158349,1.7008659576160665e-06,49.30950404158374,1.700865957557787e-06,49.64551304061977,6.80346383239953e-06,49.64551304062641,6.803463827930343e-06,49.43536342993279,3.4017319161596773e-06,49.43536342993246,3.401731916526177e-06,49.43536343025125,3.4017319131712828e-06,49.43536343024692,3.4017319150226914e-06,49.309504041289024,49.30950404128908,1.7008659581554414e-06,49.30950404122351,1.700865958837437e-06,0.45000000004500335,0.4499999999226884,49.651669780300395,49.753730412905384,0.45000150352203633,0.4500015035041753,0.450001503218118,0.45000150310643977,0.4500135121944927,0.4500135121940143,0.4500135124308205,0.45001351229670655,0.4500135124493669,0.45001351244697146,0.45001351244880067,0.4500135124413505,0.4499999999881096,0.45,-4.469439200347611e-52,1.5269638070113187e-14,49.87686520645279
13.0,49.64859053382629,6.803480803850406e-06,49.64859053382878,6.803480800504482e-06,49.4376794893807,3.401740401858108e-06,49.43767948938047,3.4017404021447946e-06,49.43767948962821,3.40174039962701e-06,49.437679489626554,3.401740401042324e-06,3.152008014733138e-191,49.3095032656348,1.7008702008021288e-06,49.30950326599771,1.7008701999062904e-06,49.3095032659977,1.7008701999123814e-06,49.309503265933536,1.7008702006333498e-06,49.30950326593371,1.7008702005920858e-06,49.64551215630698,6.803480803880132e-06,49.64551215631196,6.803480800529935e-06,49.4353622132562,3.4017404019169575e-06,49.43536221325572,3.4017404021690222e-06,49.43536221350794,3.401740399680115e-06,49.43536221350464,3.401740401086164e-06,49.309503265680824,49.3095032656809,1.7008702010407585e-06,49.30950326563188,1.700870201508446e-06,0.45000000003787394,0.44999999994620893,49.65166891134561,49.75372979855301,0.45000109721427506,0.45000109719702686,0.450001096957434,0.45000109687228335,0.4500110045297911,0.45001100452685955,0.450011004702734,0.4500110046086469,0.450011004608647,0.4500110046082773,0.4500110046321243,0.450011004626119,0.4499999999929965,0.45,2.913771981179688e-54,1.5269638070248732e-14,49.87686489927659
14.0,49.648589781908775,6.80349536087369e-06,49.648589781910594,6.803495358465011e-06,49.43767842365281,3.401747680459174e-06,49.43767842365271,3.4017476805588805e-06,49.43767842384513,3.4017476787622398e-06,49.437678423843884,3.401747679812207e-06,8.56804610960636e-191,49.309502550962264,1.7008738401471026e-06,49.30950255126429,1.700873839471003e-06,49.30950255126427,1.700873839475787e-06,49.30950255121019,1.7008738400144403e-06,49.30950255121031,1.7008738399853392e-06,49.64551139780293,6.803495360917353e-06,49.645511397806565,6.803495358485248e-06,49.43536114511192,3.4017476805098894e-06,49.43536114511172,3.4017476806562868e-06,49.435361145307596,3.401747678817949e-06,49.4353611453051,3.4017476798718305e-06,49.30950255099688,49.309502550996875,1.7008738403276347e-06,49.30950255096021,1.7008738406440515e-06,0.4500000000259655,0.4499999999599775,49.65166816601463,49.753729271603206,0.4500008007074576,0.45000080070145876,0.4500008004980742,0.4500008004349042,0.4500089320240567,0.45000893202073844,0.45000893215419324,0.4500089320884485,0.4500089320158035,0.45000893201405145,0.4500089320525919,0.4500089320487181,0.4499999999953598,0.45,9.690014661470736e-57,1.5269638070317168e-14,49.87686463580168
15.0,49.64858913834609,6.8035078202508845e-06,49.64858913834743,6.803507818466864e-06,49.43767749412702,3.4017539101551494e-06,49.4376774941269,3.401753910224988e-06,49.43767749427614,3.401753908922379e-06,49.437677494275185,3.401753909694624e-06,2.329036404514219e-190,49.30950189953864,1.7008769550174493e-06,49.309501899787975,1.700876954534704e-06,49.30950189978797,1.7008769545389164e-06,49.30950189974291,1.7008769549336092e-06,49.309501899743005,1.7008769549139796e-06,49.64551074860281,6.803507820286246e-06,49.645510748605474,6.803507818510308e-06,49.43536021319679,3.4017539101969293e-06,49.43536021319655,3.4017539102673893e-06,49.43536021334852,3.4017539089567464e-06,49.435360213346605,3.401753909732774e-06,49.30950189956482,49.309501899564786,1.7008769551634497e-06,49.30950189953719,1.7008769553669656e-06,0.45000000001900786,0.44999999997013307,49.651667528089376,49.75372882058942,0.4500005844085546,0.45000058440435275,0.4500005842372921,0.45000058419083094,0.45000722867920173,0.4500072286768121,0.4500072287796354,0.4500072287328879,0.4500072286182292,0.4500072286180771,0.4500072286625868,0.4500072286596889,0.44999999999710566,0.45,-3.8928926337883866e-59,1.526963807036492e-14,49.87686441029478
16.0,49.64858858853601,6.803518464591847e-06,49.64858858853693,6.803518463347044e-06,49.43767668762623,3.4017592323451004e-06,49.43767668762621,3.4017592323585907e-06,49.43767668774,3.4017592314585906e-06,49.437676687739284,3.4017592320140558e-06,6.330977336210591e-190,49.309501311442524,1.7008796161298557e-06,49.30950131164615,1.7008796157904219e-06,49.30950131164615,1.7008796157942841e-06,49.30950131160916,1.7008796160814063e-06,49.309501311609225,1.7008796160678872e-06,49.64551019397652,6.803518464632849e-06,49.64551019397838,6.803518463376855e-06,49.43535940442565,3.401759232382932e-06,49.43535940442559,3.4017592324019156e-06,49.435359404541444,3.4017592314801586e-06,49.435359404540016,3.401759232044327e-06,49.30950131146218,49.30950131146214,1.7008796162489932e-06,49.30950131144151,1.7008796163759048e-06,0.45000000001409385,0.4499999999799911,49.65166698309548,49.75372843527832,0.4500004263326288,0.45000042633181725,0.45000042619480674,0.4500004261613878,0.45000583467457855,0.45000583467227473,0.45000583475662365,0.4500058347231802,0.45000583457449783,0.45000583457396226,0.4500058346198172,0.4500058346174796,0.4499999999981715,0.45,2.0769601864120025e-59,1.5269638070389705e-14,49.87686421763921
17.0,49.648588119877346,6.803527537884407e-06,49.64858811987799,6.803527537017766e-06,49.43767599110838,3.401763768993439e-06,49.43767599110847,3.401763768990817e-06,49.43767599119394,3.4017637683790824e-06,49.43767599119317,3.401763768747546e-06,1.7209380649407302e-189,49.30950078476956,1.7008818844690276e-06,49.309500784934464,1.7008818842433992e-06,49.3095007849345,1.7008818842489083e-06,49.30950078490384,1.7008818844372317e-06,49.30950078490388,1.7008818844278802e-06,49.64550972121251,6.803527537908734e-06,49.645509721213806,6.803527537053691e-06,49.435358705805065,3.4017637690214295e-06,49.43535870580524,3.4017637690175983e-06,49.43535870589238,3.4017637683968104e-06,49.43535870589083,3.4017637687735885e-06,49.30950078478393,49.309500784783886,1.7008818845607058e-06,49.30950078476886,1.7008818846430365e-06,0.45000000000928847,0.44999999998554613,49.65166651854218,49.75372810683884,0.4500003111206736,0.450000311120516,0.4500003110098807,0.45000031098771254,0.4500046989240917,0.45000469892319916,0.45000469898779416,0.45000469896500206,0.4500046988214766,0.4500046988203566,0.4500046988602921,0.4500046988590473,0.44999999999864493,0.45,-1.404661742145738e-59,1.526963807040003e-14,49.87686405341946
18.0,49.64858772116457,6.803535257043143e-06,49.64858772116504,6.8035352564366795e-06,49.437675392039715,3.401767628574389e-06,49.43767539203975,3.401767628533399e-06,49.43767539210532,3.4017676281511154e-06,49.43767539210491,3.401767628370442e-06,4.6779946698318586e-189,49.30950031655714,1.7008838142695352e-06,49.3095003166894,1.700883814132751e-06,49.3095003166894,1.7008838141407259e-06,49.30950031666394,1.7008838142466694e-06,49.30950031666397,1.7008838142404358e-06,49.645509319007054,6.803535257070177e-06,49.64550931900799,6.8035352564721355e-06,49.435358104827415,3.4017676285868054e-06,49.435358104827486,3.4017676285631783e-06,49.435358104894135,3.401767628191817e-06,49.435358104893325,3.4017676284047162e-06,49.30950031656736,49.309500316567345,1.7008838143372924e-06,49.30950031655664,1.7008838143930168e-06,0.4500000000087146,0.4499999999921001,49.65166612332209,49.753727827418,0.4500002271305871,0.4500002271281211,0.4500002270482263,0.45000022703503084,0.4500037769422982,0.4500037769419507,0.45000377698380534,0.45000377696886995,0.45000377675159925,0.4500037767510952,0.4500037768074143,0.45000377680622805,0.4499999999991848,0.45,2.205846806621411e-62,1.526963807040798e-14,49.87686391370904
19.0,49.64858738240373,6.803541815582593e-06,49.64858738240407,6.803541815167694e-06,49.43767487846469,3.401770907833406e-06,49.43767487846475,3.4017709079954274e-06,49.43767487851595,3.4017709075342396e-06,49.437674878515736,3.4017709076518992e-06,1.2716107904632213e-188,49.30949990302194,1.7008854539132148e-06,49.30949990312537,1.7008854538160336e-06,49.30949990312538,1.7008854538239726e-06,49.309499903105134,1.7008854538852197e-06,49.30949990310517,1.7008854538817337e-06,49.64550897727869,6.803541815597926e-06,49.64550897727937,6.803541815162828e-06,49.43535758954572,3.4017709078312233e-06,49.43535758954593,3.401770907795596e-06,49.43535758959757,3.4017709075689954e-06,49.43535758959713,3.401770907695005e-06,49.30949990302877,49.309499903028716,1.7008854539506523e-06,49.309499903021575,1.7008854540003418e-06,0.45000000000617535,0.4499999999948089,49.651665787528785,49.7537275900123,0.45000016565565903,0.45000016564591117,0.45000016560167255,0.45000016559459366,0.45000302994320146,0.45000302994287006,0.45000302997816993,0.4500030299665559,0.45000302966817096,0.4500030296671932,0.45000302971688816,0.4500030297164895,0.4499999999978636,0.45,-7.115274873255202e-64,1.5269638070361577e-14,49.876863795006194
20.0,49.648587095297735,6.8035473741258245e-06,49.648587095298325,6.803547373618684e-06,49.43767443976628,3.4017736870892008e-06,49.4376744397664,3.40177368717482e-06,49.43767443981864,3.4017736867995523e-06,49.4376744398184,3.4017736868526287e-06,3.4565965045886175e-188,49.30949953981995,1.7008868435454597e-06,49.30949953989445,1.7008868434396532e-06,49.309499539894496,1.700886843450107e-06,49.309499539878516,1.7008868434721852e-06,49.30949953987855,1.7008868434722856e-06,49.64550868765758,6.803547374134182e-06,49.645508687658754,6.8035473736280605e-06,49.43535714933777,3.4017736870198372e-06,49.43535714933806,3.4017736869925268e-06,49.43535714939014,3.401773686829133e-06,49.435357149389645,3.4017736868787e-06,49.30949953982409,49.30949953982391,1.7008868435469661e-06,49.309499539819704,1.7008868436065877e-06,0.44999999999917184,0.4499999999852784,49.651665502937895,49.75372738880608,0.4500001209631658,0.45000012095801467,0.4500001209236394,0.45000012092044595,0.45000242737890717,0.45000242737829543,0.4500024274088958,0.4500024273997804,0.4500024269979579,0.4500024269960342,0.4500024270381667,0.4500024270379636,0.44999999999897033,0.45,-5.530029728776026e-65,1.526963807041063e-14,49.87686369440309
