time [second],TC1/v_mm3_s [mm3_per_s],TC2/v_mm3_s [mm3_per_s],TC3/v_mm3_s [mm3_per_s],TC4/v_mm3_s [mm3_per_s],TC5/v_mm3_s [mm3_per_s],TC6/v_mm3_s [mm3_per_s],V07/v_mm3_s [mm3_per_s],V02/v_mm3_s [mm3_per_s],V03/v_mm3_s [mm3_per_s],TC1/u_mmHg [dimensionless],TC2/u_mmHg [dimensionless],TC3/u_mmHg [dimensionless],TC4/u_mmHg [dimensionless],TC5/u_mmHg [dimensionless],TC6/u_mmHg [dimensionless],V07/u_mmHg [dimensionless],V02/u_mmHg [dimensionless],V03/u_mmHg [dimensionless],TC1/H_mean [dimensionless],TC2/H_mean [dimensionless],TC3/H_mean [dimensionless],TC4/H_mean [dimensionless],TC5/H_mean [dimensionless],TC6/H_mean [dimensionless],V07/H_mean [dimensionless],V02/H_mean [dimensionless],V03/H_mean [dimensionless]
21.0,1.4568554811052262e-06,1.641759613484072e-06,-2.0742548292310756e-08,3.743916377561058e-06,3.143303060974332e-06,1.9610987433508266e-06,2.373268547665397e-06,5.451141165022696e-06,3.0778725370124256e-06,47.53183531279404,47.43205703778106,47.619572976587015,47.22333538083953,47.254047096191364,47.30187851401523,48.75001900366602,49.14219910243334,48.44477173288916,0.4489315505408832,0.48810738657629404,0.464295599085772,0.3984515631084969,0.467999463602468,0.37206491756802845,0.38447236060885476,0.4326199883015119,0.46974549352569206
22.0,1.4568558152688335e-06,1.6417354727840563e-06,-2.0718508977316442e-08,3.7439167551513815e-06,3.1433022673680383e-06,1.9610996666619423e-06,2.3732686783319847e-06,5.4511415256155e-06,3.0778727366666158e-06,47.53183527984833,47.43205704162766,47.61957298007151,47.223335337826335,47.25404714653289,47.30187852958707,48.75001892085199,49.1421990453449,48.44477165790414,0.4489313712388711,0.48811554496865767,0.4649110286492844,0.3984515019767221,0.46876778328236823,0.37206471742049096,0.3844723475195434,0.4326199904477461,0.4697454487009369
23.0,1.4568559044073402e-06,1.6417115701796762e-06,-2.069463104487786e-08,3.743916946055244e-06,3.1433019012087268e-06,1.9611001274507663e-06,2.3732687567154734e-06,5.451141709366909e-06,3.0778728150709872e-06,47.531835248762,47.43205705936931,47.61957299729997,47.22333531526405,47.254047196476655,47.30187852665866,48.75001887787655,49.14219901548643,48.44477162395756,0.4489312820517909,0.488123665759495,0.46552296120994174,0.39845147081767757,0.46952798117128375,0.37206461158769305,0.3844723384357272,0.4326199915530992,0.4697454221081189
24.0,1.4568559571832564e-06,1.641687820756096e-06,-2.0670931549367634e-08,3.7439170544063684e-06,3.1433019337187275e-06,1.9611001086627242e-06,2.373268881634762e-06,5.451141782333471e-06,3.0778728643693e-06,47.53183525124128,47.43205708033413,47.619573018954995,47.22333530440725,47.25404724602431,47.30187851575486,48.75001885760278,49.14219900478757,48.44477161330253,0.4489312679833329,0.48813175455890895,0.4661314233318641,0.3984514538228904,0.4702801414230763,0.37206460977609795,0.3844723601563277,0.4326199928493207,0.46974540492091743
25.0,1.4568561519525286e-06,1.6416641065797107e-06,-2.0647400624885674e-08,3.7439170900692854e-06,3.1433020447366424e-06,1.9610999474351188e-06,2.373268924042265e-06,5.451141755263913e-06,3.0778728412250184e-06,47.53183528747093,47.43205711016809,47.61957304933122,47.22333530369079,47.254047295175084,47.301878546545275,48.750018859131195,49.14219900873804,48.44477163115302,0.4489312662911209,0.4881398579728686,0.4667364433060516,0.3984514491381481,0.4710243536753818,0.3720646633504866,0.38447239412229783,0.4326199936618354,0.46974538942707433
26.0,1.4568564224973965e-06,1.6416404246723775e-06,-2.0624050505944885e-08,3.7439170772264744e-06,3.1433019136428015e-06,1.9610999779816968e-06,2.373268893013354e-06,5.451141678241168e-06,3.077872770265339e-06,47.53183532522308,47.43205714396773,47.61957308242564,47.22333531091827,47.25404734392761,47.30187861664611,48.75001887507865,49.1421990204211,48.44477166332322,0.4489312406207746,0.4881479532098321,0.46733804660202943,0.39845145305253377,0.4717606977639859,0.3720646954051075,0.38447240860210063,0.43261999363529474,0.4697453778419022
27.0,1.4568566015952623e-06,1.641617022575511e-06,-2.0600869205786385e-08,3.743917054977788e-06,3.143301424120416e-06,1.961100343948214e-06,2.373268834695359e-06,5.451141612893127e-06,3.0778727263155098e-06,47.531835343913926,47.43205718226495,47.61957312127557,47.22333532026787,47.254047392282914,47.30187870125073,48.750018892451344,49.14219903158097,48.44477168765527,0.4489312119408661,0.4881559786815541,0.467936259642193,0.3984514588079115,0.4724892585120924,0.37206465966745544,0.38447239939833755,0.43261999331376666,0.46974537199050065
28.0,1.4568565749237962e-06,1.6415939788234417e-06,-2.0577876723941035e-08,3.7439170493722313e-06,3.1433009496435053e-06,1.9611007177626715e-06,2.3732688393261665e-06,5.451141559915811e-06,3.077872682168299e-06,47.53183535007293,47.432057219185324,47.61957315756627,47.223335327274384,47.25404744024674,47.301878743485844,48.75001890461096,49.14219903958215,48.44477170381377,0.4489312327982755,0.4881638686437848,0.4685311098482714,0.39845146176022334,0.47321011860243156,0.37206459860575225,0.3844723865821276,0.4326199937434906,0.46974537185115944
29.0,1.4568564403812365e-06,1.6415711956514716e-06,-2.0555063675655707e-08,3.7439170624428188e-06,3.143300849563573e-06,1.961100767806653e-06,2.373268892269092e-06,5.451141496843762e-06,3.077872605848204e-06,47.531835364864996,47.43205725370459,47.61957319262169,47.22333533265703,47.25404748782462,47.301878740367385,48.75001891598156,49.142199049188385,48.44477172553929,0.44893130782247664,0.4881716739276962,0.46912262313157344,0.398451461867121,0.4739233584683107,0.3720645855552919,0.3844723962938965,0.4326199946328728,0.46974537172023206
30.0,1.4568565144976763e-06,1.6415484062397397e-06,-2.053243903178816e-08,3.743917056165467e-06,3.143301159205507e-06,1.9611004303751206e-06,2.3732689322790276e-06,5.451141404873165e-06,3.07787249822364e-06,47.531835418141654,47.43205728457922,47.61957322325476,47.22333533924116,47.254047535018955,47.30187874014182,48.75001893220342,49.14219906262235,48.444771760071504,0.44893138042407577,0.4881794627517317,0.4697108262064608,0.39845146476961957,0.47462905759384627,0.37206466173839425,0.3844724236089977,0.4326199948439316,0.4697453667668204
31.0,1.4568567572577023e-06,1.6415256270338574e-06,-2.0509968186062936e-08,3.743917031895735e-06,3.143301540221848e-06,1.9611000167766947e-06,2.373268936230118e-06,5.451141306751453e-06,3.077872384792263e-06,47.53183546996357,47.43205732301236,47.619573262638696,47.22333534841606,47.25404758182855,47.30187876874162,48.750018953096216,49.14219907845206,48.444771800635515,0.4489313906776909,0.48818728261507455,0.4702957439198771,0.39845147073803033,0.4753272962946341,0.37206477116766246,0.38447244393965285,0.4326199940197282,0.4697453588672682
32.0,1.4568570615728047e-06,1.6415029716032433e-06,-2.0487683806485066e-08,3.7439170098732376e-06,3.143301308183374e-06,1.96110009690914e-06,2.373268884770988e-06,5.451141199311796e-06,3.077872323936588e-06,47.53183551066363,47.432057359609274,47.61957329771204,47.223335361878696,47.25404762824889,47.301878874650754,48.750018979121236,49.14219909656799,48.444771837213125,0.44893135853046495,0.48819503394207914,0.4708774028072719,0.39845147780519136,0.476018155319494,0.37206481191120516,0.3844724490263165,0.432619993169,0.46974535248479604
33.0,1.4568570426395563e-06,1.64148079121359e-06,-2.0465543315611612e-08,3.743916982305978e-06,3.143300764376805e-06,1.9611004951304117e-06,2.373268805451772e-06,5.451141137394469e-06,3.0778722748982054e-06,47.5318355036362,47.432057403158915,47.619573342948534,47.22333537123474,47.254047674285104,47.30187895498899,48.75001899642339,49.14219910617606,48.44477185824124,0.448931352192829,0.4882026744348578,0.4714558264331971,0.3984514841838416,0.47670171374006604,0.37206476650798626,0.3844724258988339,0.4326199926928574,0.4697453500860172
34.0,1.4568570411175746e-06,1.6414587693310574e-06,-2.044360514663124e-08,3.7439170112278318e-06,3.1433004078119344e-06,1.9611007515311126e-06,2.373268848589674e-06,5.45114105337104e-06,3.0778722154631643e-06,47.531835527071564,47.43205743545675,47.61957337469225,47.223335380347756,47.254047719944474,47.30187897509248,48.750019013125254,49.1421991188967,48.44477188276867,0.44893139619873035,0.48821020692926576,0.4720310424058641,0.3984514835290913,0.47737805203510403,0.37206471969788835,0.38447242837836204,0.43261999342049234,0.46974534972083065
35.0,1.45685708833519e-06,1.6414368586448216e-06,-2.0421830765790296e-08,3.743917028052309e-06,3.1433006047940647e-06,1.9611004552689014e-06,2.373268853695998e-06,5.45114097859914e-06,3.0778721155947827e-06,47.53183556366286,47.43205746779838,47.619573407403955,47.223335386652955,47.25404776523209,47.30187894644938,48.75001902800383,49.14219913018034,48.44477191243473,0.44893144736671153,0.48821771022529975,0.47260307252457207,0.3984514834024136,0.47804723660850484,0.37206477077609246,0.38447244105036216,0.4326199935674518,0.46974534600218837
36.0,1.4568572747335509e-06,1.6414149706529923e-06,-2.040023087651009e-08,3.7439170319596374e-06,3.143301090822272e-06,1.9611000046616193e-06,2.373268918063795e-06,5.4511409104893705e-06,3.0778720052042575e-06,47.53183561195481,47.43205749834888,47.619573436971876,47.22333539212589,47.25404781014761,47.301878956567364,48.75001904089455,49.142199140870694,48.444771942506335,0.44893147100826997,0.48822518892560895,0.4731719425435693,0.39845148471025177,0.4787093450377556,0.3720648783024222,0.38447245608986425,0.4326199932321866,0.46974534224545117
37.0,1.4568573831717807e-06,1.6413933545812875e-06,-2.0378766865879356e-08,3.743917020945047e-06,3.1433010703399972e-06,1.9610998943344404e-06,2.3732689177507795e-06,5.451140824249278e-06,3.077871941968837e-06,47.531835635179796,47.43205753810175,47.619573477873836,47.22333540148944,47.25404785468546,47.3018790569747,48.750019060235225,49.142199156011586,48.44477197373814,0.44893147573072123,0.48823262299428327,0.4737376756436359,0.3984514890823354,0.4793644546429884,0.3720649590595648,0.3844724737515511,0.4326199930096458,0.4697453371999429
38.0,1.4568574098537459e-06,1.6413719544777117e-06,-2.0357481597991665e-08,3.7439170014892636e-06,3.1433005445604134e-06,1.961100276583794e-06,2.3732688552254916e-06,5.45114073294927e-06,3.0778718895388847e-06,47.53183565320852,47.4320575733419,47.61957351236758,47.22333541255107,47.254047898848235,47.301879151199564,48.75001908127035,49.142199169788015,48.444772000541015,0.44893149973263563,0.48823995408606263,0.47430029790002687,0.3984514950486571,0.4800126461710442,0.37206492498657767,0.3844724698553016,0.4326199930506933,0.46974533524188633
39.0,1.4568573590030122e-06,1.6413508028233687e-06,-2.0336358537114176e-08,3.7439169898772737e-06,3.143299785130414e-06,1.961100884292843e-06,2.373268820835679e-06,5.451140652250522e-06,3.07787181381012e-06,47.531835672556795,47.43205760630253,47.619573545374344,47.22333542296411,47.254047942640234,47.30187921671824,48.75001910077981,49.14219918211437,48.44477202558591,0.4489315536055717,0.48824720110229614,0.4748598302557677,0.3984514998031395,0.48065398483250416,0.372064823971871,0.38447245278877135,0.43261999321874167,0.4697453366136743
40.0,1.4568573634961754e-06,1.641329733584098e-06,-2.031540380899417e-08,3.743916970638395e-06,3.1432996728345304e-06,1.96110111427282e-06,2.373268904850727e-06,5.451140595815989e-06,3.0778716929851794e-06,47.531835708180495,47.43205763521984,47.6195735740654,47.22333542733693,47.25404798607217,47.30187918243702,48.75001911087612,49.142199189987416,48.44477205043075,0.4489316180906295,0.4882544053836187,0.4754162960140745,0.39845150362959136,0.48128853983070125,0.3720647529092692,0.38447245168031224,0.4326199934112234,0.4697453367400571
41.0,1.4568574876339896e-06,1.6413087340564128e-06,-2.0294606155960058e-08,3.7439169476730456e-06,3.143299896221199e-06,1.961100952802596e-06,2.373268901638076e-06,5.451140509451443e-06,3.077871609973519e-06,47.5318357488993,47.43205766948045,47.61957360835085,47.223335434776075,47.254048029091685,47.30187919890884,48.75001912792309,49.142199203482456,48.444772082653316,0.4489316497073365,0.4882616051891516,0.4759693783199369,0.39845150888667513,0.48191563352895267,0.37206479858013053,0.3844724769392138,0.432619993255009,0.4697453309897152
42.0,1.4568575895410505e-06,1.6412879045525255e-06,-2.02739503717146e-08,3.7439169189205304e-06,3.1432997400304656e-06,1.9611009102077694e-06,2.3732688812764706e-06,5.451140427968713e-06,3.0778715438929074e-06,47.531835775656255,47.4320577044683,47.61957364326192,47.22333544390485,47.2540480717941,47.30187924541216,48.75001914637768,49.14219921661294,48.44477211170024,0.4489316632909074,0.4882687491858298,0.4765197618074149,0.3984515154060135,0.4825367996632229,0.3720648340596285,0.3844724833761087,0.432619992839371,0.4697453264205559
43.0,1.4568576617312503e-06,1.6412672638507394e-06,-2.0253450296195077e-08,3.7439168966074947e-06,3.1432996683025154e-06,1.961100915411676e-06,2.373268872680367e-06,5.451140351764113e-06,3.077871478831145e-06,47.531835800614616,47.43205773749393,47.619573676402005,47.22333545256132,47.25404811414323,47.30187928756523,48.75001916349232,49.14219922871089,48.44477213829879,0.4489316840494018,0.4882758249984303,0.47706718326521863,0.3984515209720568,0.4831514800489418,0.3720648563117792,0.3844724853364936,0.4326199926615234,0.46974532308331535
44.0,1.4568577302250803e-06,1.6412467751193622e-06,-2.0233104857718437e-08,3.743916879773551e-06,3.143299576090645e-06,1.961100904990291e-06,2.373268868481518e-06,5.451140276212211e-06,3.077871405137562e-06,47.531835827698,47.43205776956579,47.61957370846285,47.223335460639625,47.25404815613346,47.30187931978182,48.75001917987184,49.14219924037168,48.44477216503162,0.4489317100567809,0.4882828456376989,0.47761162115986905,0.39845152566209313,0.4837596461943602,0.3720648765747466,0.38447248835478715,0.432619992631349,0.46974532014918174
45.0,1.4568578127444908e-06,1.6412264266488918e-06,-2.021290984366276e-08,3.7439168706714704e-06,3.143299494921565e-06,1.961100911121666e-06,2.3732688719590527e-06,5.451140197252755e-06,3.077871329581028e-06,47.53183585689148,47.43205780147734,47.61957374038122,47.22333546886185,47.25404819776837,47.30187935566506,48.75001919675008,49.14219925273552,48.44477219286382,0.44893173501704126,0.48828981886533485,0.47815310543227063,0.39845152943787276,0.48436138269499646,0.3720648951323356,0.3844724947043314,0.43261999260224004,0.4697453172530861
46.0,1.4568578955633214e-06,1.6412062279780028e-06,-2.0192863054904792e-08,3.743916857507162e-06,3.1432994120566733e-06,1.9611009171788417e-06,2.373268863879042e-06,5.4511401211226795e-06,3.077871256767202e-06,47.531835884814605,47.43205783366472,47.619573772548286,47.22333547693068,47.25404823905007,47.30187939371473,48.75001921347108,49.142199264748776,48.44477222035484,0.44893175751514836,0.4882967421811367,0.47869165853641693,0.3984515336603439,0.48495675821724643,0.3720649149108257,0.3844725004285784,0.4326199923962872,0.4697453137887611
47.0,1.4568579622780364e-06,1.6411861892239875e-06,-2.0172963871255386e-08,3.7439168457748957e-06,3.143299284539874e-06,1.9611009743926727e-06,2.3732688600297668e-06,5.451140048449443e-06,3.0778711865511377e-06,47.53183591014761,47.4320578656561,47.619573804480005,47.2233354847965,47.254048279980346,47.301879431282345,48.75001922944619,49.14219927617581,48.44477224637193,0.4489317809052285,0.4883036107413967,0.4792273022785231,0.3984515376464969,0.4855458405466686,0.3720649228525553,0.3844725041997007,0.4326199922215403,0.46974531084395466
48.0,1.4568580157464864e-06,1.641166312097826e-06,-2.0153210938568015e-08,3.743916837687264e-06,3.1432990975472655e-06,1.9611010705177417e-06,2.3732688588180925e-06,5.451139974685771e-06,3.07787111960862e-06,47.531835935101235,47.43205789718984,47.61957383602519,47.22333549291665,47.25404832056123,47.301879475710244,48.75001924571789,49.14219928795565,48.4447722720761,0.4489318082768548,0.48831042403349845,0.47976005809451844,0.3984515412585347,0.4861286962055419,0.3720649258076895,0.38447250793107707,0.4326199921799938,0.46974530833472505
49.0,1.4568580688552287e-06,1.6411465769136176e-06,-2.013360337629197e-08,3.7439168227748624e-06,3.143298986303309e-06,1.961101126825059e-06,2.3732688533201753e-06,5.451139905329937e-06,3.0778710450129483e-06,47.53183596119432,47.432057928101116,47.61957386694594,47.22333550015325,47.254048360796276,47.30187950323783,48.750019260676325,49.14219929847629,48.444772297209056,0.4489318378891812,0.4883171875384328,0.48028994720985496,0.39845154543060524,0.4867053909694031,0.3720649283740947,0.38447251016179673,0.432619992120709,0.46974530569249845
50.0,1.4568581414777184e-06,1.6411269672237894e-06,-2.0114138915358038e-08,3.743916819064355e-06,3.1432988713419856e-06,1.961101167963692e-06,2.3732688657858617e-06,5.451139830114538e-06,3.0778709708239387e-06,47.53183598949087,47.432057958692305,47.619573897566276,47.22333550794395,47.25404840068685,47.301879536131864,48.750019276548294,49.14219931031118,48.44477232368321,0.44893186468638874,0.48832390800712994,0.4808169905607039,0.3984515484017566,0.4872759898477332,0.37206493735354035,0.38447251687164197,0.43261999215386804,0.46974530337954506
51.0,1.4568582286271649e-06,1.6411074872815548e-06,-2.0094815124617115e-08,3.7439168051988644e-06,3.143298843289495e-06,1.9611011306477323e-06,2.3732688590962878e-06,5.451139758537275e-06,3.0778708980704603e-06,47.531836017622346,47.43205798948514,47.61957392837415,47.22333551538947,47.25404844023605,47.30187956327223,48.750019292224984,49.14219932154735,48.44477235013855,0.4489318860391782,0.4883305852971137,0.4813412088877426,0.3984515525045291,0.48784055704730017,0.3720649608771811,0.38447252224221146,0.432619991933154,0.46974529987989566
52.0,1.4568583073598463e-06,1.6410881548084924e-06,-2.0075631050695033e-08,3.7439167963916915e-06,3.143298790762679e-06,1.9611011227681956e-06,2.373268857901534e-06,5.451139688293622e-06,3.0778708281865445e-06,47.53183604297882,47.43205802031092,47.61957395915514,47.22333552282926,47.254048479444954,47.301879595948456,48.75001930741967,49.1421993324939,48.444772375485826,0.4489319052219712,0.48833721254152523,0.4818626227281614,0.39845155599410526,0.48839915664449934,0.3720649808207868,0.3844725271492749,0.4326199917473956,0.46974529692725736
53.0,1.45685836519098e-06,1.6410689853558727e-06,-2.0056585266975146e-08,3.743916790464886e-06,3.1432986424383713e-06,1.9611011731947745e-06,2.373268857081184e-06,5.451139616159511e-06,3.077870766453126e-06,47.531836066295625,47.43205805099744,47.619573989838976,47.22333553088554,47.25404851831504,47.30187964266304,48.750019323560444,49.14219934425253,48.44477240060904,0.44893192801457044,0.48834378479204454,0.4823812523609084,0.3984515593133204,0.48895185176063133,0.37206499538136734,0.38447253127109543,0.4326199916501421,0.4697452942751418
54.0,1.4568584081108574e-06,1.641049964181069e-06,-2.00376781111744e-08,3.743916773385215e-06,3.1432985107113534e-06,1.9611012504479947e-06,2.3732688413930755e-06,5.451139550796769e-06,3.077870697505731e-06,47.53183608971161,47.43205808084993,47.61957401965999,47.223335537855796,47.25404855684964,47.30187967566274,48.750019337896155,49.142199354093364,48.44477242427474,0.4489319562652709,0.4883503042239197,0.48289711794398305,0.3984515636673854,0.48949870500855974,0.3720649962523995,0.38447253221121264,0.43261999154304587,0.4697452915262518
55.0,1.456858464586395e-06,1.6410310669310576e-06,-2.0018907149563118e-08,3.7439167716804913e-06,3.143298311757669e-06,1.9611013672601875e-06,2.3732688584704287e-06,5.451139477256063e-06,3.0778706278425433e-06,47.5318361160117,47.43205811013879,47.61957404900918,47.22333554561206,47.25404859505009,47.30187971517023,48.75001935339666,49.14219936570984,48.444772449418586,0.44893198507067933,0.4883567809665621,0.4834102393198818,0.39845156638240714,0.49003977805963633,0.37206499179443864,0.38447253764160216,0.43261999168647375,0.46974528985533565
56.0,1.4568585425470833e-06,1.6410122854017975e-06,-2.0000270333541405e-08,3.7439167582266367e-06,3.1432982448792605e-06,1.961101366922221e-06,2.3732688527883093e-06,5.451139407664094e-06,3.077870557763331e-06,47.531836143879346,47.432058139434616,47.619574078317775,47.22333555285497,47.254048632920565,47.30187974122023,48.750019368611675,49.142199376703246,48.44477247492128,0.44893200918419474,0.4883632183448209,0.483920636227671,0.39845157036734585,0.4905751315113612,0.37206500634964906,0.3844725430429738,0.43261999157915226,0.4697452866799519
57.0,1.4568586185371942e-06,1.6409936365141251e-06,-1.99817656719218e-08,3.743916751503538e-06,3.1432982440867807e-06,1.9611013225317636e-06,2.3732688594277788e-06,5.451139339730785e-06,3.0778704881739605e-06,47.531836169173616,47.432058169000456,47.61957410785499,47.22333555978702,47.2540486704626,47.301879765437384,48.75001938291831,49.14219938720258,48.44477249944788,0.4489320292216624,0.48836961159789666,0.4844283281391517,0.3984515734375249,0.49110482595572663,0.37206502984840956,0.38447254920604845,0.43261999146887686,0.46974528394083476
58.0,1.4568586812596869e-06,1.6409751360079569e-06,-1.9963392449981254e-08,3.743916742378155e-06,3.1432982092123408e-06,1.9611012811349116e-06,2.3732688546281585e-06,5.4511392739768355e-06,3.0778704246700802e-06,47.53183619238367,47.4320581984817,47.61957413731516,47.22333556685767,47.25404870767736,47.30187979711554,48.750019397511444,49.14219939771508,48.444772523461154,0.44893205008615816,0.48837595464007716,0.48493333435054264,0.39845157683518445,0.4916289212338466,0.3720650568170558,0.3844725538912766,0.43261999124775463,0.4697452808941129
