environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s)
873,49.912688840671,9.64826101746028e-06,49.7511429420155,4.37943448009122e-06,49.7505025565264,5.26882652342273e-06,49.5614264338014,1.63768735573769e-11,49.6200374466104,4.37941810618756e-06,49.5806804289158,2.63441326000185e-06,49.5806804289087,2.63441326829789e-06,49.7492763116034,4.3794344873914e-06,49.7479955406246,5.26882653012145e-06,49.5000079321722,1.63768738180276e-11,49.6172299577844,4.37941811052632e-06,49.5787918246788,2.63441326072676e-06,49.5787918246645,2.63441326938364e-06,0.465601931047924,0.431229569103865,49.8253776813418,9.64826101751532e-06,0.431231181715545,0.244819530713308,49.6556934862124,4.37943448738133e-06,0.465601931735233,0.465601931084041,49.6220885912898,5.26882653011216e-06
874,49.9126888407046,9.64826101945875e-06,49.7511429420591,4.37943449548921e-06,49.7505025565675,5.26882653921391e-06,49.5614264338271,1.63768735644915e-11,49.6200374466523,4.37941811502995e-06,49.5806804288939,2.63441326457869e-06,49.5806804288864,2.63441327125745e-06,49.7492763116509,4.3794344875811e-06,49.7479955406682,5.2688265318326e-06,49.5000079321719,1.6376873789116e-11,49.6172299578282,4.37941811070071e-06,49.5787918246579,2.63441326259377e-06,49.578791824643,2.6344132692407e-06,0.465601931948305,0.431229570077037,49.8253776814095,9.64826101945437e-06,0.431231182552637,0.244819531188543,49.6556934862664,4.37943448759142e-06,0.465601931942514,0.465601931418268,49.6220885912842,5.2688265318493e-06
875,49.9126888406623,9.64826101825623e-06,49.7511429419933,4.37943447828314e-06,49.7505025565034,5.26882652396989e-06,49.5614264338009,1.63768735574271e-11,49.6200374466111,4.37941810494487e-06,49.5806804288482,2.63441326194211e-06,49.5806804288415,2.63441326701113e-06,49.7492763115811,4.37943448657587e-06,49.747995540601,5.26882653173731e-06,49.5000079321716,1.63768737603538e-11,49.6172299577854,4.37941810971077e-06,49.5787918246101,2.63441326340448e-06,49.5787918245968,2.63441326832509e-06,0.465601931004862,0.431229568967258,49.8253776813244,9.64826101828658e-06,0.43123118166927,0.244819530687036,49.655693486206,4.3794344865646e-06,0.465601931559935,0.465601931162045,49.6220885912345,5.26882653172834e-06
876,49.9126888407025,9.64826102035246e-06,49.7511429420476,4.37943449616396e-06,49.7505025565546,5.26882654176961e-06,49.5614264338302,1.63768735655295e-11,49.6200374466587,4.37941811524206e-06,49.5806804288363,2.63441326686098e-06,49.580680428831,2.63441327057663e-06,49.7492763116401,4.37943448703439e-06,49.7479955406548,5.26882653326944e-06,49.5000079321713,1.63768734728515e-11,49.6172299578351,4.37941811015223e-06,49.5787918245988,2.63441326482652e-06,49.5787918245883,2.63441326844771e-06,0.465601932043617,0.431229570109396,49.8253776814053,9.64826102037568e-06,0.431231182623063,0.244819531228526,49.6556934862693,4.37943448704664e-06,0.465601931828928,0.46560193153727,49.622088591239,5.26882653328903e-06
877,49.9126888406543,9.64826101878217e-06,49.7511429419744,4.37943447640892e-06,49.7505025564835,5.26882652374485e-06,49.5614264337995,1.63768735572373e-11,49.6200374466101,4.37941810370844e-06,49.5806804287953,2.63441326327411e-06,49.5806804287916,2.63441326600907e-06,49.7492763115623,4.37943448608539e-06,49.74799554058,5.26882653276307e-06,49.5000079321709,1.63768734443881e-11,49.6172299577847,4.37941810922145e-06,49.5787918245553,2.63441326501942e-06,49.5787918245479,2.63441326773447e-06,0.465601930943263,0.431229568836642,49.8253776813082,9.64826101883136e-06,0.431231181589475,0.244819530641735,49.6556934862001,4.37943448607166e-06,0.465601931435432,0.465601931220753,49.6220885911907,5.26882653274151e-06
878,49.9126888407016,9.64826102108404e-06,49.7511429420403,4.3794344973605e-06,49.7505025565462,5.26882654409908e-06,49.5614264338331,1.63768735664983e-11,49.6200374466643,4.37941811581313e-06,49.580680428793,2.63441326840941e-06,49.5806804287904,2.63441327047364e-06,49.7492763116336,4.37943448679787e-06,49.747995540646,5.26882653421819e-06,49.5000079321706,1.63768734160742e-11,49.6172299578412,4.37941810991473e-06,49.5787918245539,2.6344132660675e-06,49.5787918245488,2.63441326815646e-06,0.46560193214592,0.431229570178249,49.8253776814035,9.64826102103143e-06,0.431231182686366,0.244819531264464,49.6556934862739,4.3794344868129e-06,0.465601931792692,0.465601931630663,49.6220885912047,5.26882653423854e-06
879,49.9126888406467,9.6482610191354e-06,49.751142941958,4.3794344745692e-06,49.7505025564666,5.26882652289599e-06,49.5614264337968,1.63768735566837e-11,49.6200374466067,4.37941810253972e-06,49.5806804287559,2.63441326376741e-06,49.580680428754,2.63441326536424e-06,49.7492763115458,4.37943448582932e-06,49.7479955405624,5.26882653337286e-06,49.5000079321703,1.63768733879098e-11,49.6172299577813,4.37941810896717e-06,49.5787918245145,2.63441326586428e-06,49.5787918245108,2.63441326749858e-06,0.465601930866576,0.431229568714431,49.8253776812931,9.6482610191706e-06,0.431231181484218,0.244819530581978,49.6556934861933,4.37943448581427e-06,0.465601931365852,0.46560193124051,49.6220885911566,5.26882653335269e-06
880,49.912688840702,9.6482610216841e-06,49.7511429420361,4.37943449890582e-06,49.7505025565412,5.26882654624425e-06,49.5614264338351,1.6376873567238e-11,49.6200374466682,4.37941811666789e-06,49.5806804287623,2.63441326942318e-06,49.5806804287609,2.6344132706755e-06,49.74927631163,4.37943448674251e-06,49.747995540641,5.26882653485939e-06,49.50000793217,1.63768736187852e-11,49.6172299578454,4.37941810985759e-06,49.5787918245225,2.63441326679222e-06,49.5787918245197,2.63441326807369e-06,0.465601932249052,0.431229570268897,49.8253776814044,9.64826102160077e-06,0.43123118275854,0.244819531305439,49.6556934862782,4.37943448676015e-06,0.465601931798336,0.465601931700035,49.62208859118,5.26882653487701e-06
881,49.9126888406394,9.64826101934848e-06,49.7511429419432,4.37943447268933e-06,49.7505025564517,5.26882652160678e-06,49.5614264337929,1.63768735558135e-11,49.6200374466008,4.37941810145037e-06,49.5806804287273,2.63441326387273e-06,49.5806804287262,2.63441326484875e-06,49.7492763115307,4.37943448569061e-06,49.7479955405469,5.26882653373314e-06,49.5000079321697,1.63768735909198e-11,49.6172299577755,4.37941810882981e-06,49.5787918244852,2.63441326636238e-06,49.578791824483,2.63441326735905e-06,0.465601930770737,0.431229568587163,49.8253776812783,9.64826101932976e-06,0.431231181371126,0.244819530517773,49.655693486185,4.37943448567239e-06,0.465601931314905,0.465601931238293,49.6220885911308,5.26882653369466e-06
882,49.9126888407038,9.64826102220694e-06,49.7511429420351,4.37943450077527e-06,49.7505025565397,5.2688265484089e-06,49.5614264338368,1.63768735679067e-11,49.6200374466712,4.3794181177862e-06,49.5806804287411,2.63441327022545e-06,49.5806804287402,2.63441327099329e-06,49.7492763116294,4.37943448678627e-06,49.7479955406395,5.26882653531761e-06,49.5000079321694,1.6376873563204e-11,49.6172299578488,4.37941810989977e-06,49.5787918245011,2.63441326727978e-06,49.5787918244993,2.63441326804653e-06,0.465601932365669,0.431229570385572,49.8253776814082,9.64826102209008e-06,0.431231182844365,0.244819531354164,49.6556934862827,4.37943448680562e-06,0.465601931820108,0.465601931759837,49.6220885911631,5.26882653533994e-06
883,49.9126888406321,9.64826101943167e-06,49.7511429419292,4.37943447060939e-06,49.7505025564378,5.26882651994487e-06,49.5614264337881,1.63768735546905e-11,49.6200374465932,4.37941810025183e-06,49.5806804287062,2.63441326371281e-06,49.5806804287055,2.63441326429156e-06,49.7492763115162,4.37943448560089e-06,49.7479955405325,5.26882653391442e-06,49.5000079321691,1.63768735356376e-11,49.6172299577678,4.37941810874189e-06,49.5787918244636,2.63441326665763e-06,49.5787918244621,2.63441326724429e-06,0.465601930655266,0.431229568445335,49.8253776812636,9.64826101940434e-06,0.43123118124771,0.244819530447707,49.6556934861752,4.37943448557962e-06,0.465601931266451,0.465601931221022,49.622088591111,5.26882653388384e-06
884,49.9126888407076,9.64826102264657e-06,49.7511429420368,4.37943450306575e-06,49.750502556541,5.26882655078425e-06,49.5614264338388,1.63768735686609e-11,49.6200374466745,4.37941811911917e-06,49.5806804287268,2.63441327096385e-06,49.5806804287263,2.63441327142041e-06,49.7492763116318,4.37943448688761e-06,49.7479955406411,5.26882653566552e-06,49.5000079321688,1.63768735082207e-11,49.6172299578525,4.37941810999818e-06,49.5787918244867,2.63441326761375e-06,49.5787918244856,2.6344132680621e-06,0.465601932495719,0.43122957052563,49.8253776814156,9.64826102266761e-06,0.431231182950367,0.244819531414343,49.6556934862882,4.37943448690839e-06,0.465601931853245,0.465601931817408,49.6220885911521,5.268826535691e-06
885,49.9126888406243,9.64826101937478e-06,49.7511429419148,4.37943446809621e-06,49.7505025564236,5.26882651770447e-06,49.5614264337824,1.63768735533384e-11,49.6200374465842,4.37941809883748e-06,49.5806804286903,2.63441326335443e-06,49.5806804286899,2.6344132636987e-06,49.7492763115012,4.37943448552098e-06,49.7479955405178,5.2688265339728e-06,49.5000079321684,1.63768734809533e-11,49.6172299577586,4.37941810866458e-06,49.5787918244472,2.63441326680767e-06,49.5787918244463,2.63441326715091e-06,0.465601930506743,0.431229568273261,49.8253776812479,9.64826101946528e-06,0.431231181105658,0.244819530367061,49.6556934861637,4.37943448549686e-06,0.465601931216251,0.465601931189228,49.6220885910951,5.26882653393204e-06
886,49.9126888407118,9.64826102311605e-06,49.7511429420413,4.37943450591213e-06,49.7505025565451,5.268826553576e-06,49.5614264338416,1.63768735696225e-11,49.620037446679,4.37941812076517e-06,49.5806804287177,2.63441327173124e-06,49.5806804287174,2.63441327199663e-06,49.749276311637,4.37943448703134e-06,49.7479955406456,5.26882653596048e-06,49.5000079321681,1.63768734538353e-11,49.6172299578573,4.3794181101394e-06,49.5787918244776,2.63441326785521e-06,49.578791824477,2.63441326811889e-06,0.465601932652114,0.431229570700151,49.8253776814242,9.64826102297957e-06,0.431231183082768,0.24481953148951,49.6556934862956,4.37943448705573e-06,0.465601931898171,0.465601931877339,49.6220885911462,5.26882653599932e-06
887,49.9126888406163,9.64826101928465e-06,49.7511429419019,4.37943446528632e-06,49.750502556411,5.26882651513053e-06,49.5614264337764,1.63768735518989e-11,49.6200374465747,4.37941809719918e-06,49.5806804286782,2.63441326283938e-06,49.580680428678,2.63441326303789e-06,49.7492763114875,4.3794344854562e-06,49.7479955405046,5.26882653395351e-06,49.5000079321678,1.63768734268667e-11,49.6172299577488,4.37941810860281e-06,49.5787918244347,2.63441326686879e-06,49.5787918244342,2.63441326707207e-06,0.465601930354376,0.431229568096623,49.8253776812319,9.64826101927883e-06,0.431231180942692,0.244819530274542,49.6556934861517,4.37943448542956e-06,0.465601931159878,0.465601931144296,49.6220885910826,5.26882653393204e-06
888,49.9126888407182,9.64826102351595e-06,49.7511429420484,4.37943450890657e-06,49.7505025565517,5.26882655647629e-06,49.5614264338449,1.63768735707169e-11,49.6200374466843,4.37941812255572e-06,49.5806804287122,2.63441327248718e-06,49.580680428712,2.63441327263328e-06,49.7492763116448,4.37943448719096e-06,49.7479955406526,5.26882653621076e-06,49.5000079321675,1.63768734000477e-11,49.617229957863,4.37941811029585e-06,49.5787918244722,2.634413268035e-06,49.5787918244718,2.63441326819204e-06,0.465601932821859,0.431229570890114,49.825377681437,9.64826102350435e-06,0.431231183235807,0.244819531576394,49.6556934863042,4.37943448721944e-06,0.465601931951303,0.465601931939834,49.6220885911433,5.26882653625853e-06
889,49.9126888406076,9.6482610190447e-06,49.7511429418867,4.37943446195444e-06,49.7505025563963,5.26882651203487e-06,49.5614264337695,1.63768735502284e-11,49.6200374465637,4.3794180953173e-06,49.5806804286684,2.63441326218141e-06,49.5806804286683,2.63441326229335e-06,49.7492763114716,4.37943448535575e-06,49.7479955404893,5.26882653385897e-06,49.5000079321672,1.6376873373378e-11,49.6172299577376,4.37941810850444e-06,49.5787918244245,2.63441326686037e-06,49.5787918244243,2.63441326698181e-06,0.465601930158607,0.431229567873961,49.8253776812143,9.64826101922972e-06,0.431231180762979,0.244819530172514,49.6556934861377,4.37943448532224e-06,0.465601931099592,0.465601931090805,49.6220885910713,5.26882653381836e-06
890,49.9126888407252,9.64826102396779e-06,49.7511429420573,4.37943451259465e-06,49.7505025565601,5.26882655998808e-06,49.5614264338492,1.63768735720877e-11,49.6200374466913,4.37941812469606e-06,49.5806804287095,2.63441327334774e-06,49.5806804287094,2.63441327343924e-06,49.7492763116545,4.37943448736417e-06,49.7479955406616,5.26882653645142e-06,49.5000079321669,1.63768736057501e-11,49.6172299578704,4.37941811046647e-06,49.5787918244697,2.63441326818974e-06,49.5787918244695,2.63441326828329e-06,0.465601933023138,0.431229571118581,49.8253776814513,9.64826102392726e-06,0.431231183418356,0.244819531680031,49.6556934863149,4.37943448739861e-06,0.465601932015808,0.465601932008625,49.6220885911435,5.26882653653502e-06
891,49.9126888405974,9.64826101880898e-06,49.7511429418717,4.37943445823848e-06,49.7505025563818,5.26882650852355e-06,49.5614264337623,1.63768735484378e-11,49.6200374465523,4.37941809311931e-06,49.5806804286603,2.63441326137837e-06,49.5806804286602,2.63441326144549e-06,49.7492763114556,4.37943448524567e-06,49.7479955404742,5.26882653372139e-06,49.5000079321666,1.63768735793795e-11,49.6172299577258,4.37941810839827e-06,49.5787918244161,2.63441326681553e-06,49.5787918244159,2.63441326688792e-06,0.46560192994898,0.43122956763617,49.8253776811938,9.6482610187968e-06,0.431231180555349,0.244819530054638,49.6556934861228,4.37943448520946e-06,0.465601931027496,0.465601931022227,49.6220885910614,5.26882653368739e-06
892,49.9126888407338,9.64826102448915e-06,49.75114294207,4.3794345166997e-06,49.7505025565722,5.26882656391347e-06,49.5614264338546,1.63768735737587e-11,49.6200374467001,4.37941812709955e-06,49.580680428709,2.63441327423279e-06,49.580680428709,2.6344132742902e-06,49.7492763116682,4.37943448756221e-06,49.7479955406744,5.26882653670803e-06,49.5000079321662,1.63768732942658e-11,49.6172299578797,4.37941811066066e-06,49.5787918244695,2.63441326833672e-06,49.5787918244694,2.63441326839192e-06,0.465601933265271,0.431229571389954,49.8253776814685,9.64826102417828e-06,0.431231183629677,0.244819531800003,49.6556934863279,4.37943448760143e-06,0.46560193209086,0.465601932086354,49.6220885911456,5.2688265367633e-06
893,49.9126888405867,9.64826101846767e-06,49.7511429418561,4.37943445381984e-06,49.7505025563667,5.26882650436825e-06,49.5614264337543,1.63768735464581e-11,49.6200374465398,4.37941809061678e-06,49.5806804286532,2.63441326040287e-06,49.5806804286532,2.63441326045525e-06,49.7492763114389,4.3794344851032e-06,49.7479955404583,5.26882653353481e-06,49.5000079321659,1.63768735270867e-11,49.6172299577128,4.37941810825976e-06,49.5787918244086,2.6344132667336e-06,49.5787918244085,2.63441326677555e-06,0.465601929706567,0.431229567359402,49.8253776811723,9.64826101837025e-06,0.431231180322314,0.244819529922339,49.6556934861062,4.3794344850603e-06,0.465601930952665,0.465601930948554,49.6220885910517,5.26882653345001e-06
894,49.9126888407449,9.64826102495149e-06,49.751142942085,4.37943452133433e-06,49.7505025565866,5.26882656830246e-06,49.5614264338611,1.63768735757353e-11,49.6200374467108,4.37941812983809e-06,49.5806804287103,2.63441327528965e-06,49.5806804287103,2.63441327533253e-06,49.7492763116844,4.37943448776825e-06,49.7479955406895,5.26882653696384e-06,49.5000079321656,1.63768735011645e-11,49.6172299578908,4.37941811086148e-06,49.5787918244711,2.63441326847864e-06,49.578791824471,2.63441326851016e-06,0.465601933528111,0.431229571687554,49.825377681491,9.64826102478764e-06,0.431231183876435,0.244819531940093,49.6556934863434,4.37943448781425e-06,0.465601932179821,0.465601932176455,49.62208859115,5.26882653703433e-06
895,49.9126888405742,9.64826101797682e-06,49.751142941837,4.3794344486934e-06,49.7505025563483,5.26882649949581e-06,49.5614264337453,1.63768735441782e-11,49.6200374465255,4.37941808764311e-06,49.5806804286464,2.63441325930099e-06,49.5806804286464,2.63441325932393e-06,49.7492763114186,4.37943448491288e-06,49.7479955404391,5.26882653328503e-06,49.5000079321653,1.63768734753917e-11,49.6172299576981,4.37941810807413e-06,49.5787918244014,2.63441326661633e-06,49.5787918244013,2.63441326664109e-06,0.465601929406667,0.431229567021895,49.8253776811471,9.64826101798644e-06,0.4312311800531,0.2448195297695,49.655693486087,4.37943448486476e-06,0.465601930859342,0.465601930857541,49.622088591042,5.26882653320627e-06
896,49.9126888407575,9.64826102552408e-06,49.7511429421028,4.37943452699032e-06,49.7505025566037,5.26882657365606e-06,49.5614264338691,1.63768735781284e-11,49.620037446724,4.37941813309663e-06,49.5806804287134,2.63441327650224e-06,49.5806804287133,2.63441327651936e-06,49.7492763117035,4.37943448800059e-06,49.7479955407076,5.26882653727342e-06,49.500007932165,1.63768734497684e-11,49.6172299579046,4.37941811108967e-06,49.5787918244746,2.6344132686372e-06,49.5787918244745,2.63441326865658e-06,0.465601933845408,0.431229572047447,49.8253776815163,9.64826102532424e-06,0.431231184165248,0.244819532104059,49.6556934863621,4.37943448805254e-06,0.465601932279757,0.465601932278412,49.622088591156,5.26882653727262e-06
897,49.9126888405605,9.6482610174163e-06,49.7511429418161,4.37943444276772e-06,49.7505025563282,5.26882649387644e-06,49.5614264337351,1.63768735416e-11,49.6200374465096,4.37941808418889e-06,49.5806804286399,2.63441325798924e-06,49.5806804286399,2.63441325799113e-06,49.7492763113962,4.37943448469278e-06,49.747995540418,5.26882653300498e-06,49.5000079321647,1.63768734242945e-11,49.6172299576816,4.37941810785982e-06,49.5787918243943,2.63441326647638e-06,49.5787918243943,2.63441326649189e-06,0.46560192907112,0.431229566642163,49.8253776811196,9.64826101758626e-06,0.431231179737742,0.244819529590465,49.6556934860653,4.37943448463466e-06,0.465601930754728,0.465601930754579,49.6220885910317,5.26882653286339e-06
898,49.9126888407726,9.64826102610413e-06,49.7511429421231,4.37943453329816e-06,49.7505025566231,5.26882657961613e-06,49.5614264338785,1.63768735808708e-11,49.6200374467392,4.37941813679243e-06,49.5806804287176,2.63441327792557e-06,49.5806804287176,2.63441327793902e-06,49.7492763117253,4.37943448825794e-06,49.747995540728,5.26882653759391e-06,49.5000079321644,1.63768736578637e-11,49.6172299579205,4.37941811133999e-06,49.5787918244793,2.63441326880679e-06,49.5787918244793,2.63441326881897e-06,0.465601934194543,0.43122957244457,49.8253776815466,9.64826102616189e-06,0.431231184498922,0.244819532293492,49.6556934863836,4.3794344883172e-06,0.465601932394401,0.465601932393345,49.6220885911645,5.26882653766552e-06
899,49.9126888405447,9.64826101672626e-06,49.7511429417908,4.37943443592291e-06,49.7505025563038,5.26882648738778e-06,49.5614264337234,1.63768735385889e-11,49.6200374464912,4.379418080229e-06,49.5806804286327,2.63441325648308e-06,49.5806804286327,2.6344132564957e-06,49.7492763113693,4.37943448442452e-06,49.7479955403925,5.26882653265255e-06,49.5000079321641,1.63768733737949e-11,49.6172299576624,4.37941810759799e-06,49.5787918243866,2.63441326630335e-06,49.5787918243866,2.63441326631268e-06,0.465601928674441,0.431229566194588,49.8253776810878,9.64826101729068e-06,0.431231179374457,0.24481952938422,49.6556934860402,4.37943448435908e-06,0.465601930625169,0.465601930624179,49.6220885910206,5.26882653254506e-06
900,49.9126888407892,9.64826102681185e-06,49.7511429421459,4.3794345407167e-06,49.7505025566449,5.26882658666388e-06,49.5614264338894,1.63768735840479e-11,49.620037446757,4.37941814109453e-06,49.5806804287229,2.63441327957136e-06,49.5806804287229,2.63441327958357e-06,49.74927631175,4.37943448855275e-06,49.7479955407512,5.2688265379832e-06,49.5000079321637,1.63768733487693e-11,49.6172299579391,4.37941811162805e-06,49.5787918244853,2.63441326900626e-06,49.5787918244852,2.63441326901284e-06,0.465601934601053,0.431229572906293,49.8253776815802,9.64826102699226e-06,0.431231184883811,0.244819532512002,49.6556934864086,4.37943448862188e-06,0.465601932525892,0.465601932524934,49.6220885911744,5.26882653806206e-06
901,49.9126888405258,9.64826101602923e-06,49.7511429417635,4.37943442819289e-06,49.7505025562776,5.26882648011664e-06,49.5614264337104,1.6376873535254e-11,49.620037446471,4.37941807568295e-06,49.5806804286254,2.63441325477271e-06,49.5806804286254,2.63441325478533e-06,49.7492763113401,4.37943448414301e-06,49.747995540365,5.2688265322944e-06,49.5000079321634,1.63768735827873e-11,49.6172299576414,4.37941810732413e-06,49.5787918243786,2.63441326612278e-06,49.5787918243786,2.63441326612738e-06,0.465601928235841,0.431229565696308,49.8253776810497,9.64826101647486e-06,0.431231178957532,0.244819529147522,49.6556934860125,4.37943448406713e-06,0.465601930480748,0.465601930479758,49.6220885910087,5.26882653215489e-06
902,49.9126888408084,9.6482610276931e-06,49.7511429421744,4.37943454908825e-06,49.7505025566724,5.26882659459737e-06,49.5614264339022,1.63768735877397e-11,49.6200374467779,4.37941814596276e-06,49.5806804287296,2.63441328139459e-06,49.5806804287296,2.63441328140978e-06,49.7492763117806,4.37943448891142e-06,49.74799554078,5.26882653843535e-06,49.5000079321631,1.63768735580608e-11,49.6172299579609,4.37941811197958e-06,49.5787918244926,2.6344132692373e-06,49.5787918244926,2.63441326924054e-06,0.465601935086083,0.43122957345366,49.8253776816187,9.64826102762709e-06,0.43123118532167,0.244819532760585,49.655693486438,4.37943448899296e-06,0.465601932675355,0.465601932674163,49.6220885911864,5.268826538535e-06
903,49.9126888405025,9.64826101528811e-06,49.7511429417327,4.3794344191194e-06,49.750502556248,5.26882647148028e-06,49.5614264336955,1.63768735313498e-11,49.6200374464474,4.37941807045036e-06,49.5806804286168,2.63441325278396e-06,49.5806804286168,2.63441325278283e-06,49.749276311307,4.37943448380502e-06,49.7479955403337,5.26882653184454e-06,49.5000079321628,1.63768735334835e-11,49.6172299576169,4.37941810699446e-06,49.5787918243693,2.63441326589536e-06,49.5787918243693,2.63441326589846e-06,0.465601927728787,0.431229565122539,49.8253776810028,9.6482610150797e-06,0.431231178480359,0.24481952887662,49.6556934859802,4.37943448371789e-06,0.465601930315518,0.46560193031543,49.6220885909946,5.26882653168377e-06
904,49.9126888387503,9.64826094762979e-06,49.7511429389674,4.37943401135424e-06,49.7505025535382,5.26882607017465e-06,49.5614264324196,1.63768731876033e-11,49.6200374441935,4.37941781433112e-06,49.5806804278175,2.63441315072511e-06,49.5806804278175,2.63441315068381e-06,49.7492763084576,4.37943445721675e-06,49.7479955375694,5.26882649315513e-06,49.5000079321625,1.63768735090555e-11,49.6172299553548,4.37941808082489e-06,49.5787918235545,2.63441324642938e-06,49.5787918235546,2.63441324643513e-06,0.465601910882167,0.431229545589335,49.8253776774865,9.64826094862747e-06,0.431231158660466,0.244819517624427,49.6556934832119,4.37943445662768e-06,0.465601922205824,0.465601922202582,49.6220885897918,5.26882649223626e-06
905,49.9126888394868,9.64826097494615e-06,49.7511429399204,4.37943454246452e-06,49.7505025544169,5.26882657786069e-06,49.5614264328419,1.63768733060764e-11,49.6200374446949,4.37941813243541e-06,49.5806804279018,2.63441326397313e-06,49.5806804279018,2.63441326398979e-06,49.7492763095305,4.37943446832841e-06,49.747995538529,5.26882650613203e-06,49.5000079321622,1.63768732258819e-11,49.6172299559201,4.37941809139371e-06,49.5787918236931,2.63441325310946e-06,49.5787918236931,2.63441325311263e-06,0.465601942062686,0.431229580562831,49.8253776789757,9.64826097475361e-06,0.431231186642555,0.244819533510481,49.655693484167,4.37943446843656e-06,0.46560193124662,0.465601931245312,49.6220885900864,5.26882650625885e-06
906,49.9126888394957,9.64826096507025e-06,49.7511429400703,4.37943440728331e-06,49.7505025545809,5.2688264583258e-06,49.5614264328467,1.63768733060442e-11,49.6200374447519,4.37941806734333e-06,49.5806804278424,2.63441324334022e-06,49.5806804278424,2.63441324333307e-06,49.749276309627,4.37943446263664e-06,49.747995538649,5.26882650281508e-06,49.5000079321619,1.63768734606478e-11,49.6172299559356,4.37941808578401e-06,49.5787918236158,2.63441325137729e-06,49.5787918236158,2.6344132513775e-06,0.465601932194617,0.431229569440477,49.8253776789888,9.64826096542129e-06,0.431231179820794,0.244819529637615,49.6556934841276,4.37943446256395e-06,0.465601929866066,0.465601929865505,49.6220885899886,5.26882650270636e-06
907,49.9126888401268,9.6482609828281e-06,49.7511429411271,4.37943453830062e-06,49.7505025556188,5.26882657906394e-06,49.5614264332985,1.63768734281335e-11,49.6200374455612,4.37941813591595e-06,49.5806804280823,2.63441327535978e-06,49.5806804280823,2.63441327537019e-06,49.7492763107172,4.37943446842569e-06,49.747995539705,5.26882651394084e-06,49.5000079321616,1.63768734366682e-11,49.617229956743,4.37941809146133e-06,49.5787918238575,2.63441325697577e-06,49.5787918238575,2.63441325697456e-06,0.46560194003268,0.431229578367009,49.8253776802559,9.6482609824061e-06,0.431231188261198,0.24481953442942,49.6556934850819,4.37943446851386e-06,0.465601933543392,0.465601933542575,49.6220885903519,5.26882651402411e-06
908,49.9126888399518,9.64826096950065e-06,49.7511429409761,4.37943436990413e-06,49.7505025554886,5.26882642155593e-06,49.5614264332161,1.63768734044436e-11,49.6200374455003,4.37941803507901e-06,49.5806804280562,2.63441323813384e-06,49.5806804280562,2.63441323812491e-06,49.7492763105309,4.37943446184875e-06,49.7479955395499,5.2688265081881e-06,49.5000079321612,1.63768734128379e-11,49.617229956659,4.37941808504894e-06,49.5787918238111,2.63441325404602e-06,49.5787918238111,2.63441325404547e-06,0.4656019298991,0.431229566916622,49.8253776799007,9.64826096964043e-06,0.431231179852424,0.244819529655572,49.6556934848597,4.37943446171721e-06,0.465601931083995,0.465601931083294,49.6220885902494,5.26882650797415e-06
909,49.9126888405322,9.64826098903309e-06,49.7511429418904,4.37943454955e-06,49.750502556378,5.26882659399567e-06,49.5614264336482,1.63768735214998e-11,49.6200374462498,4.37941813834648e-06,49.5806804283269,2.63441327778855e-06,49.5806804283269,2.63441327779406e-06,49.7492763114943,4.37943446913205e-06,49.7479955404739,5.2688265194336e-06,49.5000079321609,1.63768736480529e-11,49.6172299574252,4.37941809217238e-06,49.5787918240919,2.63441325974285e-06,49.5787918240919,2.63441325974297e-06,0.465601939339907,0.431229577642753,49.8253776810672,9.64826098919093e-06,0.43123118929809,0.244819535018087,49.6556934857871,4.37943446923418e-06,0.46560193467005,0.465601934669617,49.6220885906491,5.26882651969208e-06
