time,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc2__H_VV_out_alpha,VV_junc2__H_VV_out_beta,VV_junc3__H_VV_out_alpha,VV_junc3__H_VV_out_beta,inlet__u_mmHg,V1__u_mmHg,V2__u_mmHg,V3__u_mmHg,V4__u_mmHg,V5__u_mmHg,V6__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__v_mm3_s,PV2__v_mm3_s,PV3__v_mm3_s,PV4__v_mm3_s,PV5__v_mm3_s,PV6__v_mm3_s,V1__v_mm3_s,V2__v_mm3_s,V3__v_mm3_s,V4__v_mm3_s,V5__v_mm3_s,V6__v_mm3_s
13.0,0.4500000051547603,0.44999999214533554,0.4499973963835217,0.4499973963834963,0.4499973991062424,0.4499973971820764,49.90690802256452,49.73200153725034,49.73200153714773,49.5731253867668,49.5731253867668,49.573125376330445,49.57312537632944,49.813816045129045,49.7366564879412,5.14353306219863e-06,5.143533421203857e-06,2.57176653108413e-06,2.5717665310844483e-06,2.5717666985126144e-06,2.571766722691606e-06,5.143533062193068e-06,5.143533421200976e-06,2.5717665310914303e-06,2.5717665310917615e-06,2.571766698503322e-06,2.57176672268773e-06
14.0,0.4500000052596297,0.44999999204042523,0.4499973963823902,0.4499973963823648,0.44999739912595377,0.449997397164332,49.906908032037826,49.73200156452524,49.73200156441737,49.57312543029911,49.57312543029911,49.573125419678306,49.57312541967667,49.813816064075645,49.73665651473977,5.143532535909198e-06,5.143532900703435e-06,2.571766267920393e-06,2.5717662679207115e-06,2.5717664380126052e-06,2.571766462662263e-06,5.143532535867375e-06,5.1435329006868195e-06,2.571766267929209e-06,2.571766267929547e-06,2.5717664380134654e-06,2.571766462665275e-06
15.0,0.45000000534811363,0.4499999919519071,0.4499973963814453,0.4499973963814199,0.4499973991427138,0.4499973971492148,49.906908039949776,49.73200158730481,49.73200158719254,49.573125466656634,49.573125466656634,49.573125455881765,49.573125455879584,49.81381607989955,49.736656537121505,5.143532096274354e-06,5.1435324659530665e-06,2.5717660481482796e-06,2.571766048148598e-06,2.571766220453589e-06,2.5717662455038143e-06,5.143532096288131e-06,5.14353246596164e-06,2.571766048140599e-06,2.571766048140941e-06,2.571766220454372e-06,2.5717662455006646e-06
16.0,0.45000000542185026,0.44999999187814194,0.44999739638142766,0.4499973963798589,0.44999739915615083,0.44999739713715,49.90690804655771,49.73200160632996,49.732001606214006,49.57312549702186,49.57312549702186,49.57312548611832,49.57312548611569,49.81381609311543,49.73665655581439,5.143531729153179e-06,5.143532102902287e-06,2.5717658645875926e-06,2.571765864567882e-06,2.5717660387555093e-06,2.5717660641261874e-06,5.14353172915903e-06,5.143532102885953e-06,2.5717658645763406e-06,2.5717658645766883e-06,2.571766038750386e-06,2.5717660641305306e-06
17.0,0.4500000054830241,0.4499999918169441,0.44999739637999686,0.44999739637997144,0.4499973991690763,0.4499973971253704,49.90690805207655,49.73200162221944,49.73200162210045,49.573125522382426,49.57312552238243,49.573125511371416,49.5731255113684,49.81381610415312,49.736656571426394,5.14353142254549e-06,5.143531799671519e-06,2.5717657112798698e-06,2.5717657112801882e-06,2.571765886989945e-06,2.571765912671063e-06,5.143531422537635e-06,5.143531799651618e-06,2.5717657112664362e-06,2.571765711267026e-06,2.571765886992501e-06,2.571765912654399e-06
18.0,0.4500000055338203,0.4499999917661279,0.4499973963794463,0.4499973963794209,0.44999739917792264,0.4499973971174811,49.906908056685815,49.7320016354901,49.73200163536855,49.57312554356317,49.57312554356317,49.573125532462406,49.57312553245907,49.81381611337162,49.73665658446529,5.143531166441082e-06,5.143531546371162e-06,2.571765583238029e-06,2.571765583238347e-06,2.571765760249926e-06,2.5717657861413413e-06,5.143531166452943e-06,5.143531546394883e-06,2.5717655832246067e-06,2.571765583224962e-06,2.5717657602455307e-06,2.571765786145507e-06
19.0,0.45000000557724296,0.4499999917226886,0.4499973963789864,0.44999739637896097,0.4499973991862916,0.4499973971099116,49.906908060535386,49.73200164657355,49.73200164644984,49.57312556125299,49.573125561252986,49.573125550077265,49.57312555007366,49.81381612107078,49.736656595355164,5.143530952533298e-06,5.14353133486039e-06,2.571765476296153e-06,2.5717654762964715e-06,2.5717656543895642e-06,2.5717656804812635e-06,5.143530952575202e-06,5.14353133487823e-06,2.571765476285586e-06,2.5717654762857023e-06,2.571765654387464e-06,2.5717656804882435e-06
20.0,0.45000000561247266,0.44999999168744514,0.44999739637860237,0.44999739637857694,0.449997399193798,0.44999739710307307,49.906908063750485,49.73200165583026,49.73200165570478,49.57312557602726,49.57312557602725,49.573125564788924,49.57312556478507,49.81381612750098,49.736656604450225,5.143530773932585e-06,5.143531158204421e-06,2.571765386969294e-06,2.5717653869696123e-06,2.571765565983995e-06,2.571765592255949e-06,5.1435307739467335e-06,5.143531158224193e-06,2.571765386972344e-06,2.571765386972223e-06,2.571765565975452e-06,2.571765592245765e-06
21.0,0.4500000056422404,0.44999999165766574,0.4499973963782816,0.4499973963782562,0.4499973992000538,0.449997397097375,49.90690806643569,49.73200166356133,49.732001663434346,49.57312558836649,49.57312558836649,49.57312557707586,49.57312557707182,49.81381613287139,49.736656612046275,5.143530624759457e-06,5.143531010674527e-06,2.5717653123933837e-06,2.5717653123937022e-06,2.5717654921290928e-06,2.57176551855126e-06,5.143530624759902e-06,5.143531010684325e-06,2.571765312378907e-06,2.571765312379269e-06,2.571765492134233e-06,2.5717655185481342e-06
22.0,0.4500000056673653,0.44999999163253107,0.4499973963780137,0.4499973963779883,0.44999739920467,0.44999739709322456,49.906908068678334,49.73200167001819,49.73200166988997,49.573125598672014,49.573125598672014,49.57312558733772,49.57312558733352,49.81381613735667,49.736656618390384,5.143530500174642e-06,5.1435308874766634e-06,2.571765250084895e-06,2.5717652500852132e-06,2.571765430471516e-06,2.571765457003839e-06,5.143530500161246e-06,5.143530887461944e-06,2.5717652500796978e-06,2.571765250080061e-06,2.57176543046279e-06,2.5717654569979015e-06
23.0,0.4500000056881208,0.4499999916117675,0.44999739637778996,0.44999739637776454,0.449997399209646,0.4499973970886376,49.90690807055135,49.73200167541086,49.732001675281595,49.57312560727903,49.57312560727903,49.57312559590826,49.57312559590391,49.8138161411027,49.736656623688866,5.1435303961077296e-06,5.143530784555491e-06,2.571765198040984e-06,2.571765198041302e-06,2.5717653789583476e-06,2.5717654056108406e-06,5.143530396098553e-06,5.143530784549e-06,2.57176519804826e-06,2.5717651980486255e-06,2.5717653789548794e-06,2.5717654055922076e-06
24.0,0.45000000570559917,0.4499999915942823,0.449997396377603,0.4499973963775776,0.4499973992125977,0.44999739708601066,49.90690807211566,49.73200167991472,49.732001679784595,49.57312561446748,49.57312561446747,49.573125603066245,49.57312560306178,49.81381614423133,49.736656628114076,5.143530309196856e-06,5.143530698609452e-06,2.571765154589275e-06,2.5717651545895935e-06,2.5717653359372418e-06,2.5717653626598336e-06,5.1435303091868645e-06,5.143530698597189e-06,2.5717651545927186e-06,2.571765154592844e-06,2.5717653359362973e-06,2.5717653626601466e-06
25.0,0.4500000057200733,0.4499999915798026,0.4499973963774469,0.4499973963774215,0.44999739921592113,0.44999739708295866,49.90690807342216,49.73200168367628,49.73200168354543,49.573125620471146,49.573125620471146,49.57312560904446,49.573125609039906,49.81381614684431,49.73665663180995,5.14353023660781e-06,5.143530626819409e-06,2.5717651183077495e-06,2.5717651183080676e-06,2.571765300006206e-06,2.5717653268089117e-06,5.143530236599127e-06,5.143530626811301e-06,2.5717651182989467e-06,2.5717651182993143e-06,2.571765300006625e-06,2.57176532680365e-06
26.0,0.4500000057318166,0.44999999156805465,0.4499973963773166,0.4499973963772912,0.4499973992184251,0.4499973970806813,49.90690807451332,49.73200168681789,49.73200168668642,49.57312562548532,49.573125625485325,49.57312561403739,49.57312561403274,49.813816149026636,49.73665663489667,5.143530175973719e-06,5.143530566833568e-06,2.5717650879746713e-06,2.5717650879749897e-06,2.5717652700035907e-06,2.5717652968663813e-06,5.143530175975753e-06,5.143530566857589e-06,2.5717650879871493e-06,2.5717650879877562e-06,2.571765269999089e-06,2.5717652968574057e-06
27.0,0.45000000574219423,0.4499999915576729,0.44999739637720776,0.44999739637718233,0.44999739922011384,0.44999739707918196,49.90690807542464,49.732001689441695,49.732001689309726,49.573125629673086,49.573125629673086,49.5731256182074,49.57312561820268,49.81381615084926,49.73665663747467,5.143530125349832e-06,5.143530516782551e-06,2.5717650626787468e-06,2.5717650626790652e-06,2.571765244948002e-06,2.5717652718508497e-06,5.143530125343814e-06,5.1435305167850514e-06,2.5717650626715355e-06,2.5717650626719044e-06,2.5717652449367767e-06,2.5717652718473057e-06
28.0,0.45000000575066035,0.4499999915492038,0.4499973963771168,0.44999739637709135,0.44999739922258364,0.4499973970768705,49.90690807618576,49.732001691633066,49.73200169150066,49.57312563317062,49.57312563317062,49.573125621690124,49.57312562168536,49.8138161523715,49.73665663962776,5.143530083062756e-06,5.143530474962816e-06,2.57176504152871e-06,2.5717650415290286e-06,2.5717652240082596e-06,2.5717652509711928e-06,5.143530083056947e-06,5.1435304749650545e-06,2.5717650415277327e-06,2.5717650415281016e-06,2.5717652240047706e-06,2.571765250959753e-06
29.0,0.45000000575803395,0.4499999915418272,0.4499973963774139,0.4499973963766422,0.44999739922344656,0.4499973970761396,49.90690807682143,49.73200169346325,49.73200169333051,49.573125636091724,49.573125636091724,49.573125624598845,49.57312562459401,49.813816153642854,49.736656641425995,5.143530047755684e-06,5.143530440062784e-06,2.571765023873637e-06,2.571765023863941e-06,2.571765206533439e-06,2.5717652335163996e-06,5.143530047739178e-06,5.1435304400378466e-06,2.5717650238692777e-06,2.571765023869646e-06,2.5717652065227717e-06,2.571765233514562e-06
30.0,0.4500000057632227,0.4499999915366361,0.4499973963773504,0.4499973963765787,0.4499973992246974,0.4499973970749992,49.90690807735234,49.7320016949918,49.732001694858766,49.573125638531366,49.573125638531366,49.57312562702816,49.57312562702329,49.813816154704675,49.73665664292785,5.143530018267797e-06,5.143530410861333e-06,2.571765009122688e-06,2.571765009112992e-06,2.5717651919226863e-06,2.5717652189356897e-06,5.143530018242561e-06,5.143530410867197e-06,2.5717650091206028e-06,2.5717650091209725e-06,2.571765191921989e-06,2.5717652189450206e-06
31.0,0.4500000057689579,0.44999999153089904,0.4499973963772976,0.44999739637652586,0.44999739922673543,0.44999739707305286,49.90690807779574,49.732001696268426,49.732001696135136,49.57312564056893,49.57312564056893,49.57312562905708,49.57312562905217,49.81381615559148,49.73665664418216,5.143529993589029e-06,5.143530386499151e-06,2.571764996805195e-06,2.571764996795499e-06,2.5717651797153474e-06,2.571765206778422e-06,5.143529993607819e-06,5.143530386504345e-06,2.571764996803298e-06,2.5717649968036676e-06,2.5717651797270152e-06,2.5717652067766545e-06
32.0,0.4500000057727813,0.44999999152707415,0.4499973963772784,0.4499973963764562,0.44999739922677395,0.4499973970730914,49.90690807816606,49.73200169733464,49.732001697201135,49.57312564227066,49.573125642270675,49.573125630751605,49.57312563074666,49.81381615633213,49.73665664522976,5.143529973025902e-06,5.1435303661470816e-06,2.5717649865205893e-06,2.571764986530922e-06,2.5717651695408956e-06,2.5717651966039697e-06,5.143529973033101e-06,5.143530366156452e-06,2.5717649865156215e-06,2.571764986516472e-06,2.571765169542108e-06,2.5717651966140384e-06
33.0,0.45000000577605836,0.44999999152379566,0.4499973963768432,0.4499973963768178,0.44999739922800147,0.44999739707192826,49.906908078475354,49.73200169822511,49.73200169809145,49.57312564369194,49.57312564369194,49.57312563216685,49.57312563216189,49.8138161569507,49.73665664610469,5.143529955869861e-06,5.1435303491719475e-06,2.5717649779183726e-06,2.571764977918691e-06,2.5717651610388193e-06,2.5717651881319364e-06,5.143529955848747e-06,5.143530349163173e-06,2.5717649779240354e-06,2.571764977924407e-06,2.5717651610357637e-06,2.571765188127056e-06
34.0,0.4500000057790626,0.44999999152079045,0.44999739637681224,0.4499973963767868,0.449997399228427,0.44999739707155656,49.906908078733665,49.73200169896883,49.73200169883503,49.57312564487896,49.57312564487896,49.57312563334883,49.57312563334384,49.81381615746733,49.73665664683542,5.143529941487733e-06,5.143530334955649e-06,2.57176497074819e-06,2.571764970748508e-06,2.5717651539387346e-06,2.5717651810418658e-06,5.143529941496858e-06,5.1435303349699104e-06,2.5717649707482857e-06,2.571764970748656e-06,2.5717651539311914e-06,2.5717651810380465e-06
35.0,0.45000000578152044,0.4499999915183315,0.44999739637715963,0.4499973963763879,0.44999739922884774,0.4499973970711804,49.90690807894941,49.73200169958997,49.73200169945605,49.573125645870334,49.573125645870334,49.573125634336,49.57312563433101,49.813816157898806,49.73665664744571,5.1435299295177e-06,5.143530323121298e-06,2.5717649647596853e-06,2.571764964749989e-06,2.571765148010314e-06,2.5717651751234594e-06,5.143529929510862e-06,5.143530323116405e-06,2.5717649647551193e-06,2.5717649647554903e-06,2.5717651479972487e-06,2.5717651751182624e-06
36.0,0.45000000578343213,0.449999991516419,0.44999739637676495,0.4499973963767395,0.4499973992296634,0.4499973970704023,49.906908079129586,49.732001700108746,49.73200169997471,49.57312564669832,49.57312564669832,49.57312563516048,49.57312563515547,49.81381615825917,49.73665664795542,5.143529919507498e-06,5.143530313216624e-06,2.5717649597525745e-06,2.5717649597528926e-06,2.5717651430332447e-06,2.5717651701664184e-06,5.1435299195005005e-06,5.143530313216001e-06,2.571764959749909e-06,2.5717649597502795e-06,2.571765143041753e-06,2.571765170174008e-06
37.0,0.4500000057850706,0.44999999151478,0.44999739637714525,0.44999739637632313,0.44999739922967896,0.44999739707041786,49.90690807928007,49.732001700542014,49.732001700407885,49.57312564738984,49.57312564738984,49.57312563584907,49.57312563584404,49.813816158560144,49.73665664838113,5.1435299111556115e-06,5.143530304955191e-06,2.5717649555666296e-06,2.5717649555769617e-06,2.5717651389073845e-06,2.5717651660405578e-06,5.143529911139806e-06,5.143530304947238e-06,2.571764955569493e-06,2.5717649555698636e-06,2.571765138902635e-06,2.5717651660447544e-06
