time,PV1__u_mmHg,PV1__v_mm3_s,PV2__u_mmHg,PV2__v_mm3_s,PV3__u_mmHg,PV3__v_mm3_s,PV4__u_mmHg,PV4__v_mm3_s,PV5__u_mmHg,PV5__v_mm3_s,PV6__u_mmHg,PV6__v_mm3_s,PV7__R_constriction,V10__u_mmHg,V10__v_mm3_s,V11__u_mmHg,V11__v_mm3_s,V12__u_mmHg,V12__v_mm3_s,V13__u_mmHg,V13__v_mm3_s,V14__u_mmHg,V14__v_mm3_s,V1__u_mmHg,V1__v_mm3_s,V2__u_mmHg,V2__v_mm3_s,V3__u_mmHg,V3__v_mm3_s,V4__u_mmHg,V4__v_mm3_s,V5__u_mmHg,V5__v_mm3_s,V6__u_mmHg,V6__v_mm3_s,V7__u_mmHg,V8__u_mmHg,V8__v_mm3_s,V9__u_mmHg,V9__v_mm3_s,VV_junc10__H_VV_out_alpha,VV_junc11__H_VV_out_alpha,VV_junc11__H_VV_out_beta,VV_junc12__H_VV_out_alpha,VV_junc12__H_VV_out_beta,VV_junc13__H_VV_out_alpha,VV_junc13__H_VV_out_beta,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc1__u_d_mmHg,VV_junc1__u_mmHg,VV_junc2__H_VV_out_alpha,VV_junc2__H_VV_out_beta,VV_junc3__H_VV_out_alpha,VV_junc3__H_VV_out_beta,VV_junc4__H_VV_out_alpha,VV_junc4__H_VV_out_beta,VV_junc5__H_VV_out_alpha,VV_junc5__H_VV_out_beta,VV_junc6__H_VV_out_alpha,VV_junc6__H_VV_out_beta,VV_junc7__H_VV_out_alpha,VV_junc7__H_VV_out_beta,VV_junc8__H_VV_out_alpha,VV_junc8__H_VV_out_beta,VV_junc9__H_VV_out_alpha,VV_junc9__H_VV_out_beta,inlet__H_down,inlet__H_link_L,inlet__H_link_R,inlet__RBC_volume,inlet__u_mmHg
305.0,49.54313220783261,8.845212073901362e-06,49.54313220783312,8.845212073926619e-06,49.26892721319634,4.422606036948009e-06,49.268927213196086,4.422606036909999e-06,49.268927213201664,4.422606036997008e-06,49.26892721320183,4.422606036913014e-06,0.0,49.10228947062335,2.2113030185242846e-06,49.10228947063628,2.211303018535927e-06,49.10228947063618,2.2113030185285884e-06,49.102289470637494,2.2113030186294366e-06,49.10228947063825,2.211303018104803e-06,49.539130006197055,8.845212073880784e-06,49.53913000619805,8.845212073928198e-06,49.26591453246029,4.422606036959457e-06,49.265914532459774,4.42260603692126e-06,49.26591453246544,4.422606037008367e-06,49.26591453246578,4.422606036923565e-06,49.10228947062412,49.1022894706246,2.2113030185100918e-06,49.102289470623575,2.211303018409915e-06,0.4499999999338962,0.4499999999944535,0.44999999999441465,0.45000000000467166,0.45000000000341744,0.45000000001350776,0.45000000001331747,0.4500000000026458,0.45000000000211365,49.54713440946818,49.67982386918077,0.4500000000071575,0.45000000000539847,0.4500000000012382,0.4499999999973513,0.45000000000390455,0.4499999999975926,0.4500000000486857,0.45000000003504026,0.4500000000146565,0.4500000000066375,0.4500000000081232,0.4499999999704431,0.4500000000056688,0.4500000000053523,0.44999999997806867,0.4499999999774951,0.449999999999709,0.45,0.0,1.5269636938130176e-14,49.83991193459039
306.0,49.543132207827085,8.845212073553101e-06,49.543132207826986,8.845212073407457e-06,49.268927213187006,4.422606036885798e-06,49.26892721318709,4.4226060367316926e-06,49.26892721319356,4.42260603688119e-06,49.26892721319384,4.422606036615407e-06,0.0,49.102289470622836,2.211303018444251e-06,49.102289470630666,2.211303018440808e-06,49.102289470630666,2.21130301845851e-06,49.1022894706387,2.2113030186755986e-06,49.10228947064096,2.211303017999395e-06,49.53913000619154,8.84521207363863e-06,49.53913000619133,8.845212073519364e-06,49.26591453245087,4.4226060368984835e-06,49.265914532451056,4.422606036739983e-06,49.26591453245734,4.422606036891036e-06,49.26591453245792,4.422606036626784e-06,49.10228947061622,49.102289470616874,2.2113030183323245e-06,49.10228947062305,2.2113030183413276e-06,0.4500000000090121,0.4499999999823414,0.4499999999818083,0.45000000001368895,0.45000000001313384,0.4500000000079793,0.45000000000772594,0.4500000000187878,0.45000000001571894,49.54713440946259,49.679823869176765,0.45000000001227564,0.4500000000051441,0.450000000017006,0.4500000000047064,0.45000000002240625,0.4499999999948948,0.4500000000163589,0.45000000001029633,0.44999999999812873,0.4499999999968119,0.45000000003577556,0.4499999999609179,0.4499999999301617,0.4499999999140266,0.449999999992633,0.4499999999893846,0.449999999999742,0.45,0.0,1.5269636938135792e-14,49.83991193458838
307.0,49.54313220786246,8.845212073341855e-06,49.54313220786194,8.845212073089896e-06,49.268927213221865,4.422606037245168e-06,49.268927213222035,4.422606037339691e-06,49.26892721322408,4.4226060374183195e-06,49.26892721322426,4.422606037227476e-06,0.0,49.10228947063709,2.211303018691995e-06,49.1022894706415,2.21130301867657e-06,49.102289470641594,2.211303018693491e-06,49.102289470645374,2.211303018818022e-06,49.10228947064709,2.211303018423764e-06,49.53913000622914,8.845212074616195e-06,49.539130006227964,8.845212074631452e-06,49.265914532485596,4.422606037253779e-06,49.265914532485915,4.422606037361925e-06,49.26591453248775,4.4226060374045374e-06,49.26591453248808,4.422606037226963e-06,49.1022894706415,49.102289470640166,2.2113030187975265e-06,49.10228947063746,2.211303018636832e-06,0.45000000001419177,0.44999999997730444,0.4499999999764236,0.4499999999890236,0.4499999999886687,0.4499999999780925,0.4499999999778642,0.4499999998489426,0.4499999998436332,49.547134409495214,49.6798238691998,0.4499999999577361,0.4499999999533618,0.44999999998745654,0.44999999997862494,0.4500000000617309,0.4500000000215978,0.45000000001666624,0.4500000000074568,0.45000000000318097,0.4499999999993838,0.44999999999318063,0.44999999995025697,0.45000000001117463,0.45000000000757995,0.44999999999601925,0.44999999999071394,0.4499999999998555,0.45,0.0,1.5269636938139295e-14,49.8399119345999
308.0,49.5431322077523,8.845212072531817e-06,49.54313220775017,8.845212071972771e-06,49.2689272131726,4.4226060362768604e-06,49.2689272131728,4.4226060367745965e-06,49.268927213160794,4.42260603641407e-06,49.26892721316085,4.422606036251032e-06,0.0,49.10228947061989,2.2113030182452076e-06,49.10228947061837,2.211303018144693e-06,49.10228947061875,2.211303018177774e-06,49.10228947061783,2.2113030182349543e-06,49.102289470618885,2.2113030180223206e-06,49.53913000611721,8.845212073023348e-06,49.53913000611285,8.845212072657655e-06,49.265914532437414,4.422606036266905e-06,49.26591453243782,4.422606036755953e-06,49.265914532425434,4.422606036408112e-06,49.26591453242553,4.422606036252263e-06,49.10228947063776,49.1022894706333,2.211303018614476e-06,49.10228947061945,2.2113030182001226e-06,0.44999999999380064,0.45000000001702695,0.4500000000162208,0.44999999999559526,0.44999999999190443,0.44999999998582463,0.4499999999854204,0.4500000001361388,0.4500000001243584,49.54713440938717,49.67982386912338,0.4499999999404698,0.4499999999174362,0.44999999996750173,0.44999999995995676,0.45000000007125585,0.449999999959779,0.450000000021701,0.44999999998216283,0.4500000000014055,0.44999999999647444,0.4499999999870595,0.4499999999646504,0.45000000038988514,0.4500000003110736,0.44999999999750206,0.4499999999910639,0.44999999999993423,0.45,0.0,1.5269636938142094e-14,49.8399119345617
309.0,49.54313220782332,8.845212074411508e-06,49.54313220782372,8.84521207376192e-06,49.26892721319026,4.422606037022612e-06,49.268927213190075,4.42260603735996e-06,49.26892721319234,4.422606036921489e-06,49.26892721319243,4.422606036824721e-06,0.0,49.10228947062361,2.211303018290501e-06,49.102289470631426,2.2113030184428407e-06,49.10228947063137,2.211303018475278e-06,49.10228947062973,2.211303018479408e-06,49.102289470630446,2.2113030183661847e-06,49.53913000618779,8.84521207439009e-06,49.53913000618858,8.845212073756377e-06,49.26591453245448,4.4226060370263415e-06,49.26591453245412,4.422606037361697e-06,49.265914532456236,4.422606036915881e-06,49.265914532456385,4.422606036841236e-06,49.10228947062955,49.10228947062984,2.2113030184213308e-06,49.102289470619205,2.211303018213163e-06,0.45000000005310326,0.45000000010033364,0.45000000009901936,0.45000000002318524,0.45000000002300516,0.45000000001634066,0.45000000001606444,0.4500000000069973,0.44999999999330903,49.547134409458856,49.67982386917403,0.44999999997971657,0.44999999996410517,0.4500000000073691,0.45000000000289114,0.4500000000107598,0.4499999999908265,0.4500000000656331,0.44999999984380656,0.4499999999926837,0.4499999999887129,0.4500000000131349,0.45000000000150064,0.44999999997811096,0.449999999963753,0.4500000000278976,0.45000000002669255,0.45000000000009227,0.45,0.0,1.5269636938146537e-14,49.839911934587015
310.0,49.54313220782637,8.845212074197744e-06,49.543132207826616,8.845212073861257e-06,49.26892721319288,4.422606037039046e-06,49.26892721319277,4.42260603714794e-06,49.268927213193386,4.422606036964818e-06,49.26892721319346,4.422606036888459e-06,0.0,49.10228947063401,2.2113030183204525e-06,49.10228947062991,2.211303018437871e-06,49.10228947063003,2.2113030184588137e-06,49.10228947063001,2.2113030184672615e-06,49.10228947063036,2.2113030184135605e-06,49.53913000619094,8.845212074194351e-06,49.53913000619145,8.845212073838792e-06,49.26591453245692,4.4226060370705185e-06,49.265914532456684,4.422606037122365e-06,49.26591453245725,4.422606036960127e-06,49.2659145324574,4.4226060368776465e-06,49.10228947062926,49.10228947062984,2.2113030184553633e-06,49.10228947063269,2.211303018803816e-06,0.4499999999470316,0.45000000006459184,0.4500000000643648,0.45000000001622076,0.45000000001507945,0.45000000001047935,0.45000000000970775,0.45000000000360707,0.44999999999651663,49.5471344094618,49.67982386917612,0.4499999999853079,0.4499999999802689,0.45000000000228013,0.4499999999987465,0.44999999998760737,0.44999999997022627,0.4499999999876795,0.4499999999383475,0.44999999999642765,0.4499999999871231,0.4500000000023653,0.4499999999975437,0.4499999999756246,0.4499999999746596,0.4500000000067473,0.450000000005857,0.45000000000005247,0.45,0.0,1.5269636938145363e-14,49.83991193458805
311.0,49.54313220783154,8.845212074172767e-06,49.54313220783184,8.845212073864708e-06,49.26892721319347,4.4226060370757734e-06,49.26892721319336,4.422606037092769e-06,49.268927213194594,4.422606036969694e-06,49.268927213194544,4.4226060369135726e-06,0.0,49.10228947063282,2.2113030183750328e-06,49.102289470630794,2.211303018475428e-06,49.10228947063026,2.2113030184914977e-06,49.10228947063032,2.2113030184742055e-06,49.102289470630474,2.211303018442997e-06,49.53913000619596,8.845212074172758e-06,49.53913000619653,8.845212073883785e-06,49.26591453245734,4.4226060370735364e-06,49.26591453245711,4.422606037099999e-06,49.26591453245858,4.42260603696724e-06,49.265914532458474,4.422606036917496e-06,49.10228947062818,49.102289470628676,2.211303018474659e-06,49.10228947063146,2.211303018730162e-06,0.44999999995461915,0.45000000003274065,0.450000000032581,0.4500000000116734,0.45000000001096996,0.4500000000072434,0.45000000000597395,0.45000000001671003,0.45000000001021845,49.547134409467134,49.6798238691816,0.4499999999988102,0.4499999999980236,0.4499999999947979,0.44999999999220075,0.4499999999800046,0.44999999996736173,0.44999999999338974,0.4499999999564834,0.4499999999973017,0.4499999999955561,0.4499999999997683,0.4499999999969028,0.4499999999764372,0.4499999999761474,0.4500000000064963,0.4500000000064769,0.44999999999494544,0.45,0.0,1.5269636937947863e-14,49.839911934590795
312.0,49.54313220784123,8.845212074170886e-06,49.54313220784149,8.84521207396921e-06,49.26892721319723,4.422606037085534e-06,49.268927213196996,4.422606037083733e-06,49.2689272131959,4.422606037041789e-06,49.268927213195674,4.4226060368992425e-06,0.0,49.102289470630275,2.2113030183438505e-06,49.10228947063343,2.2113030187122057e-06,49.10228947063007,2.2113030183451575e-06,49.10228947062967,2.211303018463887e-06,49.10228947062987,2.2113030184510942e-06,49.539130006205724,8.845212074168286e-06,49.539130006206236,8.845212073973163e-06,49.265914532461004,4.422606037090683e-06,49.265914532460556,4.42260603707825e-06,49.2659145324599,4.422606037057617e-06,49.265914532459455,4.422606036915246e-06,49.10228947062741,49.10228947062781,2.2113030185035074e-06,49.102289470630005,2.211303018660303e-06,0.4499999999668593,0.45000000002112994,0.45000000001962126,0.4499999999885157,0.44999999998726603,0.4500000000212586,0.45000000002123886,0.4499999999867043,0.4499999999824545,49.54713440947673,49.67982386919187,0.45000000000027085,0.4500000000001876,0.450000000014717,0.4500000000081206,0.4499999999989579,0.4499999999902632,0.44999999999007134,0.4499999999851656,0.45000000000923746,0.44999999997189555,0.45000000000471463,0.45000000000362317,0.449999999975439,0.4499999999751884,0.449999999994342,0.44999999999355506,0.4499999999812007,0.45,0.0,1.5269636937559684e-14,49.83991193459594
313.0,49.5431322078372,8.845212074044328e-06,49.54313220783722,8.845212073966013e-06,49.26892721319797,4.422606037084804e-06,49.26892721319813,4.422606036961675e-06,49.26892721319618,4.422606037055607e-06,49.268927213196406,4.422606036936821e-06,0.0,49.10228947063245,2.211303018386615e-06,49.10228947063029,2.2113030187033847e-06,49.1022894706315,2.2113030183463086e-06,49.1022894706297,2.2113030184658893e-06,49.10228947062973,2.2113030184594494e-06,49.53913000620217,8.845212074053886e-06,49.5391300062022,8.845212073977236e-06,49.26591453246178,4.422606037089529e-06,49.2659145324621,4.422606036964178e-06,49.265914532459824,4.422606037050067e-06,49.26591453246029,4.4226060369265356e-06,49.102289470627575,49.10228947062779,2.211303018518575e-06,49.102289470635036,2.2113030187960454e-06,0.44999999998669094,0.45000000001679874,0.45000000001659235,0.44999999995992973,0.44999999995973533,0.45000000003727153,0.45000000003611845,0.449999999971344,0.44999999996969375,49.547134409472235,49.67982386918657,0.44999999999509005,0.44999999998939194,0.4500000000193909,0.45000000001389373,0.45000000001540175,0.4500000000107487,0.45000000003161406,0.44999999996268264,0.45000000001012164,0.4499999999739046,0.450000000012481,0.4500000000113104,0.4499999999755694,0.4499999999744756,0.4499999999894506,0.4499999999894434,0.44999999998761325,0.45,0.0,1.5269636937800148e-14,49.83991193459329
314.0,49.54313220783546,8.845212073950956e-06,49.54313220783549,8.845212073988444e-06,49.268927213200776,4.422606037114274e-06,49.26892721320103,4.422606036835229e-06,49.26892721319649,4.422606037044499e-06,49.26892721319652,4.422606036955046e-06,0.0,49.10228947063569,2.2113030180886416e-06,49.10228947062998,2.2113030186460787e-06,49.10228947063059,2.2113030183932618e-06,49.10228947063027,2.2113030184757573e-06,49.102289470630296,2.2113030184680273e-06,49.53913000620012,8.845212073951847e-06,49.53913000620017,8.845212073994319e-06,49.26591453246456,4.422606037118654e-06,49.26591453246508,4.4226060368334305e-06,49.26591453246041,4.422606037044983e-06,49.26591453246047,4.42260603695073e-06,49.10228947062926,49.102289470629415,2.211303018539244e-06,49.10228947064855,2.2113030195635293e-06,0.4499999999397223,0.4500000000824357,0.4500000000823955,0.44999999997083423,0.4499999999699538,0.45000000003176926,0.4500000000308472,0.45000000001010093,0.4500000000093108,49.54713440947082,49.67982386918448,0.45000000000672336,0.44999999999381024,0.44999999998921164,0.4499999999850722,0.4499999999912204,0.44999999998722573,0.4500000002633799,0.449999999728432,0.450000000017673,0.44999999999132806,0.4500000000124033,0.4500000000119538,0.4499999999889297,0.4499999999889087,0.4499999999883141,0.4499999999867903,0.4499999999938587,0.45,0.0,1.526963693792176e-14,49.83991193459224
315.0,49.54313220783134,8.845212074040787e-06,49.543132207831384,8.845212073965984e-06,49.26892721319434,4.422606037009182e-06,49.26892721319434,4.422606037013723e-06,49.26892721319447,4.422606036995093e-06,49.26892721319456,4.422606036952083e-06,0.0,49.10228947062874,2.2113030180170013e-06,49.102289470628996,2.2113030185920325e-06,49.10228947062967,2.2113030184134495e-06,49.10228947062852,2.2113030184493023e-06,49.10228947062827,2.211303018400887e-06,49.539130006196096,8.845212074032564e-06,49.53913000619618,8.845212073966972e-06,49.265914532458204,4.422606037010641e-06,49.2659145324582,4.422606037022007e-06,49.265914532458304,4.4226060370034e-06,49.26591453245847,4.422606036963851e-06,49.102289470627056,49.102289470627156,2.211303018495374e-06,49.102289470627866,2.2113030190913978e-06,0.4499999998791493,0.45000000009252783,0.45000000009017405,0.4499999999801289,0.4499999999789968,0.4500000000220145,0.45000000002193935,0.4499999999969381,0.44999999999536194,49.547134409466594,49.679823869180666,0.4499999999986888,0.44999999999847884,0.4500000000003899,0.4499999999983995,0.4499999999986136,0.44999999999786044,0.4500000000116552,0.44999999998037943,0.45000000000169643,0.44999999998273726,0.4500000000017374,0.4499999999793232,0.4499999999881314,0.4499999999881276,0.44999999999101,0.4499999999909195,0.44999999999584267,0.45,0.0,1.5269636938015125e-14,49.83991193459033
316.0,49.543132207829125,8.845212074041719e-06,49.54313220782953,8.845212073971588e-06,49.268927213193,4.422606036955043e-06,49.2689272131931,4.422606037068261e-06,49.26892721319554,4.422606037022654e-06,49.268927213196534,4.422606037073829e-06,0.0,49.102289470627376,2.2113030181385153e-06,49.102289470628584,2.211303018558672e-06,49.10228947062874,2.211303018432904e-06,49.1022894706287,2.211303018481993e-06,49.102289470629415,2.211303018463115e-06,49.539130006193645,8.845212074019323e-06,49.53913000619447,8.845212073939621e-06,49.26591453245678,4.422606036987386e-06,49.26591453245703,4.422606037034771e-06,49.26591453245889,4.422606036986279e-06,49.26591453246088,4.4226060370371166e-06,49.102289470626474,49.10228947062653,2.2113030184807277e-06,49.102289470624875,2.211303018891672e-06,0.44999999991589174,0.4499999999344373,0.449999999901018,0.44999999998650037,0.44999999998397516,0.4500000000114006,0.4500000000080898,0.4500000000053473,0.45000000000386947,49.54713440946461,49.67982386917839,0.44999999999772566,0.4499999999924865,0.4499999999980706,0.4499999999957023,0.4500000000220585,0.4500000000219538,0.45000000003641516,0.44999999995902085,0.4500000000118387,0.4499999999988391,0.4500000000203962,0.45000000001713747,0.4499999999783043,0.44999999996337525,0.450000000043133,0.45000000003345897,0.4499999999987878,0.45,0.0,1.5269636938101145e-14,49.839911934589104
317.0,49.54313220782581,8.845212073935645e-06,49.54313220782668,8.845212074025881e-06,49.268927213191525,4.422606036961937e-06,49.26892721319152,4.422606036983967e-06,49.268927213195454,4.422606036897821e-06,49.268927213197365,4.42260603706193e-06,0.0,49.102289470627255,2.2113030182213526e-06,49.10228947062684,2.2113030185068447e-06,49.10228947062666,2.2113030184085257e-06,49.10228947063204,2.2113030185455824e-06,49.10228947063261,2.2113030185534205e-06,49.539130006190334,8.845212073939118e-06,49.539130006192075,8.845212074013474e-06,49.265914532455405,4.422606036949015e-06,49.26591453245537,4.422606036988674e-06,49.26591453245838,4.422606036916817e-06,49.26591453246221,4.422606037075699e-06,49.102289470626246,49.10228947062637,2.211303018468449e-06,49.10228947062516,2.211303018769045e-06,0.4499999999265144,0.45000000009565955,0.45000000007570184,0.44999999997631857,0.44999999997578755,0.4500000000045359,0.4500000000041302,0.4499999999846686,0.44999999998276713,49.54713440946129,49.679823869175,0.4500000000032207,0.4500000000022012,0.4500000000037689,0.4499999999961743,0.4499999999987832,0.44999999999693013,0.45000000002859775,0.4499999999714608,0.44999999999895385,0.44999999998889423,0.4499999999994204,0.44999999999846463,0.44999999998849344,0.4499999999824525,0.4499999999834887,0.4499999999787748,0.4500000000017126,0.45,0.0,1.526963693823382e-14,49.839911934587526
318.0,49.54313220780074,8.845212073434284e-06,49.54313220780453,8.845212074409192e-06,49.268927213179744,4.422606036693913e-06,49.26892721317979,4.422606036730529e-06,49.26892721320256,4.422606036313205e-06,49.268927213213146,4.4226060381101955e-06,0.0,49.10228947062226,2.2113030181886716e-06,49.102289470616164,2.21130301828801e-06,49.10228947061248,2.2113030180142404e-06,49.10228947065346,2.2113030189531213e-06,49.10228947065683,2.211303019154449e-06,49.53913000616529,8.845212073424627e-06,49.53913000617289,8.84521207441006e-06,49.26591453244319,4.422606036691711e-06,49.265914532443276,4.422606036733369e-06,49.26591453246124,4.422606036302132e-06,49.2659145324824,4.422606038107257e-06,49.10228947062115,49.10228947062173,2.211303018367058e-06,49.10228947062103,2.2113030185447634e-06,0.4499999999267982,0.45000000004985474,0.45000000000381557,0.44999999990939465,0.4499999999080083,0.4500000000079206,0.45000000000712703,0.44999999991881917,0.4499999998982756,49.54713440943619,49.67982386914902,0.4500000000580422,0.45000000005634766,0.4500000000333324,0.44999999995017437,0.45000000002168805,0.45000000001622686,0.45000000003819035,0.45000000000106904,0.4500000000738674,0.45000000004496077,0.4499999999459148,0.4499999999250557,0.4499999999681384,0.4499999999630255,0.44999999999706763,0.4499999999936549,0.4500000000247981,0.45,0.0,1.5269636939160068e-14,49.83991193457451
319.0,49.54313220781169,8.845212073470138e-06,49.54313220781048,8.845212074468109e-06,49.268927213183545,4.422606036713959e-06,49.26892721318348,4.4226060367604925e-06,49.26892721320334,4.4226060362662395e-06,49.268927213201394,4.422606038219814e-06,0.0,49.10228947062357,2.2113030182585704e-06,49.10228947061713,2.211303018276047e-06,49.10228947061745,2.2113030179815186e-06,49.102289470653005,2.2113030189855042e-06,49.102289470652806,2.2113030192188635e-06,49.53913000617625,8.845212073472132e-06,49.539130006173835,8.845212074461666e-06,49.265914532447624,4.422606036717757e-06,49.26591453244751,4.4226060367528675e-06,49.26591453246885,4.422606036257167e-06,49.265914532464954,4.422606038204654e-06,49.102289470622914,49.10228947062287,2.2113030183832587e-06,49.10228947062264,2.21130301849408e-06,0.44999999998535367,0.450000000029481,0.45000000001764245,0.4500000000250112,0.4500000000243452,0.4500000000446373,0.45000000004307056,0.45000000008791646,0.4500000000668872,49.547134409447125,49.67982386916069,0.4499999999809124,0.4499999999787591,0.4499999999370047,0.44999999984660044,0.45000000000350737,0.44999999999911855,0.45000000001008633,0.44999999998603757,0.4500000001541823,0.4500000001237744,0.44999999985780736,0.44999999983452255,0.4500000000212485,0.45000000001896656,0.44999999998782175,0.44999999998772905,0.45000000002245144,0.45,0.0,1.5269636938714845e-14,49.83991193458034
320.0,49.5431322078193,8.845212073453043e-06,49.543132207820356,8.845212074433043e-06,49.26892721318392,4.4226060367053295e-06,49.26892721318384,4.422606036749819e-06,49.26892721319254,4.422606036235786e-06,49.26892721319519,4.42260603824784e-06,0.0,49.102289470624115,2.2113030183004054e-06,49.10228947062199,2.211303018250152e-06,49.102289470621415,2.2113030179585213e-06,49.10228947064771,2.2113030190045053e-06,49.10228947064819,2.2113030192352684e-06,49.539130006183576,8.845212073470997e-06,49.539130006185694,8.845212074448757e-06,49.26591453244783,4.422606036716231e-06,49.26591453244768,4.42260603674551e-06,49.265914532455774,4.42260603620857e-06,49.265914532461046,4.422606038240219e-06,49.10228947062363,49.10228947062379,2.2113030183797707e-06,49.10228947062354,2.2113030184452704e-06,0.44999999996170076,0.45000000001644613,0.4500000000134168,0.44999999998682183,0.4499999999848472,0.4500000000697462,0.45000000006857693,0.449999999982923,0.4499999999622724,49.547134409455005,49.679823869168494,0.4500000000369805,0.4500000000349216,0.449999999998243,0.44999999990513273,0.4500000000161127,0.45000000001222246,0.45000000002894514,0.45000000001378226,0.45000000011803015,0.4500000000877125,0.4499999998829546,0.4499999998596038,0.4500000000019993,0.4500000000018705,0.44999999998124246,0.4499999999803001,0.45000000000788637,0.45,0.0,1.5269636938465422e-14,49.839911934584244
321.0,49.54313220782367,8.84521207345253e-06,49.543132207822936,8.845212074461934e-06,49.26892721318646,4.422606036720194e-06,49.268927213186416,4.4226060367463835e-06,49.268927213189414,4.422606036157995e-06,49.26892721318826,4.422606038290862e-06,0.0,49.10228947062447,2.2113030183309477e-06,49.102289470623624,2.2113030182282843e-06,49.10228947062388,2.211303017930525e-06,49.10228947064435,2.21130301903291e-06,49.10228947064415,2.2113030192670245e-06,49.53913000618866,8.845212073478278e-06,49.53913000618721,8.845212074460033e-06,49.26591453245026,4.422606036732666e-06,49.265914532450196,4.4226060367519375e-06,49.265914532454104,4.4226060361602655e-06,49.26591453245178,4.422606038299696e-06,49.10228947062448,49.102289470624505,2.21130301838583e-06,49.1022894706241,2.211303018418625e-06,0.45000000000355395,0.4500000000173859,0.4500000000165218,0.45000000003051216,0.45000000002416257,0.45000000008215224,0.45000000007997976,0.4500000000170086,0.44999999999573825,49.54713440945866,49.67982386917231,0.45000000002624674,0.4500000000250347,0.4500000000304969,0.4499999999317956,0.4500000000107751,0.4500000000069694,0.4500000000056256,0.4499999999970133,0.45000000008592905,0.45000000005565005,0.44999999982023525,0.4499999997969147,0.45000000000647133,0.4500000000064691,0.45000000001076373,0.4500000000105227,0.45000000000590973,0.45,0.0,1.526963693832583e-14,49.839911934586155
322.0,49.54313220782705,8.845212073726563e-06,49.54313220782446,8.845212074205125e-06,49.26892721319602,4.422606036855402e-06,49.26892721319597,4.422606036867688e-06,49.26892721318359,4.42260603632948e-06,49.268927213179055,4.422606037879249e-06,0.0,49.10228947062762,2.2113030184073225e-06,49.10228947062944,2.2113030182798318e-06,49.10228947063031,2.2113030180511994e-06,49.10228947062921,2.211303018852775e-06,49.10228947062848,2.2113030190342163e-06,49.539130006193005,8.84521207373098e-06,49.539130006187825,8.845212074215388e-06,49.265914532459824,4.4226060368629175e-06,49.265914532459725,4.422606036872566e-06,49.265914532449635,4.422606036328475e-06,49.26591453244056,4.422606037886979e-06,49.10228947062795,49.102289470627916,2.2113030184489927e-06,49.10228947062734,2.2113030184594333e-06,0.4500000000274519,0.4500000000364659,0.45000000003472873,0.45000000006809165,0.4500000000660163,0.45000000012340186,0.4500000001228281,0.4500000000083361,0.44999999999825185,49.54713440946109,49.67982386917474,0.4500000000132959,0.4500000000127271,0.45000000004095775,0.4499999999692401,0.4500000000151684,0.4500000000114883,0.44999999999727175,0.44999999999162715,0.45000000004726065,0.45000000002428103,0.44999999986540895,0.44999999984656625,0.4500000000099782,0.45000000000953755,0.45000000002071877,0.4500000000203281,0.45000000000330753,0.45,0.0,1.5269636938245712e-14,49.839911934587356
323.0,49.54313220782831,8.845212074384217e-06,49.54313220782289,8.845212073619717e-06,49.268927213213416,4.422606037210453e-06,49.26892721321334,4.422606037185111e-06,49.2689272131758,4.4226060368133305e-06,49.26892721316648,4.422606036786877e-06,0.0,49.102289470629856,2.2113030185708795e-06,49.10228947063287,2.2113030184618744e-06,49.10228947063428,2.2113030183669864e-06,49.10228947060072,2.211303018333806e-06,49.10228947059936,2.2113030184480347e-06,49.5391300061957,8.845212074409528e-06,49.5391300061849,8.845212073596625e-06,49.26591453247738,4.422606037211726e-06,49.26591453247721,4.422606037189114e-06,49.26591453244326,4.422606036814912e-06,49.265914532424624,4.422606036781809e-06,49.10228947063482,49.10228947063467,2.2113030186363746e-06,49.10228947062955,2.2113030185965234e-06,0.4500000001321798,0.4500000001306499,0.45000000012658836,0.4500000002364237,0.45000000023304787,0.4500000002767819,0.4500000002759258,0.4500000000100896,0.44999999999397994,49.5471344094609,49.67982386917499,0.4499999999693404,0.4499999999681676,0.4500000001096503,0.4500000001084263,0.450000000015501,0.45000000000774254,0.4499999999334846,0.4499999999294706,0.4499999998969662,0.44999999988734446,0.4500000000010002,0.4499999999878907,0.45000000001094215,0.4500000000097241,0.4500000000849178,0.4500000000847304,0.4500000000018819,0.45,0.0,1.5269636938201766e-14,49.8399119345875
