time,inlet__H_link_R,inlet__H_link_L,inlet__H_down,inlet__RBC_volume,inlet__q_C,VV_junc1__RBC_volume,VV_junc1__q_C,VV_junc1__q_C_d,PV1__H_link_R,PV1__H_link_L,PV1__H_down,PV1__RBC_volume,PV1__q_C,PV2__H_link_R,PV2__H_link_L,PV2__H_down,PV2__RBC_volume,PV2__q_C,V1__H_link_R,V1__H_link_L,V1__H_down,V1__RBC_volume,V1__q_C,V2__H_link_R,V2__H_link_L,V2__H_down,V2__RBC_volume,V2__q_C,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,inlet__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__u_mmHg,PV2__u_mmHg,V1__u_mmHg,V2__u_mmHg
10.0,-6.928319192264002e-42,0.45,0.4500000009826383,1.5269640020821e-14,3.332653049076242e-18,5.089380111306648e-17,2.7729719974452516e-18,2.7701281813211187e-18,0.4500000010907789,0.4500000008363858,0.4500000010897267,7.634818295382406e-16,1.6625090432528594e-19,0.45000000086977365,0.4500000007280834,0.45000000086919734,7.634818291817607e-16,1.6625090432529576e-19,0.45,0.4500000010902526,0.45001302167627383,1.0692760582075335e-14,2.7707626048062392e-18,0.45,0.4500000008694855,0.450013022141149,1.069276059163731e-14,2.7707626048065666e-18,0.45000000082166697,0.4500000005914843,49.93951848520451,49.879036970408954,49.82890669069594,49.8273946528243,49.82739465282719,49.82588261495266,49.82588261495843
11.0,4.0391131275585956e-42,0.45,0.45000000080004604,1.5269640014874858e-14,3.3326530421714334e-18,5.0893801141002817e-17,2.7729719859405847e-18,2.770128165047017e-18,0.4500000009641984,0.45000000103738513,0.4500000009644349,7.634818293765435e-16,1.6625090333992406e-19,0.4500000007691665,0.4500000007811578,0.45000000076918745,7.634818290357091e-16,1.6625090333993232e-19,0.45,0.45000000096431625,0.4500111548034293,1.0692720261772267e-14,2.7707625882396814e-18,0.45,0.4500000007691768,0.4500111551692758,1.0692720269251787e-14,2.7707625882399564e-18,0.4500000010428414,0.45000000086433284,49.93951838380341,49.879036767606756,49.828906403819005,49.827394363412154,49.82739436341457,49.8258823230053,49.825882323010156
12.0,2.1028365851510115e-42,0.45,0.45000000066026863,1.5269640010616347e-14,3.3326530362672267e-18,5.08938011178005e-17,2.7729719761031025e-18,2.7701281511314793e-18,0.45000000084477815,0.45000000083720115,0.4500000008448073,7.63481829160614e-16,1.6625090249736917e-19,0.4500000006681732,0.4500000006217825,0.45000000066801776,7.634818288545684e-16,1.6625090249737603e-19,0.45,0.45000000084479286,0.4500095585047972,1.069268578524647e-14,2.770762574074105e-18,0.45,0.45000000066809553,0.45000955879584703,1.0692685791150377e-14,2.7707625740743334e-18,0.45000000081900554,0.45000000067786156,49.939518297096726,49.87903659419339,49.82890615851841,49.827394115944045,49.82739411594606,49.825882073369705,49.825882073373734
13.0,1.473388157807297e-42,0.45,0.45000000054423483,1.5269640007056947e-14,3.3326530312015198e-18,5.089380109978413e-17,2.7729719676627145e-18,2.7701281391922166e-18,0.45000000064980855,0.45000000062930856,0.4500000006496426,7.63481828827056e-16,1.6625090177447476e-19,0.4500000005244117,0.45000000051205713,0.45000000052430955,7.63481828615708e-16,1.6625090177447984e-19,0.45,0.45000000064972523,0.4500081889221464,1.0692656205085148e-14,2.770762561920361e-18,0.45,0.45000000052436046,0.45000818914656643,1.0692656209660832e-14,2.7707625619205302e-18,0.45000000064400325,0.4500000005342646,49.939518222703896,49.87903644540775,49.82890594805522,49.82739390362161,49.82739390362311,49.825881859188016,49.825881859191
14.0,-1.1351328365411726e-43,0.45,0.45000000043627897,1.5269640003782994e-14,3.3326530268591533e-18,5.089380107989484e-17,2.772971960427543e-18,2.77012812895772e-18,0.4500000005307965,0.4500000004512302,0.4500000005305142,7.634818286154768e-16,1.662509011547992e-19,0.4500000004391642,0.45000000037802457,0.45000000043894733,7.634818284630047e-16,1.6625090115480302e-19,0.45,0.4500000005306555,0.45000701488031647,1.0692630848306503e-14,2.7707625515019823e-18,0.45,0.4500000004390559,0.4500070150537997,1.0692630851855083e-14,2.7707625515021105e-18,0.4500000004558045,0.45000000037074334,49.93951815893374,49.879036317867445,49.82890576764336,49.82739372161575,49.82739372161687,49.82588167558812,49.82588167559039
15.0,-4.4767938589576674e-45,0.45,0.4500000003642726,1.5269640001628234e-14,3.3326530231426042e-18,5.08938010605219e-17,2.7729719542350966e-18,2.7701281201983827e-18,0.45000000036350085,0.4500000002625711,0.45000000036309057,7.634818283278091e-16,1.6625090062444234e-19,0.45000000030308657,0.45000000021790837,0.4500000003027437,7.63481828227894e-16,1.6625090062444518e-19,0.45,0.450000000363296,0.45000601007979757,1.0692609146634666e-14,2.7707625425853064e-18,0.45,0.45000000030291537,0.450006010214968,1.069260914942332e-14,2.7707625425854008e-18,0.45000000027568393,0.4500000002082752,49.93951810435407,49.879036208708115,49.828905613235335,49.82739356584381,49.827393565844645,49.82588151845229,49.825881518453954
16.0,1.4112278318050386e-45,0.45,0.45000000029952786,1.526963999952504e-14,3.332653019958623e-18,5.089380106968004e-17,2.7729719489300043e-18,2.770128112694155e-18,0.450000000336053,0.45000000035297655,0.4500000003361027,7.634818283002787e-16,1.662509001700771e-19,0.4500000002796819,0.4500000002943693,0.4500000002797243,7.63481828204276e-16,1.662509001700795e-19,0.45,0.4500000003360776,0.45000514923003876,1.0692590554260548e-14,2.7707625349462112e-18,0.45,0.4500000002797028,0.45000514933692676,1.069259055644712e-14,2.77076253494629e-18,0.45000000034935966,0.4500000002965509,49.93951805759547,49.87903611519089,49.82890548095216,49.8273934323915,49.827393432392206,49.82588138383086,49.825881383832254
17.0,2.0075453866365213e-45,0.45,0.4500000002403028,1.5269639997679524e-14,3.3326530172231195e-18,5.0893801065924274e-17,2.7729719443721586e-18,2.7701281062469223e-18,0.4500000002963406,0.45000000031553167,0.4500000002964121,7.634818282331257e-16,1.6625089977971114e-19,0.45000000024859965,0.4500000002656819,0.4500000002486619,7.634818281517805e-16,1.6625089977971307e-19,0.45,0.4500000002963761,0.4500044096337595,1.0692574580647764e-14,2.7707625283831207e-18,0.45,0.45000000024863057,0.45000440971724215,1.0692574582347508e-14,2.7707625283831843e-18,0.4500000003099025,0.4500000002695915,49.93951801742302,49.87903603484601,49.828905367301495,49.827393317736515,49.82739331773708,49.825881268171536,49.82588126817265
18.0,1.6562376461696432e-46,0.45,0.450000000190949,1.5269639996189637e-14,3.3326530148821335e-18,5.089380105527001e-17,2.7729719404716513e-18,2.770128100729542e-18,0.4500000002421839,0.4500000002114924,0.45000000024207304,7.634818281329753e-16,1.6625089944564615e-19,0.45000000020525516,0.4500000001799326,0.4500000002051641,7.634818280711951e-16,1.6625089944564761e-19,0.45,0.45000000024212844,0.4500037767092988,1.0692560910862242e-14,2.770762522766606e-18,0.45,0.45000000020520964,0.45000377677386766,1.0692560912176882e-14,2.7707625227666553e-18,0.45000000021115416,0.45000000017993114,49.93951798304428,49.87903596608857,49.828905270042114,49.82739321961777,49.827393219618195,49.82588116919342,49.82588116919429
19.0,-1.26107207517345e-45,0.45,0.45000000015581776,1.5269639995153314e-14,3.3326530128817047e-18,5.0893801043732656e-17,2.772971937138573e-18,2.7701280960148702e-18,0.4500000001714031,0.4500000001021145,0.45000000017113995,7.634818280064525e-16,1.6625089916018382e-19,0.4500000001450637,0.45000000008520813,0.45000000014483843,7.634818279633071e-16,1.662508991601849e-19,0.45,0.4500000001712716,0.4500032358749958,1.0692549229969911e-14,2.7707625179672386e-18,0.45,0.45000000014495123,0.4500032359247567,1.0692549230987643e-14,2.7707625179672752e-18,0.45000000010569524,0.4500000000813648,49.93951795366684,49.879035907333666,49.82890518693272,49.82739313577419,49.82739313577451,49.825881084615645,49.82588108461629
20.0,-2.676958134426276e-48,0.45,0.4500000001374295,1.526963999459524e-14,3.3326530111690253e-18,5.0893801039833495e-17,2.7729719342849364e-18,2.770128091978461e-18,0.45000000010019897,0.4500000000688346,0.4500000001000628,7.634818278916796e-16,1.662508989157889e-19,0.450000000081264,0.45000000005183843,0.45000000008113905,7.634818278598791e-16,1.6625089891578974e-19,0.45,0.4500000001001308,0.45000277285425294,1.0692539229665122e-14,2.7707625138583245e-18,0.45,0.4500000000812015,0.4500027728929504,1.069253923045993e-14,2.7707625138583526e-18,0.4500000000685915,0.4500000000495163,49.93951792851515,49.87903585703027,49.82890511577963,49.827393063992574,49.82739306399282,49.825881012205514,49.82588101220601
21.0,8.438623583883915e-49,0.45,0.45000000011484914,1.52696399938311e-14,3.33265300969999e-18,5.089380104785843e-17,2.7729719318372574e-18,2.7701280885161946e-18,0.45000000011688995,0.45000000013703034,0.4500000001169642,7.634818279283345e-16,1.662508987061555e-19,0.45000000010068836,0.45000000012205144,0.4500000001007663,7.634818279010436e-16,1.662508987061562e-19,0.45,0.4500000001169271,0.4500023756753898,1.0692530651579066e-14,2.7707625103338188e-18,0.45,0.45000000010072727,0.4500023757057442,1.06925306521996e-14,2.770762510333841e-18,0.45000000013781877,0.45000000012220104,49.93951790694152,49.87903581388303,49.828905054747416,49.82739300242083,49.827393002421026,49.82588095009423,49.82588095009463
22.0,1.2004383320478522e-48,0.45,0.4500000000913214,1.526963999309343e-14,3.3326530084378976e-18,5.089380104711144e-17,2.772971929734383e-18,2.7701280855416362e-18,0.45000000011444213,0.4500000001290843,0.45000000011450203,7.63481827923219e-16,1.6625089852605218e-19,0.45000000010097263,0.45000000011653823,0.4500000001010346,7.634818279005135e-16,1.6625089852605273e-19,0.45,0.45000000011447217,0.45000203444484077,1.0692523281802599e-14,2.7707625073057985e-18,0.45,0.4500000001010036,0.45000203446852644,1.0692523282285014e-14,2.7707625073058166e-18,0.45000000012949826,0.4500000001173118,49.93951788840696,49.879035776813936,49.82890500231244,49.8273929495224,49.82739294952256,49.82588089673236,49.825880896732684
23.0,9.90369219470978e-50,0.45,0.45000000007186025,1.526963999251786e-14,3.332653007357826e-18,5.08938010410561e-17,2.7729719279347884e-18,2.7701280829960876e-18,0.45000000009189145,0.45000000007533425,0.45000000009183244,7.634818278798022e-16,1.662508983719249e-19,0.4500000000803467,0.450000000064424,0.45000000008029,7.634818278603181e-16,1.6625089837192535e-19,0.45,0.45000000009186203,0.45000174243274127,1.0692516974984509e-14,2.770762504714512e-18,0.45,0.4500000000803184,0.45000174245110763,1.0692516975356204e-14,2.7707625047145268e-18,0.45000000007484275,0.4500000000648854,49.93951787254549,49.879035745091,49.82890495743997,49.827392904253436,49.82739290425357,49.82588085106692,49.82588085106718
24.0,-7.540747365188905e-49,0.45,0.45000000006147955,1.526963999224e-14,3.332653006434853e-18,5.089380103315599e-17,2.772971926396947e-18,2.77012808082085e-18,0.4500000000482738,0.45000000000611773,0.4500000000481117,7.634818278015531e-16,1.662508982402196e-19,0.45000000003704044,0.44999999999483403,0.45000000003687857,7.634818277824871e-16,1.6625089824021998e-19,0.45,0.45000000004819274,0.45000149290922664,1.0692511585773579e-14,2.770762502500206e-18,0.45,0.45000000003695956,0.4500014929232986,1.0692511586053198e-14,2.7707625025002185e-18,0.4500000000033822,0.44999999999664136,49.939517858991096,49.87903571798221,49.82890491909526,49.827392865570076,49.82739286557018,49.825880812044886,49.825880812045106
25.0,-1.1354786341071588e-51,0.45,0.4500000000624106,1.5269639992265994e-14,3.3326530056442075e-18,5.089380103341771e-17,2.7729719250795864e-18,2.7701280789575477e-18,0.45000000000730594,0.45000000000716317,0.4500000000072914,7.634818277388171e-16,1.6625089812740127e-19,0.4499999999959548,0.4499999999973525,0.4499999999959446,7.634818277198062e-16,1.662508981274016e-19,0.45,0.4500000000072987,0.4500012791745736,1.0692506969522975e-14,2.77076250060344e-18,0.45,0.4499999999959496,0.4500012791848997,1.0692506969721437e-14,2.7707625006034502e-18,0.4500000000052855,0.44999999999936624,49.93951784738002,49.87903569476001,49.828904886249305,49.82739283243403,49.82739283243413,49.82588077861875,49.82588077861894
26.0,6.5078878027016675e-52,0.45,0.45000000005213503,1.5269639991881147e-14,3.3326530049659154e-18,5.0893801043008284e-17,2.7729719239494288e-18,2.7701280773589188e-18,0.4500000000525475,0.45000000008768554,0.45000000005268465,7.6348182782132405e-16,1.662508980306068e-19,0.45000000004744106,0.4500000000864092,0.4500000000475935,7.634818278132864e-16,1.6625089803060694e-19,0.45,0.4500000000526161,0.45000109577806346,1.069250300869087e-14,2.770762498976051e-18,0.45,0.4500000000475173,0.45000109578521935,1.0692503008834373e-14,2.7707624989760567e-18,0.45000000008823293,0.4500000000860175,49.939517837418904,49.8790356748378,49.82890485806896,49.827392804004376,49.82739280400441,49.825880749939785,49.825880749939884
27.0,-4.511368238264256e-52,0.45,0.45000000003944995,1.5269639991522215e-14,3.3326530043849644e-18,5.089380103746914e-17,2.772971922981459e-18,2.770128075989701e-18,0.4500000000578299,0.4500000000406856,0.4500000000577669,7.634818278217219e-16,1.6625089794770348e-19,0.45000000005418506,0.45000000003572554,0.4500000000541162,7.634818278153215e-16,1.6625089794770362e-19,0.45,0.4500000000577985,0.4500009387043431,1.0692499616282191e-14,2.770762497582224e-18,0.45,0.4500000000541507,0.4500009387097573,1.069249961639124e-14,2.770762497582228e-18,0.45000000003954427,0.4500000000367525,49.939517828887304,49.8790356577746,49.82890483393263,49.827392779654716,49.82739277965476,49.8258807253768,49.82588072537687
28.0,-2.9532227689341235e-55,0.45,0.45000000002980567,1.526963999121504e-14,3.3326530038880938e-18,5.0893801037133945e-17,2.772971922153582e-18,2.770128074818647e-18,0.45000000004509416,0.45000000003703894,0.4500000000450611,7.634818278015534e-16,1.6625089787679876e-19,0.45000000004107793,0.45000000003336194,0.4500000000410464,7.634818277947953e-16,1.6625089787679888e-19,0.45,0.4500000000450776,0.4500008043657537,1.069249671485948e-14,2.7707624963901276e-18,0.45,0.45000000004106216,0.45000080436980505,1.0692496714938288e-14,2.7707624963901318e-18,0.4500000000360971,0.4500000000342722,49.93951782159047,49.879035643180934,49.828904813289505,49.82739275882918,49.82739275882921,49.82588070436885,49.82588070436893
29.0,9.343674203422791e-55,0.45,0.45000000002368046,1.526963999103571e-14,3.332653003461136e-18,5.0893801034142233e-17,2.772971921442192e-18,2.770128073812389e-18,0.4500000000279008,0.4500000000092883,0.4500000000278404,7.634818277706634e-16,1.6625089781587225e-19,0.4500000000260203,0.4500000000083901,0.45000000002596624,7.634818277676391e-16,1.6625089781587232e-19,0.45,0.45000000002787066,0.45000068893468165,1.069249422178469e-14,2.7707624953657944e-18,0.45,0.4500000000259934,0.45000068893754097,1.0692494221842374e-14,2.770762495365797e-18,0.450000000009461,0.45000000000800316,49.93951781532034,49.87903563064068,49.82890479555137,49.82739274093436,49.82739274093438,49.82588068631734,49.82588068631739
30.0,5.169463717334791e-55,0.45,0.45000000001910306,1.5269639990891054e-14,3.3326530030951168e-18,5.0893801034334574e-17,2.7729719208323374e-18,2.7701280729497564e-18,0.45000000001778745,0.45000000000779805,0.45000000001775314,7.634818277548719e-16,1.6625089776364178e-19,0.4500000000208094,0.45000000001316115,0.45000000002078694,7.634818277603875e-16,1.6625089776364175e-19,0.45,0.4500000000177703,0.4500005899784376,1.0692492084542457e-14,2.7707624944876628e-18,0.45,0.45000000002079826,0.4500005899805594,1.069249208459482e-14,2.770762494487662e-18,0.4500000000109834,0.45000000000988205,49.93951780994514,49.879035619890274,49.828904780345034,49.82739272559367,49.82739272559366,49.825880670842295,49.82588067084228
31.0,-3.3154214614980155e-55,0.45,0.45000000001557194,1.5269639990775268e-14,3.332653002782241e-18,5.08938010354432e-17,2.77297192031103e-18,2.7701280722123756e-18,0.45000000001135054,0.45000000001342344,0.45000000001135126,7.634818277458725e-16,1.6625089771899494e-19,0.4500000000215723,0.4500000000269711,0.4500000000215897,7.634818277637667e-16,1.6625089771899482e-19,0.45,0.4500000000113509,0.45000050538989883,1.0692490257616564e-14,2.770762493737031e-18,0.45,0.450000000021581,0.45000050539199105,1.0692490257683863e-14,2.770762493737027e-18,0.45000000002086304,0.45000000001960727,49.939517805350384,49.87903561070076,49.82890476734662,49.827392712480375,49.82739271248034,49.82588065761415,49.82588065761407
32.0,-3.950548567375663e-55,0.45,0.45000000001258544,1.526963999068254e-14,3.3326530025147143e-18,5.089380103520035e-17,2.7729719198652817e-18,2.770128071581872e-18,0.45000000000518664,0.4500000000070197,0.45000000000518675,7.63481827735359e-16,1.6625089768081937e-19,0.45000000002443585,0.4500000000291157,0.4500000000244559,7.63481827768503e-16,1.662508976808191e-19,0.45,0.4500000000051867,0.4500004330619428,1.069248869549079e-14,2.770762493095199e-18,0.45,0.45000000002444585,0.4500004330649665,1.069248869559774e-14,2.7707624930951904e-18,0.45000000001929835,0.4500000000168774,49.9395178014216,49.87903560284319,49.82890475623222,49.82739270126777,49.8273927012677,49.82588064630333,49.82588064630318
33.0,-1.765918787461967e-58,0.45,0.4500000000100623,1.5269639990607755e-14,3.332653002285529e-18,5.089380103427794e-17,2.772971919483418e-18,2.7701280710417338e-18,0.45000000000716744,0.45000000000901125,0.4500000000071735,7.634818277387205e-16,1.662508976481151e-19,0.45000000001601637,0.4500000000108645,0.45000000001599816,7.634818277525986e-16,1.6625089764811506e-19,0.45,0.4500000000071705,0.4500003710979353,1.0692487357219362e-14,2.7707624925453512e-18,0.45,0.45000000001600726,0.45000037110334845,1.0692487357355418e-14,2.77076249254535e-18,0.4500000000115346,0.4500000000083294,49.93951779805588,49.87903559611176,49.82890474671076,49.82739269166215,49.82739269166213,49.82588063661354,49.82588063661352
34.0,5.587174118159508e-58,0.45,0.4500000000080962,1.5269639990547038e-14,3.3326530020885453e-18,5.089380103409803e-17,2.772971919155207e-18,2.7701280705774876e-18,0.4500000000096456,0.4500000000132987,0.45000000000965934,7.634818277432091e-16,1.6625089762000595e-19,0.450000000008363,0.4500000000033647,0.45000000000833995,7.634818277396135e-16,1.6625089762000607e-19,0.45,0.4500000000096524,0.4500003178409174,1.0692486206999352e-14,2.7707624920727604e-18,0.45,0.45000000000835144,0.4500003178472524,1.06924862071334e-14,2.7707624920727646e-18,0.450000000010231,0.4500000000064516,49.939517795163056,49.87903559032612,49.82890473852711,49.82739268340616,49.8273926834062,49.82588062828521,49.82588062828529
35.0,3.0911495047288217e-58,0.45,0.45000000000651064,1.526963999049806e-14,3.3326530019196744e-18,5.089380103390287e-17,2.7729719188738376e-18,2.770128070179498e-18,0.45000000000838913,0.45000000000901746,0.4500000000083919,7.634818277405745e-16,1.6625089759590854e-19,0.45000000000603857,0.45000000000420565,0.45000000000602947,7.634818277361794e-16,1.6625089759590864e-19,0.45,0.45000000000839047,0.45000027218639577,1.0692485220967163e-14,2.7707624916676187e-18,0.45,0.45000000000603396,0.4500002721921763,1.0692485221086926e-14,2.7707624916676225e-18,0.45000000000752366,0.45000000000570767,49.93951779268309,49.87903558536619,49.82890473151142,49.82739267632848,49.82739267632851,49.82588062114553,49.82588062114559
36.0,-1.9825003073936584e-58,0.45,0.4500000000052416,1.5269639990458853e-14,3.3326530017753224e-18,5.089380103373613e-17,2.772971918633321e-18,2.7701280698392936e-18,0.45000000000583273,0.4500000000033938,0.45000000000582324,7.634818277357263e-16,1.6625089757530995e-19,0.4500000000060127,0.45000000000690127,0.4500000000060179,7.634818277365791e-16,1.6625089757530998e-19,0.45,0.45000000000582796,0.4500002331614805,1.069248437811595e-14,2.7707624913213022e-18,0.45,0.45000000000601525,0.45000023316608423,1.069248437821577e-14,2.770762491321304e-18,0.450000000005712,0.4500000000045707,49.9395177905632,49.8790355811264,49.82890472551436,49.827392670278435,49.82739267027844,49.8258806150425,49.825880615042536
