category,variable,value
algebraic,VV_junc2/A,-0.0
algebraic,VV_junc3/beta1,0.0
algebraic,VV_junc2/X_0,0.03636363636363637
algebraic,VV_junc3/beta2,0.0
algebraic,VV_junc2/y_raw,0.5000003925642561
algebraic,VV_junc3/beta3,0.0
algebraic,VV_junc2/y,0.5000003925642561
algebraic,VV_junc3/beta4,1.0
algebraic,VV_junc2/ph,1.5702570243454905e-06
algebraic,VV_junc3/D_F,1.1e-05
algebraic,VV_junc2/FQE_alpha,0.5000005232704198
algebraic,VV_junc3/D_alpha,0.0004
algebraic,VV_junc2/epsilon_alpha,-0.009274285793270776
algebraic,VV_junc2/H_VV_out_beta,0.4752859393691041
algebraic,VV_junc3/D_beta,0.0004
algebraic,VV_junc2/H_split1,0.45000257920109266
algebraic,VV_junc2/H_split2,0.0
algebraic,VV_junc2/RBC_out,2.4088572203789774e-15
algebraic,VV_junc3/v_alpha,2.6001590901341444e-15
algebraic,VV_junc2/H_daughter1,0.45000257920109266
algebraic,VV_junc2/H_daughter2,0.0
algebraic,PV4/w_v,1.0000000000000004
algebraic,VV_junc3/v_beta,2.60009157627546e-15
algebraic,VV_junc2/H_from1_target,0.45000257920109266
algebraic,VV_junc2/H_from2_target,0.0
algebraic,V3/H_L_in,0.44996227683071843
algebraic,PV4/v_pos,2.561630549309539e-15
algebraic,PV4/v_neg,1.1375924865706545e-30
algebraic,VV_junc3/FQB_alpha,0.5000064914042623
algebraic,V3/H_R_in,0.45
algebraic,VV_junc3/B,1.3328713993507006
algebraic,V3/q,1.571016839074393e-14
algebraic,VV_junc3/A,-0.0
algebraic,V3/H_mean,0.44999999859732
algebraic,VV_junc3/X_0,0.03636363636363637
algebraic,V3/hem_dep_u_rel,4.651557860653698
algebraic,VV_junc3/y_raw,0.5000070005340084
algebraic,V3/mu,0.004651557860653698
algebraic,VV_junc3/y,0.5000070005340084
algebraic,V3/R,3790430344197111.0
algebraic,VV_junc3/ph,2.800213603528756e-05
algebraic,V3/u,6609.149696312738
algebraic,VV_junc3/FQE_alpha,0.5000093308115594
algebraic,PV3/v_d,2.5616342785902454e-15
algebraic,V3/u_mmHg,49.572836413440676
algebraic,VV_junc3/epsilon_alpha,-0.009369323698015242
algebraic,VV_junc3/H_VV_out_beta,0.4754148656499044
algebraic,PV3/w_v_d,1.0000000000000004
algebraic,PV3/v_d_mm3_s,2.5616342785902454e-06
algebraic,V3/v,2.561634281870823e-15
algebraic,VV_junc3/H_split1,0.45000070802444786
algebraic,VV_junc3/H_split2,0.0
algebraic,VV_junc3/RBC_out,2.4454627693074176e-15
algebraic,PV3/H_up,0.45580122364794357
algebraic,PV3/v_d_pos,2.5616342785902466e-15
algebraic,PV3/v_d_neg,1.1375941427039773e-30
algebraic,PV3/H_L_out,0.45580122364794357
algebraic,V3/w_v,1.0000000000000004
algebraic,V3/v_mm3_s,2.5616342818708226e-06
algebraic,VV_junc3/H_daughter1,0.45000070802444786
algebraic,VV_junc3/H_daughter2,0.0
algebraic,PV6/w_v,1.0000000000000004
algebraic,VV_junc2/H_split3,0.4660119563450339
algebraic,PV3/s_v_d,0.9999999999999996
algebraic,PV3/H_R_out,0.4498345538668819
algebraic,V3/H_up,0.44996227683071843
algebraic,V3/H_L_out,0.44996227683071843
algebraic,V3/v_pos,2.561634281870824e-15
algebraic,V3/v_neg,1.1375941441608463e-30
algebraic,V4/H_L_in,0.44984926600388503
algebraic,VV_junc3/H_from1_target,0.45000070802444786
algebraic,VV_junc3/H_from2_target,0.0
algebraic,V5/H_L_in,0.4498494294449694
algebraic,PV6/v_pos,2.60009157627546e-15
algebraic,PV6/v_neg,1.1546726136459723e-30
algebraic,VV_junc2/H_daughter3,0.4660119563450339
algebraic,PV3/H_down_target,0.4494241743573974
algebraic,PV3/H_mass_L,0.45580122364794357
algebraic,V3/s_v,0.9999999999999996
algebraic,V3/H_R_out,0.45000071303472855
algebraic,V4/H_R_in,0.45
algebraic,V5/H_R_in,0.45
algebraic,VV_junc2/H_from3_target,0.4660119563450339
algebraic,PV3/H_mass_R,0.4498345538668819
algebraic,V3/H_down_target,0.4500037707739801
algebraic,V3/H_mass_L,0.44996227683071843
algebraic,V4/q,1.571016839073907e-14
algebraic,V5/q,1.5710168440431363e-14
algebraic,V3/H_mass_R,0.45000071303472855
algebraic,V4/H_mean,0.4499999936204746
algebraic,V5/H_mean,0.44999999352200803
algebraic,V4/hem_dep_u_rel,4.651557785918672
algebraic,V5/hem_dep_u_rel,4.651557784440044
algebraic,V4/mu,0.004651557785918672
algebraic,V5/mu,0.004651557784440044
algebraic,V4/R,3790430283297533.0
algebraic,V5/R,3790430282092638.5
algebraic,V4/u,6609.149682045008
algebraic,V5/u,6609.295621641241
algebraic,PV4/v_d,2.5616305454742072e-15
algebraic,V4/u_mmHg,49.57283630642361
algebraic,PV5/v_d,2.600091441078827e-15
algebraic,V5/u_mmHg,49.57393094643976
algebraic,PV4/w_v_d,1.0000000000000004
algebraic,PV4/v_d_mm3_s,2.561630545474207e-06
algebraic,V4/v,2.561630558882543e-15
algebraic,PV5/w_v_d,1.0000000000000004
algebraic,PV5/v_d_mm3_s,2.6000914410788267e-06
algebraic,V5/v,2.600132678288052e-15
algebraic,PV4/H_up,0.4648469359738592
algebraic,PV4/H_L_out,0.4648469359738592
algebraic,PV4/v_d_pos,2.5616305454742084e-15
algebraic,PV4/v_d_neg,1.1375924848674256e-30
algebraic,V4/w_v,1.0000000000000004
algebraic,V4/v_mm3_s,2.561630558882543e-06
algebraic,PV5/H_up,0.46474400723281645
algebraic,PV5/v_d_pos,2.600091441078828e-15
algebraic,PV5/v_d_neg,1.154672553606607e-30
algebraic,PV5/H_L_out,0.46474400723281645
algebraic,V5/w_v,1.0000000000000004
algebraic,V5/v_mm3_s,2.600132678288052e-06
algebraic,VV_junc2/H_split4,0.4752859393691041
algebraic,VV_junc2/RBC_in,2.3054823863424615e-15
algebraic,PV4/s_v_d,0.9999999999999996
algebraic,PV4/H_R_out,0.4494463986983048
algebraic,V4/H_up,0.44984926600388503
algebraic,V4/H_L_out,0.44984926600388503
algebraic,V4/v_pos,2.5616305588825443e-15
algebraic,V4/v_neg,1.1375924908219229e-30
algebraic,VV_junc3/H_split3,0.4660509415683085
algebraic,PV5/s_v_d,0.9999999999999996
algebraic,PV5/H_R_out,0.4494473802425953
algebraic,V5/H_up,0.4498494294449694
algebraic,V5/H_L_out,0.4498494294449694
algebraic,V5/v_pos,2.6001326782880533e-15
algebraic,V5/v_neg,1.1546908666062681e-30
algebraic,V6/H_L_in,0.4499615550361841
algebraic,VV_junc2/H_daughter4,0.4752859393691041
algebraic,PV4/H_down_target,0.44853045601243086
algebraic,PV4/H_mass_L,0.4648469359738592
algebraic,V4/s_v,0.9999999999999996
algebraic,V4/H_R_out,0.4500031977154906
algebraic,VV_junc3/H_daughter3,0.4660509415683085
algebraic,PV5/H_down_target,0.4485256306002672
algebraic,PV5/H_mass_L,0.46474400723281645
algebraic,V5/s_v,0.9999999999999996
algebraic,V5/H_R_out,0.45000320242786457
algebraic,V6/H_R_in,0.45
algebraic,VV_junc2/H_from4_target,0.4752859393691041
algebraic,PV4/H_mass_R,0.4494463986983048
algebraic,V4/H_down_target,0.45001506638213357
algebraic,V4/H_mass_L,0.44984926600388503
algebraic,VV_junc3/H_from3_target,0.4660509415683085
algebraic,PV5/H_mass_R,0.4494473802425953
algebraic,V5/H_down_target,0.4500150499297119
algebraic,V5/H_mass_L,0.4498494294449694
algebraic,V6/q,1.5710168440431363e-14
algebraic,V4/H_mass_R,0.4500031977154906
algebraic,V5/H_mass_R,0.45000320242786457
algebraic,V6/H_mean,0.44999999859561146
algebraic,V6/hem_dep_u_rel,4.651557860628042
algebraic,V6/mu,0.0046515578606280425
algebraic,V6/R,3790430344176205.0
algebraic,V6/u,6609.295621641241
algebraic,PV6/v_d,2.6001592253342926e-15
algebraic,V6/u_mmHg,49.57393094643976
algebraic,PV6/w_v_d,1.0000000000000004
algebraic,PV6/v_d_mm3_s,2.6001592253342925e-06
algebraic,V6/v,2.600132635700405e-15
algebraic,PV6/H_up,0.45592594769932776
algebraic,PV6/H_L_out,0.45592594769932776
algebraic,PV6/v_d_pos,2.6001592253342938e-15
algebraic,PV6/v_d_neg,1.154702655863057e-30
algebraic,V6/w_v,1.0000000000000004
algebraic,V6/v_mm3_s,2.600132635700405e-06
algebraic,VV_junc3/H_split4,0.4754148656499044
algebraic,VV_junc3/RBC_in,2.340123073269786e-15
algebraic,PV6/s_v_d,0.9999999999999996
algebraic,PV6/H_R_out,0.4498294688725247
algebraic,V6/H_up,0.4499615550361841
algebraic,V6/H_L_out,0.4499615550361841
algebraic,V6/v_pos,2.600132635700406e-15
algebraic,V6/v_neg,1.1546908476935536e-30
algebraic,VV_junc3/H_daughter4,0.4754148656499044
algebraic,PV6/H_down_target,0.4494074143900065
algebraic,PV6/H_mass_L,0.45592594769932776
algebraic,V6/s_v,0.9999999999999996
algebraic,V6/H_R_out,0.45000071373073747
algebraic,VV_junc3/H_from4_target,0.4754148656499044
algebraic,PV6/H_mass_R,0.4498294688725247
algebraic,V6/H_down_target,0.4500038429515542
algebraic,V6/H_mass_L,0.4499615550361841
algebraic,V6/H_mass_R,0.45000071373073747
