time,PV1__R_constriction,PV1__u_mmHg,PV2__R_constriction,PV2__u_mmHg,PV3__u_mmHg,PV4__u_mmHg,PV5__u_mmHg,PV6__u_mmHg,V1__u_mmHg,V2__u_mmHg,V3__u_mmHg,V4__u_mmHg,V5__u_mmHg,V6__u_mmHg,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc1__u_d_mmHg,VV_junc1__u_mmHg,VV_junc2__H_VV_out_alpha,VV_junc2__H_VV_out_beta,VV_junc3__H_VV_out_alpha,VV_junc3__H_VV_out_beta,inlet__H_down,inlet__H_link_L,inlet__H_link_R,inlet__RBC_volume,inlet__u_mmHg
22.0,0.0,49.734329163586764,0.0,49.7343291635865,49.574877503069764,49.574877503069764,49.57487750306447,49.57487750306448,49.732001863930094,49.73200186392959,49.57312561227369,49.57312561227368,49.57312561226832,49.57312561226834,0.44999999998337603,0.4499999999813564,49.736656463243435,49.81381602745227,0.4500003610493009,0.45000036104816216,0.45000036106146835,0.4500003610607809,0.45000000000467066,0.45,-1.7806357381860374e-50,1.5269638991229807e-14,49.90690801372616
23.0,0.0,49.7343290583473,0.0,49.73432905834736,49.57487736148909,49.574877361489094,49.574877361485036,49.57487736148503,49.732001757768515,49.73200175776864,49.57312547049491,49.57312547049493,49.573125470490794,49.57312547049079,0.45000000001377466,0.45000000001144996,49.736656358926076,49.81381595369997,0.4500002845602027,0.45000028455967844,0.4500002845801729,0.45000028457947844,0.45000000000517265,0.45,7.241147454085429e-53,1.5269638991206526e-14,49.90690797685001
24.0,0.0,49.73432896950786,0.0,49.73432896950797,49.57487724047661,49.57487724047662,49.574877240474,49.574877240473995,49.73200166815082,49.732001668151035,49.57312534928761,49.57312534928763,49.57312534928492,49.573125349284915,0.4499999999976191,0.44999999999485985,49.7366562708649,49.81381589144087,0.45000022421691,0.45000022421647035,0.4500002242321417,0.4500002242316663,0.4500000000033851,0.45,-3.153542135568224e-53,1.5269638991169516e-14,49.90690794572044
25.0,0.0,49.734328894610236,0.0,49.734328894610336,49.574877137271656,49.57487713727166,49.574877137270484,49.57487713727054,49.73200159259709,49.73200159259729,49.57312524589652,49.57312524589654,49.57312524589526,49.57312524589537,0.4500000000059181,0.45000000000517426,49.73665619662338,49.81381583895206,0.45000017674627574,0.4500001767461173,0.4500001767548061,0.4500001767530356,0.4500000000038517,0.45,9.148552133097328e-58,1.5269638991171425e-14,49.90690791947604
26.0,0.0,49.73432883144199,0.0,49.7343288314421,49.574877049330546,49.574877049330546,49.57487704933027,49.57487704933036,49.73200152887547,49.732001528875685,49.573125157781746,49.573125157781746,49.57312515778137,49.57312515778157,0.4500000000116343,0.45000000001110907,49.73665613400851,49.8138157946837,0.450000139275735,0.4500001392756948,0.45000013928029275,0.45000013927789145,0.45000000000186013,0.45,3.6542505025034184e-56,1.5269638991099954e-14,49.90690789734187
27.0,0.0,49.734328778253264,0.0,49.734328778253655,49.57487697456223,49.57487697456223,49.57487697456414,49.57487697456448,49.7320014752207,49.73200147522147,49.573125082853764,49.573125082853764,49.573125082855455,49.57312508285613,0.4500000000206157,0.4500000000152299,49.73665608128584,49.81381575740949,0.450000109811306,0.45000010981114047,0.4500001098095267,0.4500001098042666,0.44999999999764784,0.45,-2.529473413838131e-56,1.526963899095593e-14,49.90690787870476
28.0,0.0,49.73432873355723,0.0,49.73432873355721,49.574876911155854,49.574876911155854,49.57487691115755,49.574876911157574,49.73200143013332,49.73200143013329,49.57312501930295,49.57312501930293,49.573125019304555,49.5731250193046,0.4499999999932778,0.4499999999910921,49.73665603698113,49.81381572608518,0.4500000865812761,0.45000008658097335,0.4500000865878442,0.45000008657889534,0.4500000000018339,0.45,2.428064861103126e-59,1.5269638991122323e-14,49.906907863042605
29.0,0.0,49.73432869577383,0.0,49.73432869577369,49.57487685716234,49.57487685716233,49.57487685716278,49.5748768571627,49.732001392019,49.73200139201872,49.57312496517988,49.57312496517987,49.57312496518037,49.5731249651802,0.449999999987624,0.44999999998590995,49.73665599952867,49.813815699606685,0.4500000681151765,0.45000006811452026,0.45000006811828286,0.4500000681091282,0.4499999999991997,0.45,1.0201738853433872e-58,1.5269638991044317e-14,49.90690784980335
30.0,0.0,49.73432866400142,0.0,49.73432866400128,49.57487681141414,49.57487681141413,49.57487681141417,49.57487681141421,49.73200135996828,49.73200135996801,49.57312491931638,49.573124919316356,49.57312491931632,49.573124919316385,0.44999999998103923,0.4499999999788975,49.73665596803456,49.813815677340465,0.4500000535889021,0.4500000535880276,0.4500000536083204,0.4500000535991575,0.4499999999981727,0.45,3.292741962504023e-59,1.526963899101944e-14,49.906907838670236
31.0,0.0,49.73432863737451,0.0,49.734328637374226,49.57487677278558,49.574876772785544,49.574876772787434,49.57487677278771,49.73200133310833,49.73200133310777,49.57312488058605,49.573124880585965,49.573124880587336,49.57312488058786,0.4499999999420808,0.4499999999388867,49.73665594164069,49.8138156586779,0.4500000421965511,0.4500000421944812,0.4500000422876304,0.4500000422759109,0.450000000009206,0.45,-5.070934134423162e-59,1.526963899142245e-14,49.90690782933896
32.0,0.0,49.734328615027636,0.0,49.73432861502676,49.57487674015091,49.57487674015083,49.57487674015831,49.57487674015882,49.73200131056631,49.73200131056457,49.573124847862516,49.57312484786232,49.57312484786831,49.57312484786933,0.4499999998382144,0.44999999983580136,49.73665591948896,49.813815643010415,0.450000033131426,0.4500000331276628,0.45000003338708144,0.4500000333651208,0.4500000000427525,0.45,-1.6612977600843778e-59,1.52696389926281e-14,49.906907821505214
33.0,0.0,49.73432859621701,0.0,49.73432859621703,49.574876712524556,49.57487671252457,49.57487671253422,49.57487671253404,49.73200129158981,49.732001291589846,49.57312482015692,49.57312482015696,49.57312482016662,49.57312482016626,0.45000000012939206,0.4500000001264293,49.736655900844205,49.8138156298299,0.4500000264368265,0.45000002643434306,0.4500000263112231,0.45000002628921715,0.45000000004611945,0.45,6.15087372886164e-62,1.526963899236835e-14,49.90690781491495
34.0,0.0,49.73432858041945,0.0,49.73432858041934,49.574876689195264,49.5748766891953,49.57487668920252,49.5748766892023,49.73200127565396,49.73200127565374,49.57312479675937,49.57312479675944,49.57312479676689,49.57312479676645,0.449999999995781,0.44999999999329277,49.736655885184945,49.813815618760714,0.45000002070666095,0.45000002070320294,0.4500000207446934,0.45000002072736106,0.45000000002906143,0.45,-2.6787245526897306e-62,1.5269638991994447e-14,49.906907809380364
35.0,0.0,49.734328567183724,0.0,49.73432856718361,49.57487666954667,49.57487666954669,49.57487666955208,49.57487666955192,49.732001262302354,49.73200126230211,49.57312477705187,49.57312477705191,49.57312477705744,49.573124777057096,0.4500000000218036,0.45000000001860263,49.73665587206509,49.81381560948628,0.450000016370116,0.45000001636837905,0.45000001637351467,0.45000001636095727,0.45000000002239016,0.45,-7.90982739291227e-65,1.5269638991743797e-14,49.906907804743135
36.0,0.0,49.73432855604693,0.0,49.734328556047025,49.57487665294019,49.574876652940205,49.57487665294477,49.574876652944624,49.73200125106791,49.732001251068084,49.57312476039441,49.573124760394464,49.573124760399104,49.5731247603988,0.45000000001745477,0.4500000000147951,49.73665586102597,49.81381560168257,0.4500000129023765,0.45000001290209296,0.4500000129066759,0.4500000128972832,0.45000000001630996,0.45,6.3978256815365326e-65,1.5269638991556042e-14,49.90690780084129
37.0,0.0,49.73432854668025,0.0,49.734328546680395,49.57487663891467,49.57487663891468,49.57487663891852,49.57487663891838,49.73200124161916,49.73200124161942,49.5731247463249,49.57312474632495,49.57312474632885,49.573124746328595,0.4500000000130272,0.4500000000110098,49.73665585174136,49.81381559511914,0.45000001015459745,0.45000001015420354,0.4500000101564676,0.4500000101489179,0.4500000000113279,0.45,5.527514407307684e-65,1.5269638991401094e-14,49.90690779755957
38.0,0.0,49.73432853884229,0.0,49.73432853884242,49.574876627127175,49.57487662712719,49.57487662713069,49.57487662713058,49.73200123371255,49.73200123371281,49.57312473449968,49.57312473449973,49.57312473450329,49.573124734503054,0.4500000000067465,0.45000000000645285,49.73665584397203,49.81381558962674,0.45000000799779055,0.45000000799722156,0.4500000079986547,0.4500000079945313,0.45000000000802176,0.45,-1.0932771546681732e-65,1.5269638991300628e-14,49.90690779481337
39.0,0.0,49.73432853229166,0.0,49.73432853229181,49.57487661723479,49.574876617234814,49.57487661723873,49.574876617238594,49.732001227104575,49.732001227104874,49.57312472457508,49.573124724575116,49.57312472457903,49.573124724578776,0.44999999999951024,0.44999999999765805,49.73665583747874,49.81381558503611,0.4500000063037644,0.4500000063028606,0.4500000063121898,0.45000000630960607,0.4500000000069694,0.45,-4.037064943460366e-65,1.5269638991276315e-14,49.906907792518055
40.0,0.0,49.734328526792275,0.0,49.7343285267923,49.574876608901896,49.57487660890192,49.57487660890643,49.574876608906365,49.73200122155708,49.732001221557105,49.57312471621453,49.57312471621455,49.573124716219084,49.57312471621895,0.4500000000125315,0.4500000000093166,49.73665583202748,49.81381558118203,0.4500000050059692,0.45000000500467124,0.4500000049739404,0.4500000049724127,0.45000000000772367,0.45,4.199746499402845e-68,1.526963899128459e-14,49.90690779059101
41.0,0.0,49.734328522176675,0.0,49.73432852217666,49.5748766018883,49.57487660188829,49.5748766018915,49.57487660189148,49.73200121690122,49.732001216901175,49.57312470917723,49.57312470917723,49.57312470918053,49.57312470918051,0.4499999999822433,0.4499999999791801,49.73665582745214,49.81381557794691,0.45000000395051365,0.4500000039494487,0.45000000392804373,0.4500000039276437,0.45000000000880425,0.45,-1.528246929573534e-70,1.526963899135037e-14,49.90690778897346
42.0,0.0,49.7343285183099,0.0,49.734328518309844,49.57487659599119,49.57487659599119,49.57487659599322,49.57487659599323,49.73200121300031,49.73200121300019,49.573124703260085,49.573124703260085,49.57312470326216,49.57312470326219,0.450000000032579,0.45000000002998475,49.736655823619486,49.8138155752379,0.45000000308601357,0.4500000030859221,0.4500000030754019,0.4500000030740937,0.4500000000062909,0.45,8.585501452783025e-71,1.5269638991220334e-14,49.906907787618955
43.0,0.0,49.734328515072335,0.0,49.73432851507229,49.574876591036826,49.574876591036826,49.574876591038,49.574876591038006,49.7320012097343,49.73200120973423,49.573124698288645,49.573124698288645,49.57312469828984,49.57312469828987,0.45000000001322255,0.4500000000119397,49.73665582041036,49.81381557296996,0.4500000024385599,0.4500000024384914,0.45000000242670024,0.4500000024265264,0.450000000000153,0.45,-5.91262173024968e-71,1.5269638991044396e-14,49.90690778648497
44.0,0.0,49.73432851236547,0.0,49.73432851236543,49.574876586884145,49.57487658688416,49.57487658688528,49.57487658688529,49.73200120700387,49.732001207003776,49.57312469412141,49.57312469412141,49.57312469412253,49.573124694122534,0.44999999999882584,0.44999999999695445,49.73665581772707,49.81381557107313,0.45000000193049144,0.45000000192900785,0.45000000193366596,0.45000000193295,0.44999999999816054,0.45,-4.040211590870444e-74,1.5269638990993764e-14,49.90690778553656
45.0,0.0,49.73432851008702,0.0,49.73432851008697,49.574876583383286,49.57487658338329,49.57487658338464,49.57487658338465,49.73200120470562,49.732001204705504,49.573124690608154,49.57312469060816,49.57312469060945,49.57312469060945,0.4499999999795162,0.44999999997567725,49.73665581546841,49.81381556947592,0.45000000152959335,0.45000000152884395,0.4500000015408608,0.4500000015398001,0.44999999999961204,0.45,1.2207832941527866e-73,1.5269638991059498e-14,49.90690778473795
46.0,0.0,49.734328508176816,0.0,49.73432850817676,49.57487658044183,49.57487658044183,49.57487658044356,49.574876580443565,49.73200120277868,49.73200120277857,49.573124687656204,49.573124687656204,49.57312468765785,49.57312468765786,0.44999999998718454,0.4499999999831452,49.736655813574934,49.813815568136974,0.4500000011989553,0.45000000119886024,0.450000001212039,0.4500000012114582,0.45000000000138857,0.45,6.8222249193577914e-74,1.5269638991108158e-14,49.90690778406849
