time,inlet__H_link_R,inlet__H_link_L,inlet__H_down,inlet__RBC_volume,inlet__q_C,VV_junc1__RBC_volume,VV_junc1__q_C,VV_junc1__q_C_d,PV1__H_link_R,PV1__H_link_L,PV1__H_down,PV1__RBC_volume,PV1__q_C,PV2__H_link_R,PV2__H_link_L,PV2__H_down,PV2__RBC_volume,PV2__q_C,V1__H_link_R,V1__H_link_L,V1__H_down,V1__RBC_volume,V1__q_C,V2__H_link_R,V2__H_link_L,V2__H_down,V2__RBC_volume,V2__q_C,inlet__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__u_mmHg,PV2__u_mmHg,V1__u_mmHg,V2__u_mmHg,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta
10.0,-6.928319192264002e-42,0.45,0.4500000009826383,1.5269640020821e-14,3.332653049076242e-18,5.089380111306648e-17,2.7729719974452516e-18,2.7701281813211187e-18,0.4500000010907789,0.4500000008363858,0.4500000010897267,7.634818295382406e-16,1.6625090432528594e-19,0.45000000086977365,0.4500000007280834,0.45000000086919734,7.634818291817607e-16,1.6625090432529576e-19,0.45,0.4500000010902526,0.45001302167627383,1.0692760582075335e-14,2.7707626048062392e-18,0.45,0.4500000008694855,0.450013022141149,1.069276059163731e-14,2.7707626048065666e-18,49.93951848520451,49.879036970408954,49.82890669069594,49.8273946528243,49.82739465282719,49.82588261495266,49.82588261495843,0.45000000082166697,0.4500000005914843
11.0,4.0391131275585956e-42,0.45,0.45000000080004604,1.5269640014874858e-14,3.3326530421714334e-18,5.0893801141002817e-17,2.7729719859405847e-18,2.770128165047017e-18,0.4500000009641984,0.45000000103738513,0.4500000009644349,7.634818293765435e-16,1.6625090333992406e-19,0.4500000007691665,0.4500000007811578,0.45000000076918745,7.634818290357091e-16,1.6625090333993232e-19,0.45,0.45000000096431625,0.4500111548034293,1.0692720261772267e-14,2.7707625882396814e-18,0.45,0.4500000007691768,0.4500111551692758,1.0692720269251787e-14,2.7707625882399564e-18,49.93951838380341,49.879036767606756,49.828906403819005,49.827394363412154,49.82739436341457,49.8258823230053,49.825882323010156,0.4500000010428414,0.45000000086433284
12.0,2.1028365851510115e-42,0.45,0.45000000066026863,1.5269640010616347e-14,3.3326530362672267e-18,5.08938011178005e-17,2.7729719761031025e-18,2.7701281511314793e-18,0.45000000084477815,0.45000000083720115,0.4500000008448073,7.63481829160614e-16,1.6625090249736917e-19,0.4500000006681732,0.4500000006217825,0.45000000066801776,7.634818288545684e-16,1.6625090249737603e-19,0.45,0.45000000084479286,0.4500095585047972,1.069268578524647e-14,2.770762574074105e-18,0.45,0.45000000066809553,0.45000955879584703,1.0692685791150377e-14,2.7707625740743334e-18,49.939518297096726,49.87903659419339,49.82890615851841,49.827394115944045,49.82739411594606,49.825882073369705,49.825882073373734,0.45000000081900554,0.45000000067786156
13.0,1.473388157807297e-42,0.45,0.45000000054423483,1.5269640007056947e-14,3.3326530312015198e-18,5.089380109978413e-17,2.7729719676627145e-18,2.7701281391922166e-18,0.45000000064980855,0.45000000062930856,0.4500000006496426,7.63481828827056e-16,1.6625090177447476e-19,0.4500000005244117,0.45000000051205713,0.45000000052430955,7.63481828615708e-16,1.6625090177447984e-19,0.45,0.45000000064972523,0.4500081889221464,1.0692656205085148e-14,2.770762561920361e-18,0.45,0.45000000052436046,0.45000818914656643,1.0692656209660832e-14,2.7707625619205302e-18,49.939518222703896,49.87903644540775,49.82890594805522,49.82739390362161,49.82739390362311,49.825881859188016,49.825881859191,0.45000000064400325,0.4500000005342646
14.0,-1.1351328365411726e-43,0.45,0.45000000043627897,1.5269640003782994e-14,3.3326530268591533e-18,5.089380107989484e-17,2.772971960427543e-18,2.77012812895772e-18,0.4500000005307965,0.4500000004512302,0.4500000005305142,7.634818286154768e-16,1.662509011547992e-19,0.4500000004391642,0.45000000037802457,0.45000000043894733,7.634818284630047e-16,1.6625090115480302e-19,0.45,0.4500000005306555,0.45000701488031647,1.0692630848306503e-14,2.7707625515019823e-18,0.45,0.4500000004390559,0.4500070150537997,1.0692630851855083e-14,2.7707625515021105e-18,49.93951815893374,49.879036317867445,49.82890576764336,49.82739372161575,49.82739372161687,49.82588167558812,49.82588167559039,0.4500000004558045,0.45000000037074334
15.0,-4.4767938589576674e-45,0.45,0.4500000003642726,1.5269640001628234e-14,3.3326530231426042e-18,5.08938010605219e-17,2.7729719542350966e-18,2.7701281201983827e-18,0.45000000036350085,0.4500000002625711,0.45000000036309057,7.634818283278091e-16,1.6625090062444234e-19,0.45000000030308657,0.45000000021790837,0.4500000003027437,7.63481828227894e-16,1.6625090062444518e-19,0.45,0.450000000363296,0.45000601007979757,1.0692609146634666e-14,2.7707625425853064e-18,0.45,0.45000000030291537,0.450006010214968,1.069260914942332e-14,2.7707625425854008e-18,49.93951810435407,49.879036208708115,49.828905613235335,49.82739356584381,49.827393565844645,49.82588151845229,49.825881518453954,0.45000000027568393,0.4500000002082752
16.0,1.4112278318050386e-45,0.45,0.45000000029952786,1.526963999952504e-14,3.332653019958623e-18,5.089380106968004e-17,2.7729719489300043e-18,2.770128112694155e-18,0.450000000336053,0.45000000035297655,0.4500000003361027,7.634818283002787e-16,1.662509001700771e-19,0.4500000002796819,0.4500000002943693,0.4500000002797243,7.63481828204276e-16,1.662509001700795e-19,0.45,0.4500000003360776,0.45000514923003876,1.0692590554260548e-14,2.7707625349462112e-18,0.45,0.4500000002797028,0.45000514933692676,1.069259055644712e-14,2.77076253494629e-18,49.93951805759547,49.87903611519089,49.82890548095216,49.8273934323915,49.827393432392206,49.82588138383086,49.825881383832254,0.45000000034935966,0.4500000002965509
17.0,2.0075453866365213e-45,0.45,0.4500000002403028,1.5269639997679524e-14,3.3326530172231195e-18,5.0893801065924274e-17,2.7729719443721586e-18,2.7701281062469223e-18,0.4500000002963406,0.45000000031553167,0.4500000002964121,7.634818282331257e-16,1.6625089977971114e-19,0.45000000024859965,0.4500000002656819,0.4500000002486619,7.634818281517805e-16,1.6625089977971307e-19,0.45,0.4500000002963761,0.4500044096337595,1.0692574580647764e-14,2.7707625283831207e-18,0.45,0.45000000024863057,0.45000440971724215,1.0692574582347508e-14,2.7707625283831843e-18,49.93951801742302,49.87903603484601,49.828905367301495,49.827393317736515,49.82739331773708,49.825881268171536,49.82588126817265,0.4500000003099025,0.4500000002695915
18.0,1.6562376461696432e-46,0.45,0.450000000190949,1.5269639996189637e-14,3.3326530148821335e-18,5.089380105527001e-17,2.7729719404716513e-18,2.770128100729542e-18,0.4500000002421839,0.4500000002114924,0.45000000024207304,7.634818281329753e-16,1.6625089944564615e-19,0.45000000020525516,0.4500000001799326,0.4500000002051641,7.634818280711951e-16,1.6625089944564761e-19,0.45,0.45000000024212844,0.4500037767092988,1.0692560910862242e-14,2.770762522766606e-18,0.45,0.45000000020520964,0.45000377677386766,1.0692560912176882e-14,2.7707625227666553e-18,49.93951798304428,49.87903596608857,49.828905270042114,49.82739321961777,49.827393219618195,49.82588116919342,49.82588116919429,0.45000000021115416,0.45000000017993114
19.0,-1.26107207517345e-45,0.45,0.45000000015581776,1.5269639995153314e-14,3.3326530128817047e-18,5.0893801043732656e-17,2.772971937138573e-18,2.7701280960148702e-18,0.4500000001714031,0.4500000001021145,0.45000000017113995,7.634818280064525e-16,1.6625089916018382e-19,0.4500000001450637,0.45000000008520813,0.45000000014483843,7.634818279633071e-16,1.662508991601849e-19,0.45,0.4500000001712716,0.4500032358749958,1.0692549229969911e-14,2.7707625179672386e-18,0.45,0.45000000014495123,0.4500032359247567,1.0692549230987643e-14,2.7707625179672752e-18,49.93951795366684,49.879035907333666,49.82890518693272,49.82739313577419,49.82739313577451,49.825881084615645,49.82588108461629,0.45000000010569524,0.4500000000813648
20.0,-2.676958134426276e-48,0.45,0.4500000001374295,1.526963999459524e-14,3.3326530111690253e-18,5.0893801039833495e-17,2.7729719342849364e-18,2.770128091978461e-18,0.45000000010019897,0.4500000000688346,0.4500000001000628,7.634818278916796e-16,1.662508989157889e-19,0.450000000081264,0.45000000005183843,0.45000000008113905,7.634818278598791e-16,1.6625089891578974e-19,0.45,0.4500000001001308,0.45000277285425294,1.0692539229665122e-14,2.7707625138583245e-18,0.45,0.4500000000812015,0.4500027728929504,1.069253923045993e-14,2.7707625138583526e-18,49.93951792851515,49.87903585703027,49.82890511577963,49.827393063992574,49.82739306399282,49.825881012205514,49.82588101220601,0.4500000000685915,0.4500000000495163
21.0,8.438623583883915e-49,0.45,0.45000000011484914,1.52696399938311e-14,3.33265300969999e-18,5.089380104785843e-17,2.7729719318372574e-18,2.7701280885161946e-18,0.45000000011688995,0.45000000013703034,0.4500000001169642,7.634818279283345e-16,1.662508987061555e-19,0.45000000010068836,0.45000000012205144,0.4500000001007663,7.634818279010436e-16,1.662508987061562e-19,0.45,0.4500000001169271,0.4500023756753898,1.0692530651579066e-14,2.7707625103338188e-18,0.45,0.45000000010072727,0.4500023757057442,1.06925306521996e-14,2.770762510333841e-18,49.93951790694152,49.87903581388303,49.828905054747416,49.82739300242083,49.827393002421026,49.82588095009423,49.82588095009463,0.45000000013781877,0.45000000012220104
22.0,1.2004383320478522e-48,0.45,0.4500000000913214,1.526963999309343e-14,3.3326530084378976e-18,5.089380104711144e-17,2.772971929734383e-18,2.7701280855416362e-18,0.45000000011444213,0.4500000001290843,0.45000000011450203,7.63481827923219e-16,1.6625089852605218e-19,0.45000000010097263,0.45000000011653823,0.4500000001010346,7.634818279005135e-16,1.6625089852605273e-19,0.45,0.45000000011447217,0.45000203444484077,1.0692523281802599e-14,2.7707625073057985e-18,0.45,0.4500000001010036,0.45000203446852644,1.0692523282285014e-14,2.7707625073058166e-18,49.93951788840696,49.879035776813936,49.82890500231244,49.8273929495224,49.82739294952256,49.82588089673236,49.825880896732684,0.45000000012949826,0.4500000001173118
23.0,9.90369219470978e-50,0.45,0.45000000007186025,1.526963999251786e-14,3.332653007357826e-18,5.08938010410561e-17,2.7729719279347884e-18,2.7701280829960876e-18,0.45000000009189145,0.45000000007533425,0.45000000009183244,7.634818278798022e-16,1.662508983719249e-19,0.4500000000803467,0.450000000064424,0.45000000008029,7.634818278603181e-16,1.6625089837192535e-19,0.45,0.45000000009186203,0.45000174243274127,1.0692516974984509e-14,2.770762504714512e-18,0.45,0.4500000000803184,0.45000174245110763,1.0692516975356204e-14,2.7707625047145268e-18,49.93951787254549,49.879035745091,49.82890495743997,49.827392904253436,49.82739290425357,49.82588085106692,49.82588085106718,0.45000000007484275,0.4500000000648854
24.0,-7.540747365188905e-49,0.45,0.45000000006147955,1.526963999224e-14,3.332653006434853e-18,5.089380103315599e-17,2.772971926396947e-18,2.77012808082085e-18,0.4500000000482738,0.45000000000611773,0.4500000000481117,7.634818278015531e-16,1.662508982402196e-19,0.45000000003704044,0.44999999999483403,0.45000000003687857,7.634818277824871e-16,1.6625089824021998e-19,0.45,0.45000000004819274,0.45000149290922664,1.0692511585773579e-14,2.770762502500206e-18,0.45,0.45000000003695956,0.4500014929232986,1.0692511586053198e-14,2.7707625025002185e-18,49.939517858991096,49.87903571798221,49.82890491909526,49.827392865570076,49.82739286557018,49.825880812044886,49.825880812045106,0.4500000000033822,0.44999999999664136
25.0,-1.1354786341071588e-51,0.45,0.4500000000624106,1.5269639992265994e-14,3.3326530056442075e-18,5.089380103341771e-17,2.7729719250795864e-18,2.7701280789575477e-18,0.45000000000730594,0.45000000000716317,0.4500000000072914,7.634818277388171e-16,1.6625089812740127e-19,0.4499999999959548,0.4499999999973525,0.4499999999959446,7.634818277198062e-16,1.662508981274016e-19,0.45,0.4500000000072987,0.4500012791745736,1.0692506969522975e-14,2.77076250060344e-18,0.45,0.4499999999959496,0.4500012791848997,1.0692506969721437e-14,2.7707625006034502e-18,49.93951784738002,49.87903569476001,49.828904886249305,49.82739283243403,49.82739283243413,49.82588077861875,49.82588077861894,0.4500000000052855,0.44999999999936624
