time,PV1__R_constriction,PV1__u_mmHg,PV1__v_mm3_s,PV2__R_constriction,PV2__u_mmHg,PV2__v_mm3_s,V1__u_mmHg,V1__v_mm3_s,V2__u_mmHg,V2__v_mm3_s,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc1__u_d_mmHg,VV_junc1__u_mmHg,inlet__H_down,inlet__H_link_L,inlet__H_link_R,inlet__RBC_volume,inlet__u_mmHg
10.0,1.5692923852557387e-192,49.8273946528243,3.341734578013365e-06,0.0,49.82739465282719,3.3417345738864514e-06,49.82588261495266,3.3417345780352704e-06,49.82588261495843,3.3417345739114096e-06,0.45000000082166697,0.4500000005914843,49.82890669069594,49.879036970408954,0.4500000009826383,0.45,-6.928319192264002e-42,1.5269640020821e-14,49.93951848520451
11.0,4.265778974379826e-192,49.827394363412154,3.3417401820781434e-06,0.0,49.82739436341457,3.3417401788776807e-06,49.8258823230053,3.341740182088309e-06,49.825882323010156,3.341740178877358e-06,0.4500000010428414,0.45000000086433284,49.828906403819005,49.879036767606756,0.45000000080004604,0.45,4.0391131275585956e-42,1.5269640014874858e-14,49.93951838380341
12.0,1.1595589470279343e-191,49.827394115944045,3.3417449738189175e-06,0.0,49.82739411594606,3.3417449712883553e-06,49.825882073369705,3.341744973818142e-06,49.825882073373734,3.341744971292245e-06,0.45000000081900554,0.45000000067786156,49.82890615851841,49.87903659419339,0.45000000066026863,0.45,2.1028365851510115e-42,1.5269640010616347e-14,49.939518297096726
13.0,3.152008014733138e-191,49.82739390362161,3.3417490850297078e-06,0.0,49.82739390362311,3.3417490830622052e-06,49.825881859188016,3.341749085015849e-06,49.825881859191,3.3417490830521247e-06,0.45000000064400325,0.4500000005342646,49.82890594805522,49.87903644540775,0.45000000054423483,0.45,1.473388157807297e-42,1.5269640007056947e-14,49.939518222703896
14.0,8.56804610960636e-191,49.82739372161575,3.3417526092415673e-06,0.0,49.82739372161687,3.3417526077165078e-06,49.82588167558812,3.3417526092649077e-06,49.82588167559039,3.3417526077399045e-06,0.4500000004558045,0.45000000037074334,49.82890576764336,49.879036317867445,0.45000000043627897,0.45,-1.1351328365411726e-43,1.5269640003782994e-14,49.93951815893374
15.0,2.329036404514219e-190,49.82739356584381,3.3417556254104656e-06,0.0,49.827393565844645,3.3417556242018965e-06,49.82588151845229,3.34175562542521e-06,49.825881518453954,3.3417556242217053e-06,0.45000000027568393,0.4500000002082752,49.828905613235335,49.879036208708115,0.4500000003642726,0.45,-4.4767938589576674e-45,1.5269640001628234e-14,49.93951810435407
16.0,6.330977336210591e-190,49.8273934323915,3.3417582094810582e-06,0.0,49.827393432392206,3.341758208534249e-06,49.82588138383086,3.341758209469298e-06,49.825881383832254,3.341758208529447e-06,0.45000000034935966,0.4500000002965509,49.82890548095216,49.87903611519089,0.45000000029952786,0.45,1.4112278318050386e-45,1.526963999952504e-14,49.93951805759547
17.0,1.7209380649407302e-189,49.827393317736515,3.3417604295477845e-06,0.0,49.82739331773708,3.34176042882505e-06,49.825881268171536,3.3417604295579845e-06,49.82588126817265,3.3417604288290135e-06,0.4500000003099025,0.4500000002695915,49.828905367301495,49.87903603484601,0.4500000002403028,0.45,2.0075453866365213e-45,1.5269639997679524e-14,49.93951801742302
18.0,4.6779946698318586e-189,49.82739321961777,3.3417623294421283e-06,0.0,49.827393219618195,3.341762328882331e-06,49.82588116919342,3.3417623294427953e-06,49.82588116919429,3.3417623288790305e-06,0.45000000021115416,0.45000000017993114,49.828905270042114,49.87903596608857,0.450000000190949,0.45,1.6562376461696432e-46,1.5269639996189637e-14,49.93951798304428
19.0,1.2716107904632213e-188,49.82739313577419,3.341763952859881e-06,0.0,49.82739313577451,3.341763952423665e-06,49.825881084615645,3.341763952873344e-06,49.82588108461629,3.341763952435607e-06,0.45000000010569524,0.4500000000813648,49.82890518693272,49.879035907333666,0.45000000015581776,0.45,-1.26107207517345e-45,1.5269639995153314e-14,49.93951795366684
20.0,3.4565965045886175e-188,49.827393063992574,3.3417653426647644e-06,0.0,49.82739306399282,3.341765342322768e-06,49.825881012205514,3.341765342685535e-06,49.82588101220601,3.3417653423435568e-06,0.4500000000685915,0.4500000000495163,49.82890511577963,49.87903585703027,0.4500000001374295,0.45,-2.676958134426276e-48,1.526963999459524e-14,49.93951792851515
21.0,9.396003466738292e-188,49.82739300242083,3.3417665348677284e-06,0.0,49.827393002421026,3.3417665345877204e-06,49.82588095009423,3.3417665348771347e-06,49.82588095009463,3.3417665346104434e-06,0.45000000013781877,0.45000000012220104,49.828905054747416,49.87903581388303,0.45000000011484914,0.45,8.438623583883915e-49,1.52696399938311e-14,49.93951790694152
22.0,2.5540985483772893e-187,49.8273929495224,3.3417675591533745e-06,0.0,49.82739294952256,3.34176755893488e-06,49.82588089673236,3.341767559152487e-06,49.825880896732684,3.3417675589457294e-06,0.45000000012949826,0.4500000001173118,49.82890500231244,49.879035776813936,0.4500000000913214,0.45,1.2004383320478522e-48,1.526963999309343e-14,49.93951788840696
23.0,6.942759672147611e-187,49.827392904253436,3.3417684357026366e-06,0.0,49.82739290425357,3.3417684355241117e-06,49.82588085106692,3.3417684356900535e-06,49.82588085106718,3.3417684355312856e-06,0.45000000007484275,0.4500000000648854,49.82890495743997,49.879035745091,0.45000000007186025,0.45,9.90369219470978e-50,1.526963999251786e-14,49.93951787254549
24.0,1.8872377456157127e-186,49.827392865570076,3.341769184666288e-06,0.0,49.82739286557018,3.3417691845454294e-06,49.825880812044886,3.3417691846656175e-06,49.825880812045106,3.3417691845472057e-06,0.4500000000033822,0.44999999999664136,49.82890491909526,49.87903571798221,0.45000000006147955,0.45,-7.540747365188905e-49,1.526963999224e-14,49.939517858991096
