time,inlet__H_link_R,inlet__H_link_L,inlet__H_down,inlet__q_C,VV_junc1__RBC_volume,VV_junc1__q_C,VV_junc1__q_C_d,PV1__H_link_R,PV1__H_link_L,PV1__H_down,PV1__q_C,PV2__H_link_R,PV2__H_link_L,PV2__H_down,PV2__q_C,V1__H_link_R,V1__H_link_L,V1__H_down,V1__q_C,V2__H_link_R,V2__H_link_L,V2__H_down,V2__q_C,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,inlet__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__u_mmHg,PV2__u_mmHg,V1__u_mmHg,V2__u_mmHg
15.0,-6.525052642731074e-34,0.45,0.45000000994601125,3.332653113894148e-18,5.0893802158024557e-17,2.7729721054436745e-18,2.7701283341511748e-18,0.45066901818645416,0.4500000107691797,0.45066901818645444,1.662509035310581e-19,0.45066908282536955,0.45000000912288995,0.4506690828253698,1.6625090353013418e-19,0.45,0.45066901818645433,0.44993736967082837,2.770762425457453e-18,0.45,0.45066908282536966,0.449937363775848,2.7707624254266557e-18,0.45000001076917845,0.4500000091228887,49.93951943709287,49.87903887418575,49.82890938475671,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
16.0,7.860420491494474e-39,0.45,0.4500000099460131,3.3326531138941484e-18,5.0893802158020353e-17,2.7729721054436745e-18,2.770128334151175e-18,0.4506690181864494,0.45000001076940316,0.45066901818643906,1.662509035310581e-19,0.4506690828253981,0.4500000091224429,0.450669082825408,1.6625090353013418e-19,0.45,0.4506690181864448,0.4499373696708288,2.770762425457453e-18,0.45,0.4506690828254026,0.4499373637758451,2.7707624254266557e-18,0.4500000107691413,0.45000000912285154,49.939519437092876,49.87903887418575,49.82890938475672,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
17.0,1.9109951767491155e-41,0.45,0.45000000994603784,3.3326531138941484e-18,5.089380215818167e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818632876,0.45000001077044893,0.45066901818632804,1.6625090353105807e-19,0.4506690828252446,0.4500000091241568,0.45066908282524376,1.6625090353013418e-19,0.45,0.4506690181863284,0.44993736967084097,2.770762425457453e-18,0.45,0.45066908282524426,0.4499373637758606,2.7707624254266557e-18,0.45000001077098734,0.45000000912385824,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927905,49.825879454344125,49.8258794538014
18.0,-1.9502512138296862e-41,0.45,0.45000000994598405,3.3326531138941484e-18,5.089380215786981e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181865761,0.45000001076793744,0.4506690181865779,1.6625090353105807e-19,0.45066908282549106,0.45000000912164934,0.4506690828254929,1.6625090353013418e-19,0.45,0.450669018186577,0.4499373696708162,2.770762425457453e-18,0.45,0.45066908282549184,0.4499373637758361,2.7707624254266553e-18,0.4500000107682299,0.4500000091211008,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927905,49.825879454344125,49.82587945380139
19.0,-1.526638792364045e-41,0.45,0.45000000994598993,3.3326531138941484e-18,5.089380215789953e-17,2.7729721054436745e-18,2.7701283341511748e-18,0.45066901818655386,0.4500000107681707,0.4506690181865549,1.6625090353105807e-19,0.4506690828254689,0.45000000912188215,0.4506690828254701,1.6625090353013418e-19,0.45,0.45066901818655447,0.4499373696708187,2.770762425457453e-18,0.45,0.4506690828254694,0.44993736377583887,2.7707624254266553e-18,0.45000001076849266,0.45000000912136356,49.939519437092876,49.87903887418575,49.82890938475671,49.827394419550416,49.82739441927905,49.825879454344125,49.82587945380139
20.0,4.233560666208134e-42,0.45,0.45000000994601713,3.332653113894148e-18,5.089380215805315e-17,2.7729721054436745e-18,2.7701283341511748e-18,0.4506690181864332,0.4500000107694026,0.45066901818643257,1.6625090353105807e-19,0.45066908282534873,0.450000009123112,0.4506690828253481,1.6625090353013418e-19,0.45,0.4506690181864329,0.44993736967083126,2.770762425457453e-18,0.45,0.4506690828253484,0.4499373637758518,2.7707624254266553e-18,0.45000001076985097,0.45000000912272187,49.93951943709287,49.87903887418575,49.82890938475671,49.827394419550416,49.82739441927905,49.825879454344125,49.82587945380139
21.0,1.1412569885996698e-41,0.45,0.4500000099460271,3.3326531138941484e-18,5.0893802158113026e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818638516,0.4500000107698873,0.4506690181863843,1.662509035310581e-19,0.4506690828253008,0.45000000912359595,0.45066908282529994,1.6625090353013418e-19,0.45,0.4506690181863847,0.44993736967083664,2.770762425457453e-18,0.45,0.45066908282530044,0.44993736377585786,2.7707624254266557e-18,0.4500000107699607,0.45000000912367094,49.939519437092876,49.879038874185746,49.82890938475671,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
22.0,1.1427049529980874e-44,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802356e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181864848,0.45000001076887447,0.45066901818648497,1.6625090353105807e-19,0.45066908282534124,0.4500000091231758,0.45066908282534135,1.662509035301342e-19,0.45,0.4506690181864849,0.44993736967082587,2.770762425457453e-18,0.45,0.4506690828253413,0.4499373637758521,2.7707624254266557e-18,0.4500000107704285,0.45000000912162097,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927907,49.825879454344125,49.8258794538014
23.0,-1.1661786218763893e-44,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802056e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181865062,0.4500000107686646,0.4506690181865061,1.6625090353105807e-19,0.45066908282532625,0.45000000912332977,0.4506690828253261,1.662509035301342e-19,0.45,0.4506690181865061,0.4499373696708226,2.7707624254574532e-18,0.45,0.45066908282532614,0.44993736377585103,2.7707624254266557e-18,0.450000010770402,0.4500000091215945,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927907,49.82587945434413,49.8258794538014
24.0,-9.128739468830345e-45,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802085e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181864836,0.450000010768891,0.45066901818648347,1.662509035310581e-19,0.45066908282534823,0.45000000912310884,0.4506690828253481,1.6625090353013418e-19,0.45,0.4506690181864835,0.449937369670825,2.7707624254574532e-18,0.45,0.4506690828253481,0.4499373637758492,2.7707624254266557e-18,0.4500000107691457,0.4500000091228559,49.939519437092876,49.879038874185746,49.82890938475671,49.82739441955042,49.82739441927905,49.82587945434413,49.8258794538014
25.0,2.531513842082869e-45,0.45,0.4500000099460112,3.3326531138941484e-18,5.0893802158022326e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181864505,0.4500000107692209,0.45066901818645044,1.662509035310581e-19,0.45066908282537815,0.45000000912280663,0.4506690828253782,1.6625090353013418e-19,0.45,0.45066901818645044,0.4499373696708289,2.770762425457453e-18,0.45,0.45066908282537815,0.44993736377584764,2.7707624254266557e-18,0.45000001076915874,0.45000000912286897,49.939519437092876,49.879038874185746,49.82890938475671,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
26.0,6.824297776277153e-45,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802289e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818644034,0.45000001076932133,0.4506690181864404,1.662509035310581e-19,0.4506690828253871,0.45000000912271704,0.4506690828253872,1.6625090353013418e-19,0.45,0.45066901818644034,0.4499373696708302,2.770762425457453e-18,0.45,0.45066908282538715,0.44993736377584737,2.7707624254266557e-18,0.45000001076916374,0.45000000912287397,49.939519437092876,49.879038874185746,49.82890938475671,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
27.0,6.832956071761027e-48,0.45,0.4500000099460112,3.332653113894148e-18,5.0893802158022036e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818648636,0.4500000107688604,0.45066901818648647,1.6625090353105807e-19,0.4506690828253429,0.45000000912316146,0.4506690828253428,1.662509035301342e-19,0.45,0.4506690181864864,0.4499373696708252,2.770762425457453e-18,0.45,0.45066908282534285,0.4499373637758508,2.7707624254266557e-18,0.45000001077041507,0.45000000912160754,49.93951943709287,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927907,49.825879454344125,49.8258794538014
28.0,-6.973319993233205e-48,0.45,0.4500000099460112,3.332653113894148e-18,5.0893802158022005e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818650473,0.45000001076867785,0.4506690181865048,1.6625090353105807e-19,0.45066908282532464,0.45000000912334337,0.4506690828253246,1.662509035301342e-19,0.45,0.45066901818650473,0.4499373696708233,2.7707624254574532e-18,0.45,0.4506690828253246,0.4499373637758524,2.7707624254266557e-18,0.4500000107704148,0.45000000912160726,49.93951943709287,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927907,49.82587945434413,49.8258794538014
29.0,-5.4586510382591473e-48,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802201e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181864824,0.4500000107689018,0.45066901818648236,1.6625090353105807e-19,0.4506690828253469,0.45000000912311977,0.45066908282534696,1.662509035301342e-19,0.45,0.4506690181864824,0.4499373696708256,2.770762425457453e-18,0.45,0.4506690828253469,0.44993736377585036,2.7707624254266557e-18,0.45000001077041485,0.4500000091216073,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927907,49.825879454344125,49.8258794538014
30.0,1.5137523323605026e-48,0.45,0.4500000099460112,3.332653113894149e-18,5.0893802158022024e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818645083,0.4500000107692183,0.4506690181864507,1.662509035310581e-19,0.4506690828253785,0.4500000091228039,0.4506690828253785,1.6625090353013418e-19,0.45,0.4506690181864508,0.4499373696708289,2.770762425457453e-18,0.45,0.4506690828253785,0.44993736377584753,2.7707624254266557e-18,0.4500000107691561,0.4500000091228663,49.93951943709288,49.879038874185746,49.82890938475671,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
31.0,4.080679514302971e-48,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802203e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818644123,0.4500000107693134,0.4506690181864412,1.662509035310581e-19,0.45066908282538803,0.45000000912270893,0.45066908282538803,1.6625090353013418e-19,0.45,0.45066901818644123,0.44993736967083,2.770762425457453e-18,0.45,0.45066908282538803,0.44993736377584687,2.7707624254266557e-18,0.45000001076915613,0.45000000912286636,49.939519437092876,49.879038874185746,49.82890938475671,49.82739441955042,49.82739441927905,49.825879454344125,49.8258794538014
32.0,4.0858568571104954e-51,0.45,0.4500000099460112,3.3326531138941484e-18,5.0893802158022024e-17,2.772972105443674e-18,2.7701283341511748e-18,0.4506690181864569,0.4500000107691562,0.45066901818645694,1.6625090353105807e-19,0.4506690828253724,0.45000000912286575,0.4506690828253723,1.6625090353013418e-19,0.45,0.45066901818645694,0.44993736967082826,2.770762425457453e-18,0.45,0.4506690828253724,0.44993736377584803,2.7707624254266557e-18,0.45000001076957574,0.45000000912244664,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927905,49.825879454344125,49.8258794538014
33.0,-4.169789328652093e-51,0.45,0.4500000099460112,3.3326531138941484e-18,5.089380215802202e-17,2.772972105443674e-18,2.7701283341511748e-18,0.45066901818645705,0.45000001076915586,0.450669018186457,1.6625090353105807e-19,0.45066908282537227,0.45000000912286603,0.45066908282537227,1.6625090353013418e-19,0.45,0.450669018186457,0.44993736967082804,2.7707624254574532e-18,0.45,0.4506690828253723,0.4499373637758476,2.7707624254266557e-18,0.4500000107695757,0.4500000091224466,49.939519437092876,49.879038874185746,49.82890938475671,49.827394419550416,49.82739441927905,49.82587945434413,49.8258794538014
