time,PV1__R_constriction,PV1__u_mmHg,PV1__v_mm3_s,PV2__R_constriction,PV2__u_mmHg,PV2__v_mm3_s,PV3__u_mmHg,PV3__v_mm3_s,PV4__u_mmHg,PV4__v_mm3_s,PV5__u_mmHg,PV5__v_mm3_s,PV6__u_mmHg,PV6__v_mm3_s,V1__u_mmHg,V1__v_mm3_s,V2__u_mmHg,V2__v_mm3_s,V3__u_mmHg,V3__v_mm3_s,V4__u_mmHg,V4__v_mm3_s,V5__u_mmHg,V5__v_mm3_s,V6__u_mmHg,V6__v_mm3_s,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,VV_junc1__u_d_mmHg,VV_junc1__u_mmHg,VV_junc2__H_VV_out_alpha,VV_junc2__H_VV_out_beta,VV_junc3__H_VV_out_alpha,VV_junc3__H_VV_out_beta,inlet__H_down,inlet__H_link_L,inlet__H_link_R,inlet__RBC_volume,inlet__u_mmHg
10.0,0.0,49.73433345897871,5.143450548690998e-06,0.0,49.734333458977375,5.143450550098491e-06,49.57488229748281,2.5717252742712816e-06,49.57488229748252,2.571725274570612e-06,49.57488229755629,2.571725274991787e-06,49.57488229755586,2.571725275240722e-06,49.73200619695081,5.1434505487508275e-06,49.732006196948156,5.143450550144599e-06,49.57313039657143,2.5717252743115314e-06,49.57313039657086,2.5717252745915444e-06,49.57313039664689,2.5717252750251338e-06,49.57313039664603,2.571725275271615e-06,0.449999999947398,0.4499999998963932,49.73666072100661,49.81381903770418,0.45000629209965926,0.4500062920758382,0.45000629174512147,0.45000629172531087,0.44999999993190776,0.45,-3.3982981762790074e-37,1.526963898901243e-14,49.906909518852174
11.0,0.0,49.7343327179365,5.143464895570337e-06,0.0,49.73433271793489,5.143464896651897e-06,49.57488157881133,2.5717324477167724e-06,49.57488157881105,2.5717324479345835e-06,49.57488157885774,2.571732448306829e-06,49.57488157885734,2.5717324484348572e-06,49.73200544941723,5.143464895592162e-06,49.73200544941402,5.1434648966723965e-06,49.57312968165037,2.5717324477659917e-06,49.573129681649846,2.571732447964477e-06,49.57312968169824,2.571732448337361e-06,49.57312968169741,2.571732448473576e-06,0.4499999999392156,0.44999999990002215,49.73665998645578,49.813818518372045,0.45000495946071234,0.45000495944337865,0.4500049591993147,0.4500049591891262,0.4499999999583859,0.45,-2.2317551141963486e-38,1.5269638989858072e-14,49.9069092591861
12.0,0.0,49.73433208268366,5.1434771943185395e-06,0.0,49.73433208268307,5.143477195255186e-06,49.574880930889755,2.5717385971512043e-06,49.57488093088957,2.571738597292353e-06,49.574880930918944,2.5717385976377942e-06,49.57488093091882,2.571738597710804e-06,49.73200480859873,5.143477194368999e-06,49.73200480859759,5.1434771952911984e-06,49.573129036355176,2.5717385971751224e-06,49.57312903635479,2.5717385973179927e-06,49.573129036385225,2.5717385976658285e-06,49.57312903638496,2.5717385977492913e-06,0.4500000000022193,0.44999999996827733,49.736659356768556,49.81381807318112,0.45000390790957706,0.4500039078983444,0.45000390774083043,0.4500039077350203,0.449999999971988,0.45,1.253772306361678e-38,1.526963899020513e-14,49.906909036590626
13.0,0.0,49.73433153941747,5.143487712194764e-06,0.0,49.73433153941698,5.143487713023008e-06,49.574880351872935,2.571743856089595e-06,49.574880351872764,2.5717438561895754e-06,49.57488035189131,2.5717438565215336e-06,49.57488035189125,2.571743856583258e-06,49.73200426057353,5.143487712217472e-06,49.73200426057256,5.1434877130447985e-06,49.57312845912374,2.571743856115673e-06,49.5731284591234,2.571743856212986e-06,49.57312845914262,2.5717438565468666e-06,49.57312845914251,2.571743856610151e-06,0.4499999999509901,0.44999999992097656,49.73665881826141,49.813817692454485,0.45000307968515446,0.45000307967719805,0.4500030795549416,0.45000307955002944,0.44999999998128803,0.45,-8.6344186445078e-39,1.5269638990562074e-14,49.906908846227296
14.0,0.0,49.7343310756845,5.143496690232092e-06,0.0,49.73433107568398,5.143496690997121e-06,49.574879838498894,2.5717483451292786e-06,49.574879838498795,2.571748345199206e-06,49.57487983850986,2.571748345485293e-06,49.57487983850981,2.5717483455414834e-06,49.73200379277813,5.1434966902679254e-06,49.73200379277711,5.14349669100495e-06,49.57312794691997,2.5717483451517936e-06,49.57312794691978,2.5717483452142365e-06,49.57312794693131,2.5717483455244547e-06,49.57312794693121,2.571748345578389e-06,0.4500000000212233,0.4499999999935005,49.736658358590866,49.8138173674656,0.45000242734027585,0.4500024273347111,0.45000242723827355,0.4500024272338017,0.44999999999391954,0.45,1.411325916622422e-41,1.5269638990870885e-14,49.90690868373285
15.0,0.0,49.73433068032402,5.143504344663891e-06,0.0,49.73433068032363,5.1435043453031674e-06,49.57487938630058,2.5717521723373087e-06,49.574879386300516,2.5717521723909513e-06,49.57487938630612,2.5717521726680704e-06,49.57487938630609,2.571752172707904e-06,49.73200339395416,5.1435043446891634e-06,49.73200339395336,5.1435043453225975e-06,49.573127495450976,2.571752172366126e-06,49.573127495450855,2.5717521724088978e-06,49.573127495456795,2.571752172683854e-06,49.57312749545672,2.571752172726698e-06,0.44999999999789264,0.44999999997472684,49.73665796669389,49.81381709039401,0.45000191252209343,0.4500019125178245,0.45000191244786913,0.4500019124446991,0.4499999999947823,0.45,-9.209783530947324e-43,1.526963899092315e-14,49.90690854519704
16.0,0.0,49.73433034398643,5.14351085627066e-06,0.0,49.73433034398618,5.143510856848163e-06,49.5748789901119,2.571755428166738e-06,49.574878990111856,2.5717554281882367e-06,49.5748789901142,2.5717554284354395e-06,49.574878990114186,2.571755428479886e-06,49.732003054670216,5.143510856314757e-06,49.73200305466973,5.143510856885188e-06,49.57312709967027,2.571755428181292e-06,49.57312709967015,2.571755428208621e-06,49.57312709967272,2.571755428461139e-06,49.57312709967269,2.571755428500166e-06,0.45000000000033163,0.4499999999794044,49.73665763330262,49.81381685468503,0.4500015073836122,0.45000150738190137,0.45000150732791433,0.4500015073243774,0.45000000000236123,0.45,-1.1682138931497468e-44,1.526963899115601e-14,49.90690842734255
17.0,0.0,49.73433005811889,5.143516390913996e-06,0.0,49.73433005811856,5.143516391384901e-06,49.57487864465687,2.5717581954653656e-06,49.57487864465685,2.5717581954877247e-06,49.57487864465656,2.571758195683901e-06,49.574878644656515,2.5717581957337717e-06,49.73200276629841,5.143516390915909e-06,49.732002766297725,5.143516391392766e-06,49.573126754400626,2.571758195480519e-06,49.57312675440058,2.5717581955004243e-06,49.57312675440045,2.5717581957140405e-06,49.57312675440039,2.571758195745656e-06,0.4500000000001555,0.4499999999830909,49.736657349939385,49.813816654347214,0.45000118790889404,0.4500011879071149,0.45000118786608573,0.4500011878621169,0.4500000000016408,0.45,-1.0203721288494176e-44,1.5269638991129965e-14,49.90690832717364
18.0,0.0,49.734329815494355,5.143521088285007e-06,0.0,49.734329815494,5.143521088665741e-06,49.57487834465645,2.571760544149468e-06,49.57487834465641,2.5717605441704685e-06,49.57487834465426,2.5717605443446663e-06,49.57487834465423,2.571760544369412e-06,49.73200252154846,5.143521088296371e-06,49.73200252154775,5.1435210886807886e-06,49.57312645443192,2.571760544170373e-06,49.57312645443186,2.571760544182305e-06,49.573126454429826,2.571760544357596e-06,49.573126454429776,2.571760544381451e-06,0.4500000000018513,0.44999999998805434,49.736657109440245,49.813816484314046,0.45000093615569065,0.4500009361540193,0.4500009361227531,0.4500009361207839,0.4500000000029314,0.45,5.0974427928739925e-47,1.5269638991164944e-14,49.906908242157044
19.0,0.0,49.734329609768146,5.143525071328303e-06,0.0,49.734329609767435,5.143525071564224e-06,49.57487808503049,2.571762535681774e-06,49.57487808503045,2.5717625356992492e-06,49.574878085026015,2.5717625358102914e-06,49.574878085026,2.57176253581746e-06,49.73200231402027,5.143525071353034e-06,49.732002314018835,5.1435250715830864e-06,49.57312619473573,2.571762535698106e-06,49.57312619473567,2.571762535702278e-06,49.57312619473135,2.571762535808223e-06,49.57312619473131,2.5717625358260767e-06,0.449999999999974,0.4499999999914248,49.73665690551604,49.813816340139475,0.45000073768047655,0.4500007376790859,0.4500007376536287,0.45000073765305815,0.45000000000340623,0.45,-2.21995211840903e-47,1.526963899117662e-14,49.90690817006976
20.0,0.0,49.73432943560522,5.143528443284686e-06,0.0,49.73432943560476,5.1435284433308976e-06,49.574877861100056,2.5717642216702824e-06,49.574877861100035,2.5717642216664436e-06,49.57487786109301,2.5717642216517933e-06,49.574877861092986,2.571764221679096e-06,49.732002138331524,5.143528443305618e-06,49.732002138330614,5.143528443327278e-06,49.57312597066934,2.571764221675841e-06,49.57312597066931,2.5717642216718545e-06,49.57312597066233,2.5717642216782864e-06,49.5731259706623,2.5717642216911444e-06,0.4500000000037786,0.45000000000210394,49.736656732878906,49.81381621808467,0.4500005814518523,0.45000058145154676,0.45000058146102295,0.45000058145885014,0.45000000000543716,0.45,6.440170041345298e-52,1.5269638991230763e-14,49.90690810904235
21.0,0.0,49.734329288168766,5.14353129779115e-06,0.0,49.734329288168766,5.143531297764138e-06,49.57487766840311,2.5717656489008598e-06,49.57487766840311,2.57176564890084e-06,49.57487766839681,2.5717656488869028e-06,49.5748776683968,2.571765648890435e-06,49.73200198960326,5.143531297783012e-06,49.73200198960326,5.14353129776082e-06,49.57312577779944,2.5717656489124324e-06,49.57312577779944,2.571765648907657e-06,49.57312577779308,2.571765648893429e-06,49.57312577779307,2.571765648902583e-06,0.45000000000529916,0.45000000000432017,49.73665658673427,49.813816114760606,0.45000045812590467,0.450000458125903,0.4500004581468103,0.45000045814652906,0.45000000000395096,0.45,2.572428319671444e-50,1.5269638991179774e-14,49.90690805738031
22.0,0.0,49.734329163586764,5.143533709762064e-06,0.0,49.7343291635865,5.143533709706331e-06,49.574877503069764,2.5717668549056145e-06,49.574877503069764,2.5717668548913056e-06,49.57487750306447,2.571766854853502e-06,49.57487750306448,2.571766854862141e-06,49.732001863930094,5.1435337097755935e-06,49.73200186392959,5.143533709709298e-06,49.57312561227369,2.571766854905865e-06,49.57312561227368,2.5717668549010143e-06,49.57312561226832,2.571766854865197e-06,49.57312561226834,2.5717668548750726e-06,0.44999999998337603,0.4499999999813564,49.736656463243435,49.81381602745227,0.4500003610493009,0.45000036104816216,0.45000036106146835,0.4500003610607809,0.45000000000467066,0.45,-1.7806357381860374e-50,1.5269638991229807e-14,49.90690801372616
23.0,0.0,49.7343290583473,5.143535747242705e-06,0.0,49.73432905834736,5.143535747178553e-06,49.57487736148909,2.5717678736479666e-06,49.574877361489094,2.5717678736413788e-06,49.574877361485036,2.571767873608996e-06,49.57487736148503,2.571767873617722e-06,49.732001757768515,5.143535747271019e-06,49.73200175776864,5.143535747190924e-06,49.57312547049491,2.5717678736504335e-06,49.57312547049493,2.5717678736465596e-06,49.573125470490794,2.571767873603932e-06,49.57312547049079,2.5717678736139057e-06,0.45000000001377466,0.45000000001144996,49.736656358926076,49.81381595369997,0.4500002845602027,0.45000028455967844,0.4500002845801729,0.45000028457947844,0.45000000000517265,0.45,7.241147454085429e-53,1.5269638991206526e-14,49.90690797685001
24.0,0.0,49.73432896950786,5.143537467250908e-06,0.0,49.73432896950797,5.143537467174768e-06,49.57487724047661,2.5717687336413345e-06,49.57487724047662,2.5717687336358093e-06,49.574877240474,2.57176873359508e-06,49.574877240473995,2.5717687336010546e-06,49.73200166815082,5.143537467254334e-06,49.732001668151035,5.1435374671927e-06,49.57312534928761,2.571768733640235e-06,49.57312534928763,2.571768733637468e-06,49.57312534928492,2.5717687336036563e-06,49.573125349284915,2.57176873361156e-06,0.4499999999976191,0.44999999999485985,49.7366562708649,49.81381589144087,0.45000022421691,0.45000022421647035,0.4500002242321417,0.4500002242316663,0.4500000000033851,0.45,-3.153542135568224e-53,1.5269638991169516e-14,49.90690794572044
