time,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,inlet__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__u_mmHg,PV2__u_mmHg,V1__u_mmHg,V2__u_mmHg,PV1__v_mm3_s,PV2__v_mm3_s,V1__v_mm3_s,V2__v_mm3_s,PV1__R_constriction,PV2__R_constriction,inlet__H_link_R,inlet__H_link_L,inlet__H_down,inlet__q_C
10.0,0.45000002602837225,0.44999999391215606,49.9395507397108,49.879101479422395,49.82899793526051,49.827483754023405,49.82748375399971,49.825969572786306,49.825969572738906,3.339952645023005e-06,3.3399520695224083e-06,3.339952644796848e-06,3.3399520692905635e-06,0.0,0.0,2.7133681229854346e-69,0.45,0.4500000099460113,3.332655245415263e-18
11.0,0.4500000266533288,0.44999999328007106,49.939551953822466,49.879103907645614,49.82900136980343,49.827487218973246,49.82748721895976,49.82597306814307,49.825973068116085,3.3398855740033576e-06,3.339884975989448e-06,3.3398855738127252e-06,3.3398849758134403e-06,0.0,0.0,2.682117540171336e-71,0.45,0.45000000994600964,3.332655328089008e-18
12.0,0.45000002719287147,0.44999999273467145,49.939552993998056,49.87910598799672,49.829004312306864,49.8274901875274,49.827490187522734,49.82597606274795,49.8259760627386,3.3398281118022967e-06,3.3398274943579805e-06,3.339828111641238e-06,3.339827494193078e-06,0.0,0.0,-4.030843284596378e-76,0.45,0.4500000099460106,3.332655398918747e-18
13.0,0.45000002766016073,0.4499999922622631,49.93955388515514,49.87910777031079,49.829006833258894,49.827492730798014,49.82749273080097,49.82597862833715,49.82597862834305,3.33977888190082e-06,3.3397782476277456e-06,3.3397788817409935e-06,3.3397782474760085e-06,0.0,0.0,-1.8303948295468068e-80,0.45,0.45000000994601025,3.3326554596012156e-18
14.0,0.4500000280631438,0.44999999185485007,49.9395546486449,49.87910929729024,49.82900899305886,49.82749490971919,49.827494909728735,49.82598082637951,49.825980826398606,3.3397367047049492e-06,3.339736055919086e-06,3.3397367045919826e-06,3.3397360557859487e-06,0.0,0.0,7.161961247847036e-83,0.45,0.4500000099460098,3.332655511590303e-18
15.0,0.4500000284123253,0.4499999915019525,49.93955530275469,49.879110605509766,49.82901084343904,49.82749677648117,49.82749677649642,49.82598270952329,49.825982709553806,3.3397005700240754e-06,3.3396999086653995e-06,3.339700569932891e-06,3.3396999085534904e-06,0.0,0.0,-2.671054738484421e-87,0.45,0.45000000994600947,3.332655556131269e-18
16.0,0.4500000287148376,0.44999999119643164,49.93955586315617,49.87911172631266,49.829012428732206,49.82749837580924,49.82749837582943,49.82598432288628,49.82598432292665,3.339669612092316e-06,3.33966893984516e-06,3.33966961200553e-06,3.3396689397533537e-06,0.0,0.0,6.2486583219575275e-90,0.45,0.45000000994601186,3.3326555942912588e-18
17.0,0.45000002897623825,0.449999990932093,49.93955634327347,49.879112686547224,49.82901378691328,49.82749974601453,49.82749974603899,49.8259857051158,49.8259857051647,3.3396430892996935e-06,3.339642407637866e-06,3.339643089212902e-06,3.339642407559043e-06,0.0,0.0,-1.776569321683096e-94,0.45,0.45000000994601,3.3326556269843764e-18
18.0,0.4500000292021193,0.4499999907036151,49.9395567546079,49.87911350921602,49.82901495051771,49.827500919920546,49.82750091994869,49.825986889323396,49.82598688937967,3.339620366255667e-06,3.339619676457481e-06,3.339620366183484e-06,3.339619676399914e-06,0.0,0.0,3.510040794860331e-99,0.45,0.45000000994600886,3.3326556549937907e-18
19.0,0.45000002939688577,0.44999999050700584,49.939557107013755,49.8791142140277,49.82901594742192,49.827501925650516,49.82750192568184,49.8259879038791,49.82598790394175,3.3396008985762304e-06,3.3396002017696276e-06,3.339600898531377e-06,3.3396002017175516e-06,0.0,0.0,-2.9153712275395264e-101,0.45,0.45000000994600897,3.3326556789905227e-18
20.0,0.4500000295660189,0.4499999903368318,49.939557408934206,49.87911481786857,49.82901680151038,49.82750278730033,49.82750278733441,49.82598877309027,49.82598877315844,3.339584219867934e-06,3.3395835169853273e-06,3.3395842198289283e-06,3.339583516936494e-06,0.0,0.0,-6.569104739014089e-104,0.45,0.45000000994601774,3.3326556995495e-18
21.0,0.45000002971210096,0.44999999018895687,49.93955766760142,49.87911533520298,49.82901753324181,49.82750352550987,49.82750352554634,49.82598951777793,49.825989517850864,3.3395699305777757e-06,3.3395692224312733e-06,3.339569930548174e-06,3.339569222398542e-06,0.0,0.0,-2.6747750753924942e-106,0.45,0.45000000994601286,3.3326557171631907e-18
22.0,0.4500000298383671,0.44999999006073843,49.939557889208636,49.879115778417386,49.82901816013594,49.82750415795395,49.827504157992486,49.82599015577197,49.82599015584904,3.339557688588591e-06,3.3395569758850356e-06,3.339557688554853e-06,3.3395569758601493e-06,0.0,0.0,-5.936379251494579e-109,0.45,0.4500000099460055,3.332655732253317e-18
23.0,0.4500000299495602,0.4499999899527205,49.93955807907025,49.87911615814062,49.829018697226495,49.82750469979942,49.827504699839736,49.82599070237235,49.82599070245299,3.3395472002959606e-06,3.3395464836670115e-06,3.339547200264801e-06,3.3395464836391813e-06,0.0,0.0,2.6872634243183056e-111,0.45,0.4500000099460443,3.3326557451817586e-18
24.0,0.4500000300425662,0.4499999898559109,49.939558241733174,49.879116483466426,49.8290191573759,49.827505164022554,49.82750516406441,49.82599117066921,49.82599117075293,3.3395382145441144e-06,3.339537494516148e-06,3.3395382144955955e-06,3.339537494470453e-06,0.0,0.0,1.0301455242173584e-111,0.45,0.4500000099460208,3.3326557562581303e-18
25.0,0.45000003012393963,0.4499999897726646,49.93955838109195,49.87911676218398,49.82901955160135,49.82750556173811,49.8275055617813,49.82599157187488,49.82599157196126,3.3395305161254665e-06,3.3395297931496618e-06,3.3395305160989137e-06,3.33952979313439e-06,0.0,0.0,2.03278120337554e-115,0.45,0.4500000099460094,3.33265576574763e-18
26.0,0.4500000301943055,0.44999998970108757,49.93955850048487,49.8791170009698,49.829019889346306,49.827505902473135,49.82750590251748,49.82599191559998,49.82599191568867,3.3395239206946004e-06,3.339523195177029e-06,3.339523920659278e-06,3.339523195152927e-06,0.0,0.0,-8.404236895655652e-117,0.45,0.45000000994600464,3.332655773877574e-18
27.0,0.4500000302563717,0.4499999896405281,49.939558602772905,49.87911720554587,49.8290201787041,49.827506194392626,49.827506194437966,49.825992210081154,49.82599221017183,3.339518270148727e-06,3.339517542435301e-06,3.33951827012832e-06,3.339517542423572e-06,0.0,0.0,-1.8652311348767676e-119,0.45,0.4500000099460274,3.3326557808427778e-18
28.0,0.4500000303084097,0.4499999895867383,49.939558690408035,49.879117380816105,49.82902042661093,49.82750644449418,49.82750644454039,49.825992462377435,49.825992462469834,3.3395134290614525e-06,3.3395126994529674e-06,3.33951342905342e-06,3.33951269944768e-06,0.0,0.0,8.443475714083382e-122,0.45,0.4500000099460133,3.3326557868102055e-18
29.0,0.45000003035360475,0.4499999895412234,49.93955876548894,49.87911753097792,49.829020639003765,49.82750665876732,49.82750665881426,49.825992678530895,49.82599267862477,3.3395092815228316e-06,3.3395085502900095e-06,3.3395092814968137e-06,3.3395085502471586e-06,0.0,0.0,3.2367532847703356e-122,0.45,0.45000000994601386,3.3326557919227668e-18
30.0,0.45000003039353925,0.4499999895005269,49.93955882981328,49.87911765962659,49.82902082096784,49.82750684234232,49.827506842389916,49.825992863716806,49.825992863812,3.3395057281750343e-06,3.3395049954983323e-06,3.339505728151614e-06,3.339504995481496e-06,0.0,0.0,6.387069674311616e-126,0.45,0.45000000994600986,3.3326557963028696e-18
31.0,0.4500000304281901,0.4499999894663054,49.9395588849219,49.87911776984384,49.82902097686201,49.82750699961662,49.82750699966477,49.82599302237123,49.825993022467536,3.3395026839251434e-06,3.339501950015129e-06,3.339502683898399e-06,3.3395019499990454e-06,0.0,0.0,-2.640640641766359e-127,0.45,0.4500000099460167,3.332655800055437e-18
32.0,0.45000003045610343,0.44999998943542485,49.93955893213537,49.87911786427075,49.829021110421934,49.827507134358946,49.827507134407576,49.82599315829596,49.825993158393224,3.339500075793381e-06,3.33949934083054e-06,3.3395000757863845e-06,3.339499340824125e-06,0.0,0.0,-5.860621504191108e-130,0.45,0.4500000099459866,3.332655803270392e-18
33.0,0.450000030482816,0.4499999894109032,49.93955897258543,49.87911794517088,49.82902122484921,49.827507249799226,49.827507249848274,49.82599327474926,49.825993274847356,3.3394978413180842e-06,3.3394971054377737e-06,3.3394978412945875e-06,3.3394971054132296e-06,0.0,0.0,2.6529696194012575e-132,0.45,0.45000000994601264,3.3326558060247994e-18
34.0,0.4500000305051675,0.44999998938789965,49.939559007240796,49.87911801448162,49.82902132288414,49.82750734870205,49.82750734875147,49.825993374519975,49.8259933746188,3.3394959269305913e-06,3.3394951902380824e-06,3.3394959269095323e-06,3.339495190233417e-06,0.0,0.0,1.0169992098948645e-132,0.45,0.45000000994600947,3.3326558083846225e-18
35.0,0.4500000305236768,0.4499999893694527,49.93955903693122,49.87911807386245,49.82902140687396,49.827507433435436,49.82750743348516,49.82599345999691,49.825993460096356,3.339494286796591e-06,3.339493549442307e-06,3.3394942867949038e-06,3.3394935494315334e-06,0.0,0.0,2.00683964463434e-136,0.45,0.45000000994601197,3.332655810406363e-18
36.0,0.45000003054031545,0.44999998935249497,49.93955906236791,49.87911812473583,49.829021478830605,49.82750750602911,49.8275075060791,49.8259935332276,49.82599353332758,3.3394928816574787e-06,3.339492143701563e-06,3.3394928816614996e-06,3.339492143703514e-06,0.0,0.0,-8.296985311859131e-138,0.45,0.4500000099460103,3.3326558121384495e-18
37.0,0.45000003055461907,0.44999998933824165,49.9395590841604,49.87911816832082,49.82902154047835,49.827507568222615,49.827507568272836,49.82599359596687,49.82599359606732,3.3394916778372228e-06,3.339490939369923e-06,3.339491677837297e-06,3.339490939365359e-06,0.0,0.0,-1.841427785788018e-140,0.45,0.45000000994601214,3.3326558136223878e-18
38.0,0.45000003056675336,0.4499999893260184,49.93955910283037,49.87911820566075,49.829021593292936,49.82750762150476,49.82750762155518,49.82599364971657,49.82599364981742,3.33949064650505e-06,3.3394899076015695e-06,3.3394906465045865e-06,3.3394899075883998e-06,0.0,0.0,1.15087076899244e-142,0.45,0.45000000994601236,3.332655814893701e-18
39.0,0.45000003057718174,0.4499999893154492,49.93955911882758,49.87911823765517,49.82902163854668,49.827507667159125,49.827507667209716,49.82599369577156,49.825993695872754,3.3394897628177403e-06,3.3394890235382416e-06,3.33948976281723e-06,3.3394890235162505e-06,0.0,0.0,-5.101453459087657e-143,0.45,0.4500000099460117,3.332655815983015e-18
40.0,0.4500000305865051,0.44999998930461493,49.93955913253219,49.879118265064356,49.829021677314984,49.82750770627062,49.82750770632138,49.82599373522628,49.82599373532777,3.33948900579925e-06,3.3394882661587564e-06,3.339489005775447e-06,3.339488266142207e-06,0.0,0.0,3.186523530420259e-143,0.45,0.45000000994599854,3.3326558169162168e-18
41.0,0.4500000305955143,0.44999998929766566,49.93955914427229,49.87911828854458,49.829021710526014,49.82750773977568,49.827507739826565,49.82599376902533,49.8259937691271,3.3394883572422535e-06,3.339487617315982e-06,3.3394883572528486e-06,3.3394876173329422e-06,0.0,0.0,-5.543108157298254e-146,0.45,0.4500000099460187,3.332655817715648e-18
42.0,0.45000003060225013,0.44999998929012286,49.939559154331135,49.87911830866227,49.829021738981005,49.82750776848257,49.82750776853357,49.82599379798414,49.825993798086124,3.3394878016028097e-06,3.3394870614208372e-06,3.339487801604923e-06,3.3394870614361944e-06,0.0,0.0,-1.2302339942335953e-148,0.45,0.45000000994601125,3.332655818400595e-18
43.0,0.45000003060712485,0.4499999892840789,49.93955916294903,49.87911832589807,49.82902176335976,49.827507793077146,49.827507793128234,49.82599382279453,49.82599382289671,3.3394873255639906e-06,3.3394865851864916e-06,3.339487325554686e-06,3.339486585171051e-06,0.0,0.0,5.568988559976827e-151,0.45,0.4500000099460036,3.3326558189874223e-18
44.0,0.4500000306113096,0.44999998927818463,49.93955917033238,49.879118340664746,49.82902178424649,49.82750781414879,49.827507814199954,49.82599384405106,49.825993844153416,3.3394869176897896e-06,3.3394861771317984e-06,3.3394869177175295e-06,3.3394861771481733e-06,0.0,0.0,2.1348367218383605e-151,0.45,0.45000000994602185,3.332655819490184e-18
45.0,0.4500000306179664,0.44999998927392265,49.93955917665766,49.87911835331532,49.82902180213917,49.82750783219984,49.8275078322511,49.825993862260546,49.82599386236304,3.3394865683197896e-06,3.339485827566249e-06,3.339486568292388e-06,3.339485827562367e-06,0.0,0.0,-8.762892021002486e-154,0.45,0.45000000994599415,3.332655819920898e-18
46.0,0.45000003062153393,0.4499999892707712,49.93955918207777,49.879118364155545,49.82902181747225,49.82750784766868,49.82750784771999,49.825993877865095,49.82599387796773,3.3394862689070818e-06,3.3394855280332185e-06,3.339486268896567e-06,3.339485528028181e-06,0.0,0.0,3.068586575545215e-154,0.45,0.4500000099460171,3.332655820289975e-18
47.0,0.4500000306243732,0.4499999892677308,49.93955918671504,49.879118373430074,49.8290218305903,49.82750786090287,49.82750786095423,49.825993891215425,49.82599389131815,3.339486012710441e-06,3.339485271731294e-06,3.3394860127359874e-06,3.339485271747064e-06,0.0,0.0,1.410540732446672e-156,0.45,0.45000000994601047,3.3326558206057454e-18
48.0,0.4500000306277787,0.44999998926441725,49.939559190693615,49.87911838138722,49.8290218418451,49.82750787225729,49.82750787230871,49.82599390266948,49.825993902772304,3.339485792958547e-06,3.3394850518590626e-06,3.3394857929629304e-06,3.3394850518701257e-06,0.0,0.0,-8.671858489060094e-157,0.45,0.45000000994601164,3.3326558208766625e-18
49.0,0.45000003063028887,0.44999998926188806,49.93955919410937,49.87911838821873,49.829021851507754,49.82750788200549,49.82750788205694,49.825993912503215,49.82599391260612,3.339485604279487e-06,3.339484863089753e-06,3.339485604280565e-06,3.3394848630976373e-06,0.0,0.0,-8.521435502164323e-157,0.45,0.45000000994601164,3.3326558211092548e-18
50.0,0.45000003063235716,0.44999998925975665,49.93955919703137,49.87911839406274,49.82902185977368,49.82750789034459,49.82750789039608,49.8259939209155,49.82599392101847,3.3394854428813207e-06,3.3394847016163806e-06,3.339485442872583e-06,3.3394847016117114e-06,0.0,0.0,9.168397838710433e-158,0.45,0.45000000994601114,3.332655821308226e-18
51.0,0.45000003063401667,0.4499999892580567,49.93955919952872,49.87911839905743,49.8290218668383,49.827507897471754,49.827507897523276,49.8259939281052,49.82599392820824,3.3394853049119208e-06,3.339484563586817e-06,3.339485304922377e-06,3.339484563594754e-06,0.0,0.0,6.003130867762964e-157,0.45,0.4500000099460109,3.3326558214782803e-18
52.0,0.4500000306365448,0.44999998925554524,49.939559201667336,49.87911840333467,49.82902187288815,49.82750790357515,49.82750790362671,49.82599393426215,49.82599393436524,3.3394851867900113e-06,3.339484445374646e-06,3.3394851867880034e-06,3.3394844454023603e-06,0.0,0.0,8.434515696235593e-160,0.45,0.4500000099460112,3.3326558216239075e-18
53.0,0.45000003063738014,0.44999998925470097,49.93955920350379,49.87911840700758,49.8290218780832,49.8275079088162,49.82750790886777,49.8259939395492,49.82599393965233,3.3394850853405953e-06,3.339484343895154e-06,3.339485085345469e-06,3.339484343909461e-06,0.0,0.0,-5.185452986858467e-160,0.45,0.4500000099460112,3.332655821748959e-18
54.0,0.4500000306382156,0.44999998925385654,49.93955920508046,49.879118410160906,49.82902188254335,49.827507913315834,49.82750791336742,49.82599394408831,49.82599394419148,3.3394849982463777e-06,3.339484256770858e-06,3.3394849982531667e-06,3.339484256773714e-06,0.0,0.0,-5.095505563514908e-160,0.45,0.4500000099460112,3.3326558218563203e-18
55.0,0.4500000306390514,0.44999998925301227,49.939559206429216,49.879118412858425,49.829021886358795,49.82750791716505,49.82750791721665,49.8259939479713,49.825993948074505,3.339484923746814e-06,3.3394841822412138e-06,3.3394849237502573e-06,3.339484182233249e-06,0.0,0.0,5.482365287374663e-161,0.45,0.4500000099460112,3.332655821948163e-18
56.0,0.4500000306403076,0.4499999892517489,49.93955920758195,49.8791184151639,49.829021889619725,49.82750792045484,49.82750792050646,49.82599395128996,49.8259939513932,3.3394848600813614e-06,3.339484118530631e-06,3.3394848600749926e-06,3.339484118525897e-06,0.0,0.0,3.589651852369854e-160,0.45,0.4500000099460112,3.3326558220266572e-18
57.0,0.4500000306411449,0.44999998925090634,49.93955920856911,49.87911841713822,49.82902189241225,49.82750792327208,49.827507923323715,49.825993954131924,49.82599395423519,3.339484805564715e-06,3.3394840639839e-06,3.339484805546483e-06,3.339484063969362e-06,0.0,0.0,5.043530710857218e-163,0.45,0.4500000099460112,3.332655822093877e-18
58.0,0.4500000306415626,0.4499999892504843,49.93955920941679,49.879118418833585,49.82902189481021,49.827507925691286,49.82750792574293,49.82599395657234,49.82599395667563,3.339484758707183e-06,3.3394840171113292e-06,3.3394847587220896e-06,3.3394840171209117e-06,0.0,0.0,-3.100710500852976e-163,0.45,0.4500000099460112,3.332655822151599e-18
59.0,0.4500000306419805,0.4499999892500623,49.93955921014456,49.87911842028912,49.82902189686895,49.827507927768245,49.827507927819894,49.82599395866754,49.825993958770844,3.3394847185156387e-06,3.3394839769047454e-06,3.3394847185223443e-06,3.3394839769001316e-06,0.0,0.0,-3.046925244137138e-163,0.45,0.4500000099460112,3.3326558222011554e-18
60.0,0.4500000306428185,0.44999998924922047,49.93955921076712,49.87911842153426,49.8290218986301,49.82750792954498,49.82750792959664,49.825993960459876,49.8259939605632,3.3394846841474298e-06,3.339483942506448e-06,3.3394846841334347e-06,3.339483942493155e-06,0.0,0.0,3.2782531553475866e-164,0.45,0.4500000099460112,3.3326558222435485e-18
61.0,0.4500000306432371,0.44999998924879886,49.939559211299205,49.87911842259843,49.8290219001353,49.82750793106351,49.82750793111517,49.82599396199173,49.825993962095055,3.3394846547599025e-06,3.339483913103879e-06,3.3394846547424383e-06,3.339483913085812e-06,0.0,0.0,2.1464800126927766e-163,0.45,0.4500000099460112,3.3326558222797803e-18
62.0,0.4500000306436557,0.44999998924837775,49.93955921175487,49.87911842350974,49.82902190142429,49.82750793236391,49.827507932415585,49.82599396330354,49.82599396340687,3.339484629570593e-06,3.339483887899527e-06,3.3394846295731173e-06,3.3394838879027746e-06,0.0,0.0,3.0158461905183803e-166,0.45,0.4500000099460112,3.332655822310808e-18
63.0,0.45000003064449445,0.44999998924753665,49.93955921214615,49.879118424292294,49.82902190253116,49.82750793348057,49.82750793353226,49.82599396443,49.82599396453335,3.3394846079776074e-06,3.3394838662764505e-06,3.3394846079598964e-06,3.3394838662783546e-06,0.0,0.0,-1.8541110360976494e-166,0.45,0.4500000099460112,3.332655822337452e-18
64.0,0.45000003064491345,0.44999998924711576,49.939559212482074,49.87911842496415,49.82902190348144,49.82750793443927,49.82750793449097,49.82599396539711,49.82599396550047,3.3394845894091443e-06,3.3394838476929436e-06,3.3394845894043907e-06,3.3394838477125816e-06,0.0,0.0,-1.821949427321621e-166,0.45,0.4500000099460112,3.332655822360326e-18
65.0,0.4500000306444927,0.44999998924753487,49.93955921276944,49.879118425538884,49.829021904294365,49.8275079352594,49.82750793531109,49.82599396622442,49.82599396632781,3.3394845735191137e-06,3.339483831817964e-06,3.339484573530656e-06,3.3394838318308524e-06,0.0,0.0,1.9602750249594344e-167,0.45,0.4500000099460112,3.3326558223798944e-18
66.0,0.45000003064407196,0.44999998924795404,49.939559213015045,49.8791184260301,49.82902190498915,49.82750793596033,49.82750793601201,49.82599396693149,49.82599396703488,3.3394845599614272e-06,3.3394838182753267e-06,3.339484559964238e-06,3.3394838182564637e-06,0.0,0.0,1.283516239004518e-166,0.45,0.4500000099460112,3.3326558223966184e-18
67.0,0.4500000306444914,0.44999998924753337,49.939559213225365,49.87911842645074,49.829021905584135,49.82750793656057,49.827507936612264,49.825993967537016,49.8259939676404,3.3394845483598995e-06,3.339483806658754e-06,3.339484548347063e-06,3.339483806632093e-06,0.0,0.0,1.8033652943341895e-169,0.45,0.4500000099460112,3.3326558224109404e-18
68.0,0.4500000306449109,0.4499999892471132,49.93955921340598,49.87911842681196,49.82902190609504,49.827507937076014,49.827507937127706,49.825993968056984,49.82599396816037,3.3394845383684415e-06,3.33948379665225e-06,3.339484538371081e-06,3.3394837966501855e-06,0.0,0.0,-1.1086903254060783e-169,0.45,0.4500000099460112,3.332655822423239e-18
69.0,0.4500000306453303,0.44999998924669293,49.93955921356104,49.87911842712208,49.82902190653368,49.827507937518526,49.82750793757023,49.825993968503376,49.825993968606774,3.339484529821531e-06,3.339483788090294e-06,3.3394845298058744e-06,3.3394837880805156e-06,0.0,0.0,-1.0894588641800404e-169,0.45,0.4500000099460112,3.3326558224337973e-18
70.0,0.45000003064532995,0.4499999892466925,49.939559213693684,49.879118427387375,49.82902190690892,49.82750793789708,49.82750793794879,49.82599396888525,49.825993968988655,3.3394845224934585e-06,3.339483780762223e-06,3.3394845224787146e-06,3.3394837807493124e-06,0.0,0.0,1.1721724929063584e-170,0.45,0.4500000099460112,3.3326558224428295e-18
71.0,0.45000003064574956,0.4499999892462722,49.93955921380706,49.87911842761412,49.82902190722962,49.82750793822062,49.827507938272326,49.82599396921163,49.825993969315036,3.33948451623375e-06,3.339483774487468e-06,3.3394845162168698e-06,3.339483774483711e-06,0.0,0.0,7.674955862842834e-170,0.45,0.4500000099460112,3.3326558224505494e-18
72.0,0.4500000306457493,0.44999998924627194,49.93955921390413,49.87911842780827,49.82902190750424,49.82750793849769,49.827507938549395,49.82599396949112,49.825993969594535,3.339484510846789e-06,3.339483769100508e-06,3.3394845108543664e-06,3.339483769118226e-06,0.0,0.0,1.0783462349742618e-172,0.45,0.4500000099460112,3.3326558224571604e-18
73.0,0.45000003064574906,0.4499999892462717,49.9395592139875,49.87911842797501,49.82902190774008,49.827507938735614,49.82750793878732,49.82599396973113,49.82599396983455,3.339484506242291e-06,3.339483764496012e-06,3.3394845062494883e-06,3.3394837645107913e-06,0.0,0.0,-6.629561087319456e-173,0.45,0.4500000099460112,3.332655822462837e-18
74.0,0.4500000306453289,0.44999998924669143,49.939559214059074,49.87911842811815,49.82902190794255,49.827507938939874,49.82750793899158,49.82599396993718,49.82599397004061,3.339484502284831e-06,3.3394837605535995e-06,3.339484502296051e-06,3.3394837605551525e-06,0.0,0.0,-6.514564010070008e-173,0.45,0.4500000099460112,3.3326558224677106e-18
75.0,0.4500000306453289,0.449999989246691,49.93955921412031,49.8791184282406,49.829021908115756,49.82750793911461,49.82750793916631,49.82599397011346,49.82599397021688,3.3394844989142186e-06,3.3394837571829873e-06,3.3394844989144325e-06,3.339483757171041e-06,0.0,0.0,7.00916114132418e-174,0.45,0.4500000099460112,3.33265582247188e-18
76.0,0.4500000306457485,0.44999998924627116,49.93955921417263,49.87911842834526,49.82902190826379,49.827507939263946,49.82750793931565,49.825993970264115,49.82599397036753,3.3394844960401697e-06,3.3394837542938917e-06,3.3394844960244183e-06,3.3394837542787858e-06,0.0,0.0,4.589341817929228e-173,0.45,0.4500000099460112,3.3326558224754432e-18
77.0,0.45000003064574834,0.449999989246271,49.93955921421745,49.879118428434886,49.829021908390544,49.827507939391836,49.82750793944354,49.82599397039312,49.82599397049654,3.339484493542305e-06,3.3394837517960276e-06,3.339484493549059e-06,3.3394837518020356e-06,0.0,0.0,6.448114567444575e-176,0.45,0.4500000099460112,3.3326558224784947e-18
78.0,0.4500000306457482,0.4499999892462708,49.93955921425592,49.87911842851185,49.8290219084994,49.82750793950166,49.827507939553364,49.82599397050391,49.82599397060732,3.3394844914055777e-06,3.3394837496593006e-06,3.3394844914236877e-06,3.3394837496749813e-06,0.0,0.0,-3.964234124110296e-176,0.45,0.4500000099460112,3.3326558224811147e-18
79.0,0.4500000306457481,0.44999998924627077,49.939559214288956,49.879118428577925,49.82902190859286,49.82750793959594,49.82750793964765,49.82599397059902,49.825993970702434,3.3394844895848452e-06,3.3394837478385685e-06,3.3394844895987925e-06,3.3394837478491962e-06,0.0,0.0,-3.895470094063532e-176,0.45,0.4500000099460112,3.332655822483364e-18
