time,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,inlet__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__u_mmHg,PV2__u_mmHg,V1__u_mmHg,V2__u_mmHg,PV1__v_mm3_s,PV2__v_mm3_s,V1__v_mm3_s,V2__v_mm3_s,PV1__R_constriction,PV2__R_constriction,inlet__H_link_R,inlet__H_link_L,inlet__H_down,inlet__q_C
265.0,0.45000003064612004,0.4499999892458028,49.93955921448604,49.879118428972085,49.82902190915039,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478735686e-06,3.3394837369743643e-06,3.3394844787132295e-06,3.3394837369562246e-06,0.0,0.0,-4.37e-321,0.45,0.4500000099460102,3.3326558224967844e-18
266.0,0.4500000306461408,0.4499999892458236,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369593167e-06,3.339484478713227e-06,3.3394837369562183e-06,0.0,0.0,-2.727e-321,0.45,0.4500000099460106,3.3326558224967844e-18
267.0,0.45000003064659905,0.4499999892454418,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787131765e-06,3.339483736956277e-06,0.0,0.0,1.18e-321,0.45,0.4500000099460114,3.332655822496785e-18
268.0,0.4500000306461682,0.449999989245851,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787132113e-06,3.3394837369562437e-06,0.0,0.0,1.9e-322,0.45,0.4500000099460112,3.332655822496785e-18
269.0,0.4500000306457126,0.44999998924623524,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713287e-06,3.339483736956163e-06,0.0,0.0,-3.12e-321,0.45,0.45000000994601047,3.3326558224967844e-18
270.0,0.45000003064567656,0.4499999892461992,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787133574e-06,3.339483736956084e-06,0.0,0.0,-6.12e-321,0.45,0.4500000099460098,3.3326558224967844e-18
271.0,0.4500000306456887,0.4499999892462114,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.33948447871337e-06,3.33948373695606e-06,0.0,0.0,-4.585e-321,0.45,0.45000000994601014,3.3326558224967844e-18
272.0,0.45000003064660926,0.44999998924545204,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.339484478713314e-06,3.3394837369561247e-06,0.0,0.0,1.59e-321,0.45,0.4500000099460116,3.332655822496785e-18
273.0,0.4500000306465997,0.4499999892454425,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787132384e-06,3.3394837369562018e-06,0.0,0.0,6.97e-322,0.45,0.45000000994601136,3.332655822496785e-18
274.0,0.4500000306465534,0.4499999892453962,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787131753e-06,3.339483736956561e-06,0.0,0.0,-3.24e-321,0.45,0.45000000994601047,3.3326558224967844e-18
275.0,0.4500000306456838,0.44999998924620643,49.93955921448604,49.879118428972085,49.82902190915038,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478690544e-06,3.3394837369442696e-06,3.339484478713157e-06,3.339483736956272e-06,0.0,0.0,-6.22e-321,0.45,0.4500000099460098,3.3326558224967844e-18
276.0,0.45000003064572874,0.4499999892462514,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713195e-06,3.339483736956528e-06,0.0,0.0,-2.49e-321,0.45,0.45000000994601064,3.3326558224967844e-18
277.0,0.4500000306465982,0.449999989245441,49.939559214486046,49.879118428972085,49.82902190915039,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478735686e-06,3.3394837369593167e-06,3.3394844787131515e-06,3.3394837369565783e-06,0.0,0.0,1.507e-321,0.45,0.4500000099460115,3.332655822496785e-18
278.0,0.4500000306457402,0.44999998924626283,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713127e-06,3.339483736956312e-06,0.0,0.0,-1.05e-321,0.45,0.45000000994601097,3.332655822496785e-18
279.0,0.45000003064658745,0.4499999892454302,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787131088e-06,3.3394837369566346e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
280.0,0.4500000306461677,0.4499999892458505,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787130948e-06,3.339483736956656e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
281.0,0.4500000306465875,0.4499999892454303,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.339484478713103e-06,3.339483736956649e-06,0.0,0.0,5e-324,0.45,0.4500000099460112,3.332655822496785e-18
282.0,0.45000003064616717,0.44999998924584994,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.339484478713143e-06,3.339483736956615e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
283.0,0.45000003064574723,0.4499999892462699,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132087e-06,3.3394837369562517e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
284.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787131973e-06,3.3394837369565664e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
285.0,0.4500000306465876,0.4499999892454304,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787131753e-06,3.339483736956593e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
286.0,0.45000003064616756,0.44999998924585033,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787131837e-06,3.3394837369565838e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
287.0,0.4500000306457475,0.44999998924627016,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132125e-06,3.339483736956557e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
288.0,0.4500000306457475,0.44999998924627016,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713244e-06,3.339483736956528e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
289.0,0.45000003064574756,0.4499999892462702,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132697e-06,3.3394837369565016e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
290.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.339484478713284e-06,3.33948373695649e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
291.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369442696e-06,3.339484478713287e-06,3.3394837369561865e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
292.0,0.45000003064658745,0.4499999892454302,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787133006e-06,3.3394837369561734e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
293.0,0.45000003064616734,0.4499999892458501,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787133425e-06,3.3394837369561336e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
294.0,0.45000003064616745,0.4499999892458502,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787133036e-06,3.3394837369564732e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
295.0,0.45000003064658756,0.44999998924543033,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787132697e-06,3.3394837369565054e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
296.0,0.45000003064616756,0.44999998924585033,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787132786e-06,3.3394837369564987e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
297.0,0.45000003064574756,0.4499999892462702,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132947e-06,3.3394837369564834e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
298.0,0.45000003064574756,0.4499999892462702,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132862e-06,3.3394837369561933e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
299.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.339484478713227e-06,3.339483736956549e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
300.0,0.45000003064658745,0.4499999892454302,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787132002e-06,3.3394837369565783e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
301.0,0.45000003064616745,0.4499999892458502,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787132074e-06,3.339483736956572e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
302.0,0.45000003064616745,0.4499999892458502,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.339484478713232e-06,3.3394837369565474e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
303.0,0.4500000306457475,0.44999998924627016,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713259e-06,3.3394837369562196e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
304.0,0.45000003064616745,0.4499999892458502,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.339484478713222e-06,3.339483736956557e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
305.0,0.4500000306465875,0.4499999892454303,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.339484478713195e-06,3.3394837369565838e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
306.0,0.4500000306465875,0.4499999892454303,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.339484478713202e-06,3.3394837369565774e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
307.0,0.4500000306457476,0.44999998924627027,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132295e-06,3.339483736956549e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
308.0,0.4500000306457476,0.44999998924627027,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132557e-06,3.3394837369562246e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
309.0,0.45000003064574756,0.4499999892462702,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132786e-06,3.3394837369565025e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
310.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787132947e-06,3.3394837369564864e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
311.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787133074e-06,3.3394837369561734e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
312.0,0.4500000306465875,0.4499999892454303,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787133184e-06,3.339483736956161e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
313.0,0.45000003064616745,0.4499999892458502,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369593167e-06,3.339484478713328e-06,3.339483736956151e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
314.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.339484478713275e-06,3.3394837369565054e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
315.0,0.4500000306465875,0.4499999892454303,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787132473e-06,3.3394837369565334e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
316.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787132557e-06,3.3394837369565245e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
317.0,0.4500000306457475,0.44999998924627016,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713275e-06,3.3394837369565037e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
318.0,0.4500000306457475,0.44999998924627016,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132697e-06,3.339483736956209e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
319.0,0.45000003064574756,0.4499999892462702,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132697e-06,3.339483736956509e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
320.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.339484478713287e-06,3.3394837369564927e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
321.0,0.45000003064616745,0.4499999892458502,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787133023e-06,3.339483736956178e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
322.0,0.4500000306457475,0.44999998924627016,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787133146e-06,3.3394837369561653e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
323.0,0.45000003064574756,0.4499999892462702,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787133256e-06,3.339483736956153e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
324.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787132917e-06,3.339483736956489e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
325.0,0.45000003064658756,0.44999998924543033,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787132405e-06,3.3394837369565406e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
326.0,0.45000003064616756,0.44999998924585033,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.339484478713195e-06,3.3394837369565838e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
327.0,0.45000003064574756,0.4499999892462702,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713159e-06,3.339483736956619e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
328.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787131282e-06,3.339483736956351e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
329.0,0.4500000306457475,0.44999998924627016,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713145e-06,3.3394837369566346e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
330.0,0.45000003064616745,0.4499999892458502,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.339484478713179e-06,3.3394837369566003e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
331.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369442696e-06,3.33948447871321e-06,3.339483736956271e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
332.0,0.4500000306465875,0.4499999892454303,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787132362e-06,3.3394837369562454e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
333.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787132583e-06,3.3394837369562246e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
334.0,0.4500000306461675,0.4499999892458503,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787132134e-06,3.3394837369565664e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
335.0,0.45000003064658756,0.44999998924543033,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787131935e-06,3.339483736956585e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
336.0,0.4500000306457476,0.44999998924627027,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132125e-06,3.3394837369565677e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
337.0,0.4500000306457476,0.44999998924627027,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132362e-06,3.3394837369562437e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
338.0,0.4500000306457476,0.44999998924627027,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132362e-06,3.3394837369562437e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
339.0,0.45000003064616756,0.44999998924585033,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369593167e-06,3.3394844787131854e-06,3.3394837369565935e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
340.0,0.4500000306465875,0.4499999892454303,49.939559214486046,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126984,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787131642e-06,3.339483736956615e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
341.0,0.45000003064616756,0.44999998924585033,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787131765e-06,3.339483736956603e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
342.0,0.4500000306457476,0.44999998924627027,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713205e-06,3.3394837369565745e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
343.0,0.4500000306457477,0.4499999892462703,49.939559214486046,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132362e-06,3.3394837369562437e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.332655822496785e-18
344.0,0.4500000306457475,0.44999998924627016,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369593167e-06,3.3394844787132604e-06,3.3394837369565194e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
345.0,0.4500000306461674,0.44999998924585016,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126984,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787132794e-06,3.3394837369565016e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
346.0,0.45000003064616745,0.4499999892458502,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.82750794021011,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369442696e-06,3.3394844787132947e-06,3.339483736956185e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
347.0,0.4500000306461675,0.4499999892458503,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.827507940210104,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369593167e-06,3.33948447871331e-06,3.339483736956172e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
348.0,0.45000003064658745,0.4499999892454302,49.93955921448604,49.879118428972085,49.829021909150384,49.82750794015839,49.82750794021011,49.825993971166405,49.82599397126983,3.339484478720639e-06,3.3394837369442696e-06,3.3394844787133184e-06,3.339483736956161e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
349.0,0.45000003064574756,0.4499999892462702,49.93955921448604,49.879118428972085,49.829021909150384,49.8275079401584,49.827507940210104,49.825993971166405,49.82599397126983,3.3394844787055913e-06,3.3394837369593167e-06,3.339484478713328e-06,3.339483736956151e-06,0.0,0.0,0.0,0.45,0.4500000099460112,3.3326558224967844e-18
