time,inlet__H_link_R,inlet__H_link_L,inlet__H_down,inlet__q_C,VV_junc1__RBC_volume,VV_junc1__q_C,VV_junc1__q_C_d,PV1__H_link_R,PV1__H_link_L,PV1__H_down,PV1__q_C,PV2__H_link_R,PV2__H_link_L,PV2__H_down,PV2__q_C,V1__H_link_R,V1__H_link_L,V1__H_down,V1__RBC_volume,V1__q_C,V2__H_link_R,V2__H_link_L,V2__H_down,V2__RBC_volume,V2__q_C,VV_junc1__H_VV_out_alpha,VV_junc1__H_VV_out_beta,inlet__u_mmHg,VV_junc1__u_mmHg,VV_junc1__u_d_mmHg,PV1__u_mmHg,PV2__u_mmHg,V1__u_mmHg,V2__u_mmHg
10.0,2.7133681229854346e-69,0.45,0.4500000099460113,3.332655245415263e-18,5.089380216076512e-17,2.77297565694553e-18,2.7701333574894034e-18,0.45066901666078685,0.450000026027869,0.4506690166606527,1.6625120768823102e-19,0.4506690843461886,0.44999999391266765,0.45066908434632436,1.6625120768815033e-19,0.45,0.4506690166607198,0.45051319219956865,1.0705010454412473e-14,2.770767539230014e-18,0.45,0.4506690843462564,0.4505132434179432,1.07050117070409e-14,2.7707675392273245e-18,0.45000002602837225,0.44999999391215606,49.9395507397108,49.879101479422395,49.82899793526051,49.827483754023405,49.82748375399971,49.825969572786306,49.825969572738906
11.0,2.682117540171336e-71,0.45,0.45000000994600964,3.332655328089008e-18,5.089380216036203e-17,2.7729757946950178e-18,2.7701335523259094e-18,0.450669016598313,0.4500000266523298,0.45066901659819736,1.6625121948534936e-19,0.4506690844093757,0.4499999932810771,0.4506690844094927,1.6625121948530343e-19,0.45,0.45066901659825515,0.45053551856449553,1.0705492650879854e-14,2.7707677375740944e-18,0.45,0.45066908440943426,0.45053557213645684,1.0705493954612042e-14,2.770767737572563e-18,0.4500000266533288,0.44999999328007106,49.939551953822466,49.879103907645614,49.82900136980343,49.827487218973246,49.82748721895976,49.82597306814307,49.825973068116085
12.0,-4.030843284596378e-76,0.45,0.4500000099460106,3.332655398918747e-18,5.089380216003084e-17,2.7729759127102378e-18,2.7701337192497475e-18,0.45066901654422037,0.4500000271930333,0.45066901654411956,1.6625122959238878e-19,0.4506690844640548,0.4499999927345144,0.4506690844641566,1.6625122959237287e-19,0.45,0.45066901654416996,0.4505546456908368,1.070590575139169e-14,2.7707679075029995e-18,0.45,0.45066908446410575,0.4505547012978245,1.0705907099310951e-14,2.7707679075024695e-18,0.45000002719287147,0.44999999273467145,49.939552993998056,49.87910598799672,49.829004312306864,49.8274901875274,49.827490187522734,49.82597606274795,49.8259760627386
13.0,-1.8303948295468068e-80,0.45,0.45000000994601025,3.3326554596012156e-18,5.0893802159741377e-17,2.7729760138182615e-18,2.7701338622596023e-18,0.45066901649755153,0.45000002765952263,0.45066901649746405,1.6625123825146485e-19,0.45066908451123533,0.4499999922629071,0.4506690845113239,1.6625123825147494e-19,0.45,0.4506690164975078,0.4505710320818611,1.0706259658529569e-14,2.770768053087403e-18,0.45,0.4506690845112796,0.45057108944849794,1.0706261044656124e-14,2.7707680530877383e-18,0.45000002766016073,0.4499999922622631,49.93955388515514,49.87910777031079,49.829006833258894,49.827492730798014,49.82749273080097,49.82597862833715,49.82597862834305
14.0,7.161961247847036e-83,0.45,0.4500000099460098,3.332655511590303e-18,5.0893802159490876e-17,2.772976100441532e-18,2.770133984781839e-18,0.45066901645712143,0.45000002806362654,0.45066901645704704,1.6625124567004004e-19,0.4506690845521089,0.44999999185437145,0.4506690845521842,1.6625124567007254e-19,0.45,0.45066901645708424,0.45058507056633496,1.0706562856461206e-14,2.770768177815355e-18,0.45,0.45066908455214655,0.4505851294545002,1.0706564275625068e-14,2.770768177816439e-18,0.4500000280631438,0.44999999185485007,49.9395546486449,49.87910929729024,49.82900899305886,49.82749490971919,49.827494909728735,49.82598082637951,49.825980826398606
15.0,-2.671054738484421e-87,0.45,0.45000000994600947,3.332655556131269e-18,5.0893802159280744e-17,2.7729761746548775e-18,2.770134089751151e-18,0.450669016422229,0.4500000284124196,0.4506690164221634,1.662512520258065e-19,0.45066908458737165,0.44999999150186537,0.4506690845874388,1.6625125202585843e-19,0.45,0.45066901642219626,0.4505970975663841,1.0706822611105734e-14,2.7707682846743815e-18,0.45,0.45066908458740523,0.45059715777022513,1.0706824058836856e-14,2.770768284676113e-18,0.4500000284123253,0.4499999915019525,49.93955530275469,49.879110605509766,49.82901084343904,49.82749677648117,49.82749677649642,49.82598270952329,49.825982709553806
16.0,6.2486583219575275e-90,0.45,0.45000000994601186,3.3326555942912588e-18,5.089380215911062e-17,2.772976238236357e-18,2.7701341796824718e-18,0.4506690163919796,0.45000002871479033,0.4506690163919222,1.6625125747104045e-19,0.450669084617924,0.44999999119648165,0.4506690846179819,1.6625125747110918e-19,0.45,0.45066901639195095,0.45060740135721367,1.0707045148522577e-14,2.770768376224692e-18,0.45,0.45066908461795285,0.4506074626987173,1.070704662095606e-14,2.770768376226983e-18,0.4500000287148376,0.44999999119643164,49.93955586315617,49.87911172631266,49.829012428732206,49.82749837580924,49.82749837582943,49.82598432288628,49.82598432292665
17.0,-1.776569321683096e-94,0.45,0.45000000994601,3.3326556269843764e-18,5.0893802158944485e-17,2.772976292709034e-18,2.770134256730062e-18,0.45066901636590007,0.45000002897545316,0.4506690163658515,1.6625126213617982e-19,0.45066908464429684,0.4499999909328823,0.4506690846443461,1.662512621362631e-19,0.45,0.45066901636587575,0.45061622885183056,1.0707235801446662e-14,2.7707684546593304e-18,0.45,0.4506690846443215,0.45061629117709956,1.070723729524063e-14,2.7707684546621052e-18,0.45000002897623825,0.449999990932093,49.93955634327347,49.879112686547224,49.82901378691328,49.82749974601453,49.82749974603899,49.8259857051158,49.8259857051647
18.0,3.510040794860331e-99,0.45,0.45000000994600886,3.3326556549937907e-18,5.0893802158797646e-17,2.77297633937781e-18,2.7701343227396086e-18,0.45066901634333345,0.4500000292010192,0.4506690163432916,1.6625126613297884e-19,0.450669084667126,0.44999999070471225,0.45066908466716715,1.6625126613307468e-19,0.45,0.4506690163433125,0.45062379158118454,1.0707399138443968e-14,2.770768521857211e-18,0.45,0.4506690846671466,0.4506238547571243,1.0707400650708618e-14,2.770768521860404e-18,0.4500000292021193,0.4499999907036151,49.9395567546079,49.87911350921602,49.82901495051771,49.827500919920546,49.82750091994869,49.825986889323396,49.82598688937967
19.0,-2.9153712275395264e-101,0.45,0.45000000994600897,3.3326556789905227e-18,5.089380215869344e-17,2.772976379360727e-18,2.7701343792925003e-18,0.45066901632373985,0.45000002939687556,0.45066901632370326,1.662512695571887e-19,0.45066908468690003,0.4499999905070232,0.4506690846869378,1.6625126955729536e-19,0.45,0.4506690163237215,0.4506302707745748,1.0707539073636884e-14,2.770768579428192e-18,0.45,0.4506690846869189,0.45063033468610597,1.0707540601873739e-14,2.770768579431747e-18,0.45000002939688577,0.44999999050700584,49.939557107013755,49.8791142140277,49.82901594742192,49.827501925650516,49.82750192568184,49.8259879038791,49.82598790394175
20.0,-6.569104739014089e-104,0.45,0.45000000994601774,3.3326556995495e-18,5.0893802158634586e-17,2.7729764136157204e-18,2.7701344277436665e-18,0.45066901630682377,0.4500000295659866,0.4506690163067905,1.6625127249084874e-19,0.450669084703928,0.44999999033684696,0.45066908470395883,1.6625127249096477e-19,0.45,0.4506690163068071,0.45063582170075717,1.0707658960462128e-14,2.7707686287515952e-18,0.45,0.45066908470394346,0.45063588624838996,1.0707660502510712e-14,2.7707686287554633e-18,0.4500000295660189,0.4499999903368318,49.939557408934206,49.87911481786857,49.82901680151038,49.82750278730033,49.82750278733441,49.82598877309027,49.82598877315844
21.0,-2.6747750753924942e-106,0.45,0.45000000994601286,3.3326557171631907e-18,5.0893802158533205e-17,2.7729764429633314e-18,2.770134469253701e-18,0.45066901629219625,0.4500000297121637,0.45066901629216954,1.6625127500423151e-19,0.4506690847187288,0.4499999901888963,0.45066908471875583,1.6625127500435569e-19,0.45,0.45066901629218287,0.45064057735284746,1.0707761671255161e-14,2.7707686710089087e-18,0.45,0.4506690847187423,0.4506406424505409,1.0707763225247417e-14,2.7707686710130475e-18,0.45000002971210096,0.44999999018895687,49.93955766760142,49.87911533520298,49.82901753324181,49.82750352550987,49.82750352554634,49.82598951777793,49.825989517850864
22.0,-5.936379251494579e-109,0.45,0.4500000099460055,3.332655732253317e-18,5.089380215842281e-17,2.7729764681062243e-18,2.7701345048164716e-18,0.4506690162795887,0.4500000298381781,0.45066901627956607,1.6625127715751455e-19,0.4506690847315287,0.44999999006093416,0.45066908473155326,1.6625127715764575e-19,0.45,0.4506690162795774,0.45064465161433714,1.0707849665629106e-14,2.7707687072118915e-18,0.45,0.450669084731541,0.4506447171876923,1.070785122994949e-14,2.770768707216265e-18,0.4500000298383671,0.44999999006073843,49.939557889208636,49.879115778417386,49.82901816013594,49.82750415795395,49.827504157992486,49.82599015577197,49.82599015584904
23.0,2.6872634243183056e-111,0.45,0.4500000099460443,3.3326557451817586e-18,5.089380215860236e-17,2.7729764896473582e-18,2.7701345352848193e-18,0.45066901626849243,0.45000002994909566,0.4506690162684728,1.6625127900233639e-19,0.4506690847423098,0.4499999899531827,0.4506690847423304,1.6625127900247366e-19,0.45,0.4506690162684826,0.4506481422059557,1.0707925054119175e-14,2.77076873822874e-18,0.45,0.4506690847423201,0.4506482081906476,1.0707926627370806e-14,2.7707687382333155e-18,0.4500000299495602,0.4499999899527205,49.93955807907025,49.87911615814062,49.829018697226495,49.82750469979942,49.827504699839736,49.82599070237235,49.82599070245299
24.0,1.0301455242173584e-111,0.45,0.4500000099460208,3.3326557562581303e-18,5.089380215838727e-17,2.772976508102607e-18,2.7701345613884096e-18,0.4506690162591873,0.4500000300421287,0.45066901625916894,1.6625128058287735e-19,0.45066908475200107,0.44999998985633505,0.45066908475201733,1.6625128058301987e-19,0.45,0.45066901625917816,0.45065113273216223,1.0707989642384326e-14,2.7707687648022536e-18,0.45,0.4506690847520092,0.4506511990725385,1.0707991223358987e-14,2.770768764807004e-18,0.4500000300425662,0.4499999898559109,49.939558241733174,49.879116483466426,49.8290191573759,49.827505164022554,49.82750516406441,49.82599117066921,49.82599117075293
25.0,2.03278120337554e-115,0.45,0.4500000099460094,3.33265576574763e-18,5.089380215828137e-17,2.772976523913839e-18,2.7701345837522323e-18,0.4506690162510713,0.4500000301232372,0.4506690162510563,1.6625128193697992e-19,0.45066908476029904,0.4499999897733693,0.4506690847603143,1.6625128193712698e-19,0.45,0.4506690162510638,0.4506536948023648,1.0708044977016871e-14,2.7707687875686757e-18,0.45,0.45066908476030665,0.4506537614503145,1.07080465646699e-14,2.7707687875735776e-18,0.45000003012393963,0.4499999897726646,49.93955838109195,49.87911676218398,49.82901955160135,49.82750556173811,49.8275055617813,49.82599157187488,49.82599157196126
26.0,-8.404236895655652e-117,0.45,0.45000000994600464,3.332655773877574e-18,5.089380215821288e-17,2.7729765374598024e-18,2.770134602912001e-18,0.45066901624403954,0.45000003019352175,0.4506690162440268,1.6625128309708081e-19,0.45066908476745193,0.449999989701873,0.45066908476746503,1.662512830972318e-19,0.45,0.45066901624403316,0.4506558897953972,1.0708092383654061e-14,2.7707688070733625e-18,0.45,0.4506690847674585,0.4506559567093177,1.0708093977082114e-14,2.770768807078395e-18,0.4500000301943055,0.44999998970108757,49.93955850048487,49.8791170009698,49.829019889346306,49.827505902473135,49.82750590251748,49.82599191559998,49.82599191568867
27.0,-1.8652311348767676e-119,0.45,0.4500000099460274,3.3326557808427778e-18,5.089380215829809e-17,2.7729765490650985e-18,2.7701346193268377e-18,0.4506690162378537,0.45000003025538865,0.45066901623784034,1.662512840909794e-19,0.4506690847734977,0.44999998964149146,0.45066908477350576,1.6625128409113379e-19,0.45,0.45066901623784705,0.45065777031396553,1.0708132998389254e-14,2.770768823783702e-18,0.45,0.45066908477350176,0.4506578374578842,1.070813459681119e-14,2.7707688237888475e-18,0.4500000302563717,0.4499999896405281,49.939558602772905,49.87911720554587,49.8290201787041,49.827506194392626,49.827506194437966,49.825992210081154,49.82599221017183
28.0,8.443475714083382e-122,0.45,0.4500000099460133,3.3326557868102055e-18,5.0893802158199024e-17,2.772976559007918e-18,2.770134633390223e-18,0.4506690162325775,0.4500000303081034,0.45066901623256733,1.6625128494250044e-19,0.4506690847789414,0.44999998958704174,0.45066908477895035,1.6625128494265776e-19,0.45,0.4506690162325724,0.450659381439351,1.0708167794871528e-14,2.7707688381002588e-18,0.45,0.45066908477894585,0.4506594487821501,1.0708169397612e-14,2.770768838105502e-18,0.4500000303084097,0.4499999895867383,49.939558690408035,49.879117380816105,49.82902042661093,49.82750644449418,49.82750644454039,49.825992462377435,49.825992462469834
29.0,3.2367532847703356e-122,0.45,0.45000000994601386,3.3326557919227668e-18,5.0893802158180936e-17,2.772976567526374e-18,2.770134645438952e-18,0.45066901622799704,0.450000030353881,0.45066901622798866,1.6625128567203641e-19,0.45066908478355283,0.449999989540945,0.45066908478356055,1.6625128567219624e-19,0.45,0.4506690162279929,0.45066076175771264,1.0708197606470084e-14,2.7707688503658903e-18,0.45,0.4506690847835567,0.4506608292725064,1.0708199212945122e-14,2.7707688503712178e-18,0.45000003035360475,0.4499999895412234,49.93955876548894,49.87911753097792,49.829020639003765,49.82750665876732,49.82750665881426,49.825992678530895,49.82599267862477
30.0,6.387069674311616e-126,0.45,0.45000000994600986,3.3326557963028696e-18,5.089380215813785e-17,2.7729765748244215e-18,2.7701346557615034e-18,0.45066901622406685,0.45000003039316494,0.4506690162240597,1.6625128629705442e-19,0.450669084787558,0.4499999895009015,0.45066908478756523,1.6625128629721646e-19,0.45,0.45066901622406325,0.4506619443194809,1.0708223146995862e-14,2.7707688608742687e-18,0.45,0.4506690847875616,0.45066201198300154,1.0708224756700217e-14,2.77076886087967e-18,0.45000003039353925,0.4499999895005269,49.93955882981328,49.87911765962659,49.82902082096784,49.82750684234232,49.827506842389916,49.825992863716806,49.825992863812
31.0,-2.640640641766359e-127,0.45,0.4500000099460167,3.332655800055437e-18,5.0893802158162127e-17,2.7729765810768818e-18,2.7701346646051476e-18,0.45066901622062,0.45000003042762304,0.45066901622061345,1.6625128683252637e-19,0.45066908479096424,0.44999998946685965,0.45066908479097006,1.6625128683269032e-19,0.45,0.4506690162206168,0.45066295745361207,1.070824502828688e-14,2.7707688698771164e-18,0.45,0.4506690847909672,0.4506630252457433,1.0708246640783744e-14,2.770768869882581e-18,0.4500000304281901,0.4499999894663054,49.9395588849219,49.87911776984384,49.82902097686201,49.82750699961662,49.82750699966477,49.82599302237123,49.825993022467536
32.0,-5.860621504191108e-130,0.45,0.4500000099459866,3.332655803270392e-18,5.089380215799434e-17,2.77297658643358e-18,2.770134672181803e-18,0.45066901621780564,0.4500000304556882,0.45066901621780436,1.662512872912837e-19,0.45066908479405743,0.44999998943588515,0.45066908479406603,1.662512872914493e-19,0.45,0.45066901621780503,0.45066382543867334,1.0708263774703024e-14,2.7707688775901673e-18,0.45,0.4506690847940617,0.45066389334201595,1.0708265389614573e-14,2.7707688775956866e-18,0.45000003045610343,0.44999998943542485,49.93955893213537,49.87911786427075,49.829021110421934,49.827507134358946,49.827507134407576,49.82599315829596,49.825993158393224
33.0,2.6529696194012575e-132,0.45,0.45000000994601264,3.3326558060247994e-18,5.0893802158118234e-17,2.772976591022924e-18,2.770134678673092e-18,0.4506690162151218,0.45000003048256443,0.45066901621511796,1.6625128768432337e-19,0.45066908479653367,0.4499999894111665,0.45066908479653944,1.6625128768449037e-19,0.45,0.4506690162151199,0.4506645690820627,1.0708279835633741e-14,2.770768884198312e-18,0.45,0.45066908479653656,0.4506646370815673,1.0708281452633323e-14,2.7707688842038785e-18,0.450000030482816,0.4499999894109032,49.93955897258543,49.87911794517088,49.82902122484921,49.827507249799226,49.827507249848274,49.82599327474926,49.825993274847356
34.0,1.0169992098948645e-132,0.45,0.45000000994600947,3.3326558083846225e-18,5.089380215808136e-17,2.772976594954819e-18,2.7701346842344674e-18,0.4506690162129196,0.4500000305045808,0.4506690162129162,1.6625128802105792e-19,0.450669084798805,0.449999989388478,0.45066908479880907,1.6625128802122618e-19,0.45,0.4506690162129179,0.4506652061932818,1.0708293595722855e-14,2.7707688898598032e-18,0.45,0.4506690847988071,0.4506652742759529,1.0708295214528317e-14,2.7707688898654107e-18,0.4500000305051675,0.44999998938789965,49.939559007240796,49.87911801448162,49.82902132288414,49.82750734870205,49.82750734875147,49.825993374519975,49.8259933746188
35.0,2.00683964463434e-136,0.45,0.45000000994601197,3.332655810406363e-18,5.0893802158084886e-17,2.7729765983234053e-18,2.7701346889990852e-18,0.4506690162109465,0.4500000305243064,0.45066901621094346,1.6625128830954976e-19,0.4506690848007705,0.4499999893688361,0.4506690848007737,1.6625128830971905e-19,0.45,0.45066901621094496,0.4506657520269881,1.0708305384434304e-14,2.770768894710193e-18,0.45,0.4506690848007721,0.4506658201815798,1.0708307004801599e-14,2.7707688947158364e-18,0.4500000305236768,0.4499999893694527,49.93955903693122,49.87911807386245,49.82902140687396,49.827507433435436,49.82750743348516,49.82599345999691,49.825993460096356
36.0,-8.296985311859131e-138,0.45,0.4500000099460103,3.3326558121384495e-18,5.0893802158066847e-17,2.7729766012093763e-18,2.7701346930810787e-18,0.45066901620933814,0.4500000305403903,0.450669016209335,1.662512885567095e-19,0.4506690848024128,0.44999998935241026,0.45066908480241624,1.662512885568797e-19,0.45,0.45066901620933664,0.45066621965864934,1.0708315484167523e-14,2.7707688988656704e-18,0.45,0.4506690848024145,0.4506662878754341,1.0708317105885075e-14,2.770768898871344e-18,0.45000003054031545,0.44999998935249497,49.93955906236791,49.87911812473583,49.829021478830605,49.82750750602911,49.8275075060791,49.8259935332276,49.82599353332758
37.0,-1.841427785788018e-140,0.45,0.45000000994601214,3.3326558136223878e-18,5.089380215806969e-17,2.772976603681888e-18,2.7701346965782636e-18,0.45066901620790084,0.45000003055476095,0.4506690162078979,1.662512887684598e-19,0.45066908480384443,0.44999998933810215,0.4506690848038473,1.662512887686308e-19,0.45,0.45066901620789934,0.4506666202943283,1.0708324136946518e-14,2.7707689024258112e-18,0.45,0.4506690848038459,0.45066668856488046,1.0708325759831524e-14,2.770768902431511e-18,0.45000003055461907,0.44999998933824165,49.9395590841604,49.87911816832082,49.82902154047835,49.827507568222615,49.827507568272836,49.82599359596687,49.82599359606732
38.0,1.15087076899244e-142,0.45,0.45000000994601236,3.332655814893701e-18,5.089380215806466e-17,2.7729766058001265e-18,2.770134699574356e-18,0.4506690162066123,0.450000030567639,0.4506690162066099,1.6625128894986956e-19,0.45066908480514123,0.44999998932514323,0.4506690848051435,1.6625128895004123e-19,0.45,0.45066901620661104,0.4506669635246563,1.0708331549906171e-14,2.7707689054758383e-18,0.45,0.45066908480514234,0.45066703184171064,1.0708333173801109e-14,2.7707689054815614e-18,0.45000003056675336,0.4499999893260184,49.93955910283037,49.87911820566075,49.829021593292936,49.82750762150476,49.82750762155518,49.82599364971657,49.82599364981742
39.0,-5.101453459087657e-143,0.45,0.4500000099460117,3.332655815983015e-18,5.0893802158056696e-17,2.772976607615122e-18,2.7701347021415337e-18,0.4506690162055773,0.4500000305779785,0.4506690162055756,1.6625128910530903e-19,0.45066908480619117,0.44999998931464885,0.4506690848061931,1.6625128910548128e-19,0.45,0.4506690162055764,0.4506672576184251,1.0708337901633032e-14,2.7707689080892297e-18,0.45,0.4506690848061921,0.4506673259757134,1.0708339526401437e-14,2.770768908094972e-18,0.45000003057718174,0.4499999893154492,49.93955911882758,49.87911823765517,49.82902163854668,49.827507667159125,49.827507667209716,49.82599369577156,49.825993695872754
40.0,3.186523530420259e-143,0.45,0.45000000994599854,3.3326558169162168e-18,5.089380215797126e-17,2.7729766091700047e-18,2.7701347043408017e-18,0.4506690162047924,0.45000003058582466,0.45066901620479083,1.66251289238472e-19,0.4506690848071246,0.4499999893053147,0.45066908480712653,1.662512892386448e-19,0.45,0.4506690162047916,0.45066750956445517,1.070834334306907e-14,2.7707689103280882e-18,0.45,0.4506690848071256,0.4506675779565181,1.0708344968592244e-14,2.7707689103338475e-18,0.4500000305865051,0.44999998930461493,49.93955913253219,49.879118265064356,49.829021677314984,49.82750770627062,49.82750770632138,49.82599373522628,49.82599373532777
